0,1,2,3,4,5,6,7
USA,Female,IT,Senior,2-10 employees,35 to 54,connected to any,24000
USA,Female,IT,Senior,2-10 employees,25 to 34,connected to big companies,5100
USA,Female,IT,Senior,2-10 employees,25 to 34,connected to any,37000
USA,Female,IT,Senior,2-10 employees,18 to 24,connected to big companies,1700
USA,Female,IT,Senior,2-10 employees,18 to 24,connected to any,7600
USA,Female,IT,Senior,Myself Only,Any Age Range,connected to big companies,2300
USA,Female,IT,Senior,Myself Only,Any Age Range,connected to any,13000
USA,Female,IT,Senior,Myself Only,55+,connected to big companies,0
USA,Female,IT,Senior,Myself Only,55+,connected to any,810
USA,Female,IT,Senior,Myself Only,35 to 54,connected to big companies,1100
USA,Female,IT,Senior,Myself Only,35 to 54,connected to any,3800
USA,Female,IT,Senior,Myself Only,25 to 34,connected to big companies,850
USA,Female,IT,Senior,Myself Only,25 to 34,connected to any,7000
USA,Female,IT,Senior,Myself Only,18 to 24,connected to big companies,0
USA,Female,IT,Senior,Myself Only,18 to 24,connected to any,1200
USA,Female,IT,Entry,Any Company Size,Any Age Range,connected to big companies,180000
USA,Female,IT,Entry,Any Company Size,Any Age Range,connected to any,1400000
USA,Female,IT,Entry,Any Company Size,55+,connected to big companies,6000
USA,Female,IT,Entry,Any Company Size,55+,connected to any,45000
USA,Female,IT,Entry,Any Company Size,35 to 54,connected to big companies,56000
USA,Female,IT,Entry,Any Company Size,35 to 54,connected to any,340000
USA,Female,IT,Entry,Any Company Size,25 to 34,connected to big companies,92000
USA,Female,IT,Entry,Any Company Size,25 to 34,connected to any,810000
USA,Female,IT,Entry,Any Company Size,18 to 24,connected to big companies,22000
USA,Female,IT,Entry,Any Company Size,18 to 24,connected to any,190000
USA,Female,IT,Entry,"10,001+ employees",Any Age Range,connected to big companies,59000
USA,Female,IT,Entry,"10,001+ employees",Any Age Range,connected to any,380000
USA,Female,IT,Entry,"10,001+ employees",55+,connected to big companies,2100
USA,Female,IT,Entry,"10,001+ employees",55+,connected to any,13000
USA,Female,IT,Entry,"10,001+ employees",35 to 54,connected to big companies,20000
USA,Female,IT,Entry,"10,001+ employees",35 to 54,connected to any,110000
USA,Female,IT,Entry,"10,001+ employees",25 to 34,connected to big companies,29000
USA,Female,IT,Entry,"10,001+ employees",25 to 34,connected to any,200000
USA,Female,IT,Entry,"10,001+ employees",18 to 24,connected to big companies,7000
USA,Female,IT,Entry,"10,001+ employees",18 to 24,connected to any,62000
USA,Female,IT,Entry,"5001-10,000 employees",Any Age Range,connected to big companies,12000
USA,Female,IT,Entry,"5001-10,000 employees",Any Age Range,connected to any,55000
USA,Female,IT,Entry,"5001-10,000 employees",55+,connected to big companies,380
USA,Female,IT,Entry,"5001-10,000 employees",55+,connected to any,2100
USA,Female,IT,Entry,"5001-10,000 employees",35 to 54,connected to big companies,3900
USA,Female,IT,Entry,"5001-10,000 employees",35 to 54,connected to any,16000
USA,Female,IT,Entry,"5001-10,000 employees",25 to 34,connected to big companies,6500
USA,Female,IT,Entry,"5001-10,000 employees",25 to 34,connected to any,29000
USA,Female,IT,Entry,"5001-10,000 employees",18 to 24,connected to big companies,1600
USA,Female,IT,Entry,"5001-10,000 employees",18 to 24,connected to any,7300
USA,Female,IT,Entry,1001-5000 employees,Any Age Range,connected to big companies,29000
USA,Female,IT,Entry,1001-5000 employees,Any Age Range,connected to any,150000
USA,Female,IT,Entry,1001-5000 employees,55+,connected to big companies,730
USA,Female,IT,Entry,1001-5000 employees,55+,connected to any,4600
USA,Female,IT,Entry,1001-5000 employees,35 to 54,connected to big companies,8600
USA,Female,IT,Entry,1001-5000 employees,35 to 54,connected to any,39000
USA,Female,IT,Entry,1001-5000 employees,25 to 34,connected to big companies,16000
USA,Female,IT,Entry,1001-5000 employees,25 to 34,connected to any,81000
USA,Female,IT,Entry,1001-5000 employees,18 to 24,connected to big companies,3800
USA,Female,IT,Entry,1001-5000 employees,18 to 24,connected to any,24000
USA,Female,IT,Entry,501-1000 employees,Any Age Range,connected to big companies,13000
USA,Female,IT,Entry,501-1000 employees,Any Age Range,connected to any,70000
USA,Female,IT,Entry,501-1000 employees,55+,connected to big companies,320
USA,Female,IT,Entry,501-1000 employees,55+,connected to any,2200
USA,Female,IT,Entry,501-1000 employees,35 to 54,connected to big companies,3600
USA,Female,IT,Entry,501-1000 employees,35 to 54,connected to any,17000
USA,Female,IT,Entry,501-1000 employees,25 to 34,connected to big companies,7300
USA,Female,IT,Entry,501-1000 employees,25 to 34,connected to any,40000
USA,Female,IT,Entry,501-1000 employees,18 to 24,connected to big companies,1800
USA,Female,IT,Entry,501-1000 employees,18 to 24,connected to any,11000
USA,Female,IT,Entry,201-500 employees,Any Age Range,connected to big companies,16000
USA,Female,IT,Entry,201-500 employees,Any Age Range,connected to any,93000
USA,Female,IT,Entry,201-500 employees,55+,connected to big companies,460
USA,Female,IT,Entry,201-500 employees,55+,connected to any,3300
USA,Female,IT,Entry,201-500 employees,35 to 54,connected to big companies,4800
USA,Female,IT,Entry,201-500 employees,35 to 54,connected to any,25000
USA,Female,IT,Entry,201-500 employees,25 to 34,connected to big companies,9000
USA,Female,IT,Entry,201-500 employees,25 to 34,connected to any,52000
USA,Female,IT,Entry,201-500 employees,18 to 24,connected to big companies,2100
USA,Female,IT,Entry,201-500 employees,18 to 24,connected to any,12000
USA,Female,IT,Entry,51-200 employees,Any Age Range,connected to big companies,24000
USA,Female,IT,Entry,51-200 employees,Any Age Range,connected to any,140000
USA,Female,IT,Entry,51-200 employees,55+,connected to big companies,660
USA,Female,IT,Entry,51-200 employees,55+,connected to any,4800
USA,Female,IT,Entry,51-200 employees,35 to 54,connected to big companies,7000
USA,Female,IT,Entry,51-200 employees,35 to 54,connected to any,38000
USA,Female,IT,Entry,51-200 employees,25 to 34,connected to big companies,13000
USA,Female,IT,Entry,51-200 employees,25 to 34,connected to any,82000
USA,Female,IT,Entry,51-200 employees,18 to 24,connected to big companies,3200
USA,Female,IT,Entry,51-200 employees,18 to 24,connected to any,18000
USA,Female,IT,Entry,11-50 employees,Any Age Range,connected to big companies,17000
USA,Female,IT,Entry,11-50 employees,Any Age Range,connected to any,140000
USA,Female,IT,Entry,11-50 employees,55+,connected to big companies,480
USA,Female,IT,Entry,11-50 employees,55+,connected to any,4500
USA,Female,IT,Entry,11-50 employees,35 to 54,connected to big companies,4800
USA,Female,IT,Entry,11-50 employees,35 to 54,connected to any,33000
USA,Female,IT,Entry,11-50 employees,25 to 34,connected to big companies,9000
USA,Female,IT,Entry,11-50 employees,25 to 34,connected to any,87000
USA,Female,IT,Entry,11-50 employees,18 to 24,connected to big companies,2900
USA,Female,IT,Entry,11-50 employees,18 to 24,connected to any,20000
USA,Female,IT,Entry,2-10 employees,Any Age Range,connected to big companies,7100
USA,Female,IT,Entry,2-10 employees,Any Age Range,connected to any,100000
USA,Female,IT,Entry,2-10 employees,55+,connected to big companies,0
USA,Female,IT,Entry,2-10 employees,55+,connected to any,3200
USA,Female,IT,Entry,2-10 employees,35 to 54,connected to big companies,1900
USA,Female,IT,Entry,2-10 employees,35 to 54,connected to any,20000
USA,Female,IT,Entry,2-10 employees,25 to 34,connected to big companies,3400
USA,Female,IT,Entry,2-10 employees,25 to 34,connected to any,65000
USA,Female,IT,Entry,2-10 employees,18 to 24,connected to big companies,1500
USA,Female,IT,Entry,2-10 employees,18 to 24,connected to any,14000
USA,Female,IT,Entry,Myself Only,Any Age Range,connected to big companies,1200
USA,Female,IT,Entry,Myself Only,Any Age Range,connected to any,29000
USA,Female,IT,Entry,Myself Only,55+,connected to big companies,0
USA,Female,IT,Entry,Myself Only,55+,connected to any,650
USA,Female,IT,Entry,Myself Only,35 to 54,connected to big companies,410
USA,Female,IT,Entry,Myself Only,35 to 54,connected to any,3400
USA,Female,IT,Entry,Myself Only,25 to 34,connected to big companies,540
USA,Female,IT,Entry,Myself Only,25 to 34,connected to any,21000
USA,Female,IT,Entry,Myself Only,18 to 24,connected to big companies,0
USA,Female,IT,Entry,Myself Only,18 to 24,connected to any,4100
USA,Female,IT,Training,Any Company Size,Any Age Range,connected to big companies,6400
USA,Female,IT,Training,Any Company Size,Any Age Range,connected to any,28000
USA,Female,IT,Training,Any Company Size,55+,connected to big companies,0
USA,Female,IT,Training,Any Company Size,55+,connected to any,0
USA,Female,IT,Training,Any Company Size,35 to 54,connected to big companies,390
USA,Female,IT,Training,Any Company Size,35 to 54,connected to any,2300
USA,Female,IT,Training,Any Company Size,25 to 34,connected to big companies,2900
USA,Female,IT,Training,Any Company Size,25 to 34,connected to any,15000
USA,Female,IT,Training,Any Company Size,18 to 24,connected to big companies,3100
USA,Female,IT,Training,Any Company Size,18 to 24,connected to any,10000
USA,Female,IT,Training,"10,001+ employees",Any Age Range,connected to big companies,2300
USA,Female,IT,Training,"10,001+ employees",Any Age Range,connected to any,6500
USA,Female,IT,Training,"10,001+ employees",55+,connected to big companies,0
USA,Female,IT,Training,"10,001+ employees",55+,connected to any,0
USA,Female,IT,Training,"10,001+ employees",35 to 54,connected to big companies,0
USA,Female,IT,Training,"10,001+ employees",35 to 54,connected to any,550
USA,Female,IT,Training,"10,001+ employees",25 to 34,connected to big companies,1100
USA,Female,IT,Training,"10,001+ employees",25 to 34,connected to any,3200
USA,Female,IT,Training,"10,001+ employees",18 to 24,connected to big companies,1100
USA,Female,IT,Training,"10,001+ employees",18 to 24,connected to any,2700
USA,Female,IT,Training,"5001-10,000 employees",Any Age Range,connected to big companies,500
USA,Female,IT,Training,"5001-10,000 employees",Any Age Range,connected to any,1200
USA,Female,IT,Training,"5001-10,000 employees",55+,connected to big companies,0
USA,Female,IT,Training,"5001-10,000 employees",55+,connected to any,0
USA,Female,IT,Training,"5001-10,000 employees",35 to 54,connected to big companies,0
USA,Female,IT,Training,"5001-10,000 employees",35 to 54,connected to any,0
USA,Female,IT,Training,"5001-10,000 employees",25 to 34,connected to big companies,0
USA,Female,IT,Training,"5001-10,000 employees",25 to 34,connected to any,600
USA,Female,IT,Training,"5001-10,000 employees",18 to 24,connected to big companies,0
USA,Female,IT,Training,"5001-10,000 employees",18 to 24,connected to any,540
USA,Female,IT,Training,1001-5000 employees,Any Age Range,connected to big companies,870
USA,Female,IT,Training,1001-5000 employees,Any Age Range,connected to any,2600
USA,Female,IT,Training,1001-5000 employees,55+,connected to big companies,0
USA,Female,IT,Training,1001-5000 employees,55+,connected to any,0
USA,Female,IT,Training,1001-5000 employees,35 to 54,connected to big companies,0
USA,Female,IT,Training,1001-5000 employees,35 to 54,connected to any,0
USA,Female,IT,Training,1001-5000 employees,25 to 34,connected to big companies,420
USA,Female,IT,Training,1001-5000 employees,25 to 34,connected to any,1400
USA,Female,IT,Training,1001-5000 employees,18 to 24,connected to big companies,410
USA,Female,IT,Training,1001-5000 employees,18 to 24,connected to any,1000
USA,Female,IT,Training,501-1000 employees,Any Age Range,connected to big companies,400
USA,Female,IT,Training,501-1000 employees,Any Age Range,connected to any,1200
USA,Female,IT,Training,501-1000 employees,55+,connected to big companies,0
USA,Female,IT,Training,501-1000 employees,55+,connected to any,0
USA,Female,IT,Training,501-1000 employees,35 to 54,connected to big companies,0
USA,Female,IT,Training,501-1000 employees,35 to 54,connected to any,0
USA,Female,IT,Training,501-1000 employees,25 to 34,connected to big companies,0
USA,Female,IT,Training,501-1000 employees,25 to 34,connected to any,590
USA,Female,IT,Training,501-1000 employees,18 to 24,connected to big companies,0
USA,Female,IT,Training,501-1000 employees,18 to 24,connected to any,490
USA,Female,IT,Training,201-500 employees,Any Age Range,connected to big companies,420
USA,Female,IT,Training,201-500 employees,Any Age Range,connected to any,1700
USA,Female,IT,Training,201-500 employees,55+,connected to big companies,0
USA,Female,IT,Training,201-500 employees,55+,connected to any,0
USA,Female,IT,Training,201-500 employees,35 to 54,connected to big companies,0
USA,Female,IT,Training,201-500 employees,35 to 54,connected to any,0
USA,Female,IT,Training,201-500 employees,25 to 34,connected to big companies,0
USA,Female,IT,Training,201-500 employees,25 to 34,connected to any,910
USA,Female,IT,Training,201-500 employees,18 to 24,connected to big companies,0
USA,Female,IT,Training,201-500 employees,18 to 24,connected to any,600
USA,Female,IT,Training,51-200 employees,Any Age Range,connected to big companies,660
USA,Female,IT,Training,51-200 employees,Any Age Range,connected to any,2800
USA,Female,IT,Training,51-200 employees,55+,connected to big companies,0
USA,Female,IT,Training,51-200 employees,55+,connected to any,0
USA,Female,IT,Training,51-200 employees,35 to 54,connected to big companies,0
USA,Female,IT,Training,51-200 employees,35 to 54,connected to any,0
USA,Female,IT,Training,51-200 employees,25 to 34,connected to big companies,310
USA,Female,IT,Training,51-200 employees,25 to 34,connected to any,1500
USA,Female,IT,Training,51-200 employees,18 to 24,connected to big companies,310
USA,Female,IT,Training,51-200 employees,18 to 24,connected to any,1000
USA,Female,IT,Training,11-50 employees,Any Age Range,connected to big companies,800
USA,Female,IT,Training,11-50 employees,Any Age Range,connected to any,3400
USA,Female,IT,Training,11-50 employees,55+,connected to big companies,0
USA,Female,IT,Training,11-50 employees,55+,connected to any,0
USA,Female,IT,Training,11-50 employees,35 to 54,connected to big companies,0
USA,Female,IT,Training,11-50 employees,35 to 54,connected to any,0
USA,Female,IT,Training,11-50 employees,25 to 34,connected to big companies,380
USA,Female,IT,Training,11-50 employees,25 to 34,connected to any,1800
USA,Female,IT,Training,11-50 employees,18 to 24,connected to big companies,370
USA,Female,IT,Training,11-50 employees,18 to 24,connected to any,1400
USA,Female,IT,Training,2-10 employees,Any Age Range,connected to big companies,540
USA,Female,IT,Training,2-10 employees,Any Age Range,connected to any,2500
USA,Female,IT,Training,2-10 employees,55+,connected to big companies,0
USA,Female,IT,Training,2-10 employees,55+,connected to any,0
USA,Female,IT,Training,2-10 employees,35 to 54,connected to big companies,0
USA,Female,IT,Training,2-10 employees,35 to 54,connected to any,0
USA,Female,IT,Training,2-10 employees,25 to 34,connected to big companies,0
USA,Female,IT,Training,2-10 employees,25 to 34,connected to any,1300
USA,Female,IT,Training,2-10 employees,18 to 24,connected to big companies,0
USA,Female,IT,Training,2-10 employees,18 to 24,connected to any,1000
USA,Female,IT,Training,Myself Only,Any Age Range,connected to big companies,0
USA,Female,IT,Training,Myself Only,Any Age Range,connected to any,900
USA,Female,IT,Training,Myself Only,55+,connected to big companies,0
USA,Female,IT,Training,Myself Only,55+,connected to any,0
USA,Female,IT,Training,Myself Only,35 to 54,connected to big companies,0
USA,Female,IT,Training,Myself Only,35 to 54,connected to any,0
USA,Female,IT,Training,Myself Only,25 to 34,connected to big companies,0
USA,Female,IT,Training,Myself Only,25 to 34,connected to any,480
USA,Female,IT,Training,Myself Only,18 to 24,connected to big companies,0
USA,Female,IT,Training,Myself Only,18 to 24,connected to any,380
USA,Female,IT,Unpaid,Any Company Size,Any Age Range,connected to big companies,2100
USA,Female,IT,Unpaid,Any Company Size,Any Age Range,connected to any,130000
USA,Female,IT,Unpaid,Any Company Size,55+,connected to big companies,880
USA,Female,IT,Unpaid,Any Company Size,55+,connected to any,6800
USA,Female,IT,Unpaid,Any Company Size,35 to 54,connected to big companies,1000
USA,Female,IT,Unpaid,Any Company Size,35 to 54,connected to any,12000
USA,Female,IT,Unpaid,Any Company Size,25 to 34,connected to big companies,0
USA,Female,IT,Unpaid,Any Company Size,25 to 34,connected to any,110000
USA,Female,IT,Unpaid,Any Company Size,18 to 24,connected to big companies,0
USA,Female,IT,Unpaid,Any Company Size,18 to 24,connected to any,7300
USA,Female,IT,Unpaid,"10,001+ employees",Any Age Range,connected to big companies,0
USA,Female,IT,Unpaid,"10,001+ employees",Any Age Range,connected to any,14000
USA,Female,IT,Unpaid,"10,001+ employees",55+,connected to big companies,0
USA,Female,IT,Unpaid,"10,001+ employees",55+,connected to any,990
USA,Female,IT,Unpaid,"10,001+ employees",35 to 54,connected to big companies,0
USA,Female,IT,Unpaid,"10,001+ employees",35 to 54,connected to any,1700
USA,Female,IT,Unpaid,"10,001+ employees",25 to 34,connected to big companies,0
USA,Female,IT,Unpaid,"10,001+ employees",25 to 34,connected to any,9000
USA,Female,IT,Unpaid,"10,001+ employees",18 to 24,connected to big companies,0
USA,Female,IT,Unpaid,"10,001+ employees",18 to 24,connected to any,2100
USA,Female,IT,Unpaid,"5001-10,000 employees",Any Age Range,connected to big companies,0
USA,Female,IT,Unpaid,"5001-10,000 employees",Any Age Range,connected to any,610
USA,Female,IT,Unpaid,"5001-10,000 employees",55+,connected to big companies,0
USA,Female,IT,Unpaid,"5001-10,000 employees",55+,connected to any,0
USA,Female,IT,Unpaid,"5001-10,000 employees",35 to 54,connected to big companies,0
USA,Female,IT,Unpaid,"5001-10,000 employees",35 to 54,connected to any,0
USA,Female,IT,Unpaid,"5001-10,000 employees",25 to 34,connected to big companies,0
USA,Female,IT,Unpaid,"5001-10,000 employees",25 to 34,connected to any,390
USA,Female,IT,Unpaid,"5001-10,000 employees",18 to 24,connected to big companies,0
USA,Female,IT,Unpaid,"5001-10,000 employees",18 to 24,connected to any,0
USA,Female,IT,Unpaid,1001-5000 employees,Any Age Range,connected to big companies,0
USA,Female,IT,Unpaid,1001-5000 employees,Any Age Range,connected to any,3200
USA,Female,IT,Unpaid,1001-5000 employees,55+,connected to big companies,0
USA,Female,IT,Unpaid,1001-5000 employees,55+,connected to any,0
USA,Female,IT,Unpaid,1001-5000 employees,35 to 54,connected to big companies,0
USA,Female,IT,Unpaid,1001-5000 employees,35 to 54,connected to any,0
USA,Female,IT,Unpaid,1001-5000 employees,25 to 34,connected to big companies,0
USA,Female,IT,Unpaid,1001-5000 employees,25 to 34,connected to any,2600
USA,Female,IT,Unpaid,1001-5000 employees,18 to 24,connected to big companies,0
USA,Female,IT,Unpaid,1001-5000 employees,18 to 24,connected to any,0
USA,Female,IT,Unpaid,501-1000 employees,Any Age Range,connected to big companies,0
USA,Female,IT,Unpaid,501-1000 employees,Any Age Range,connected to any,1400
USA,Female,IT,Unpaid,501-1000 employees,55+,connected to big companies,0
USA,Female,IT,Unpaid,501-1000 employees,55+,connected to any,0
USA,Female,IT,Unpaid,501-1000 employees,35 to 54,connected to big companies,0
USA,Female,IT,Unpaid,501-1000 employees,35 to 54,connected to any,0
USA,Female,IT,Unpaid,501-1000 employees,25 to 34,connected to big companies,0
USA,Female,IT,Unpaid,501-1000 employees,25 to 34,connected to any,1100
USA,Female,IT,Unpaid,501-1000 employees,18 to 24,connected to big companies,0
USA,Female,IT,Unpaid,501-1000 employees,18 to 24,connected to any,0
USA,Female,IT,Unpaid,201-500 employees,Any Age Range,connected to big companies,0
USA,Female,IT,Unpaid,201-500 employees,Any Age Range,connected to any,2000
USA,Female,IT,Unpaid,201-500 employees,55+,connected to big companies,0
USA,Female,IT,Unpaid,201-500 employees,55+,connected to any,0
USA,Female,IT,Unpaid,201-500 employees,35 to 54,connected to big companies,0
USA,Female,IT,Unpaid,201-500 employees,35 to 54,connected to any,0
USA,Female,IT,Unpaid,201-500 employees,25 to 34,connected to big companies,0
USA,Female,IT,Unpaid,201-500 employees,25 to 34,connected to any,1600
USA,Female,IT,Unpaid,201-500 employees,18 to 24,connected to big companies,0
USA,Female,IT,Unpaid,201-500 employees,18 to 24,connected to any,0
USA,Female,IT,Unpaid,51-200 employees,Any Age Range,connected to big companies,0
USA,Female,IT,Unpaid,51-200 employees,Any Age Range,connected to any,3100
USA,Female,IT,Unpaid,51-200 employees,55+,connected to big companies,0
USA,Female,IT,Unpaid,51-200 employees,55+,connected to any,0
USA,Female,IT,Unpaid,51-200 employees,35 to 54,connected to big companies,0
USA,Female,IT,Unpaid,51-200 employees,35 to 54,connected to any,310
USA,Female,IT,Unpaid,51-200 employees,25 to 34,connected to big companies,0
USA,Female,IT,Unpaid,51-200 employees,25 to 34,connected to any,2400
USA,Female,IT,Unpaid,51-200 employees,18 to 24,connected to big companies,0
USA,Female,IT,Unpaid,51-200 employees,18 to 24,connected to any,0
USA,Female,IT,Unpaid,11-50 employees,Any Age Range,connected to big companies,0
USA,Female,IT,Unpaid,11-50 employees,Any Age Range,connected to any,4700
USA,Female,IT,Unpaid,11-50 employees,55+,connected to big companies,0
USA,Female,IT,Unpaid,11-50 employees,55+,connected to any,0
USA,Female,IT,Unpaid,11-50 employees,35 to 54,connected to big companies,0
USA,Female,IT,Unpaid,11-50 employees,35 to 54,connected to any,410
USA,Female,IT,Unpaid,11-50 employees,25 to 34,connected to big companies,0
USA,Female,IT,Unpaid,11-50 employees,25 to 34,connected to any,3700
USA,Female,IT,Unpaid,11-50 employees,18 to 24,connected to big companies,0
USA,Female,IT,Unpaid,11-50 employees,18 to 24,connected to any,380
USA,Female,IT,Unpaid,2-10 employees,Any Age Range,connected to big companies,0
USA,Female,IT,Unpaid,2-10 employees,Any Age Range,connected to any,5500
USA,Female,IT,Unpaid,2-10 employees,55+,connected to big companies,0
USA,Female,IT,Unpaid,2-10 employees,55+,connected to any,0
USA,Female,IT,Unpaid,2-10 employees,35 to 54,connected to big companies,0
USA,Female,IT,Unpaid,2-10 employees,35 to 54,connected to any,460
USA,Female,IT,Unpaid,2-10 employees,25 to 34,connected to big companies,0
USA,Female,IT,Unpaid,2-10 employees,25 to 34,connected to any,4400
USA,Female,IT,Unpaid,2-10 employees,18 to 24,connected to big companies,0
USA,Female,IT,Unpaid,2-10 employees,18 to 24,connected to any,330
USA,Female,IT,Unpaid,Myself Only,Any Age Range,connected to big companies,0
USA,Female,IT,Unpaid,Myself Only,Any Age Range,connected to any,8900
USA,Female,IT,Unpaid,Myself Only,55+,connected to big companies,0
USA,Female,IT,Unpaid,Myself Only,55+,connected to any,330
USA,Female,IT,Unpaid,Myself Only,35 to 54,connected to big companies,0
USA,Female,IT,Unpaid,Myself Only,35 to 54,connected to any,500
USA,Female,IT,Unpaid,Myself Only,25 to 34,connected to big companies,0
USA,Female,IT,Unpaid,Myself Only,25 to 34,connected to any,7400
USA,Female,IT,Unpaid,Myself Only,18 to 24,connected to big companies,0
USA,Female,IT,Unpaid,Myself Only,18 to 24,connected to any,700
