,Country,Gender,Sector,Job Seniority,Company Size,Age Ranges,Connectivity Status,Count
8556,VNM,Male,Finance,Entry,201-500 employees,25 to 34,connected to big companies,0
8557,VNM,Male,Finance,Entry,201-500 employees,25 to 34,connected to any,330
8558,VNM,Male,Finance,Entry,201-500 employees,18 to 24,connected to big companies,0
8559,VNM,Male,Finance,Entry,201-500 employees,18 to 24,connected to any,0
8560,VNM,Male,Finance,Entry,51-200 employees,Any Age Range,connected to big companies,0
8561,VNM,Male,Finance,Entry,51-200 employees,Any Age Range,connected to any,810
8562,VNM,Male,Finance,Entry,51-200 employees,55+,connected to big companies,0
8563,VNM,Male,Finance,Entry,51-200 employees,55+,connected to any,0
8564,VNM,Male,Finance,Entry,51-200 employees,35 to 54,connected to big companies,0
8565,VNM,Male,Finance,Entry,51-200 employees,35 to 54,connected to any,0
8566,VNM,Male,Finance,Entry,51-200 employees,25 to 34,connected to big companies,0
8567,VNM,Male,Finance,Entry,51-200 employees,25 to 34,connected to any,560
8568,VNM,Male,Finance,Entry,51-200 employees,18 to 24,connected to big companies,0
8569,VNM,Male,Finance,Entry,51-200 employees,18 to 24,connected to any,0
8570,VNM,Male,Finance,Entry,11-50 employees,Any Age Range,connected to big companies,0
8571,VNM,Male,Finance,Entry,11-50 employees,Any Age Range,connected to any,690
8572,VNM,Male,Finance,Entry,11-50 employees,55+,connected to big companies,0
8573,VNM,Male,Finance,Entry,11-50 employees,55+,connected to any,0
8574,VNM,Male,Finance,Entry,11-50 employees,35 to 54,connected to big companies,0
8575,VNM,Male,Finance,Entry,11-50 employees,35 to 54,connected to any,0
8576,VNM,Male,Finance,Entry,11-50 employees,25 to 34,connected to big companies,0
8577,VNM,Male,Finance,Entry,11-50 employees,25 to 34,connected to any,450
8578,VNM,Male,Finance,Entry,11-50 employees,18 to 24,connected to big companies,0
8579,VNM,Male,Finance,Entry,11-50 employees,18 to 24,connected to any,0
8580,VNM,Male,Finance,Entry,2-10 employees,Any Age Range,connected to big companies,0
8581,VNM,Male,Finance,Entry,2-10 employees,Any Age Range,connected to any,450
8582,VNM,Male,Finance,Entry,2-10 employees,55+,connected to big companies,0
8583,VNM,Male,Finance,Entry,2-10 employees,55+,connected to any,0
8584,VNM,Male,Finance,Entry,2-10 employees,35 to 54,connected to big companies,0
8585,VNM,Male,Finance,Entry,2-10 employees,35 to 54,connected to any,0
8586,VNM,Male,Finance,Entry,2-10 employees,25 to 34,connected to big companies,0
8587,VNM,Male,Finance,Entry,2-10 employees,25 to 34,connected to any,310
8588,VNM,Male,Finance,Entry,2-10 employees,18 to 24,connected to big companies,0
8589,VNM,Male,Finance,Entry,2-10 employees,18 to 24,connected to any,0
8590,VNM,Male,Finance,Entry,Myself Only,Any Age Range,connected to big companies,0
8591,VNM,Male,Finance,Entry,Myself Only,Any Age Range,connected to any,0
8592,VNM,Male,Finance,Entry,Myself Only,55+,connected to big companies,0
8593,VNM,Male,Finance,Entry,Myself Only,55+,connected to any,0
8594,VNM,Male,Finance,Entry,Myself Only,35 to 54,connected to big companies,0
8595,VNM,Male,Finance,Entry,Myself Only,35 to 54,connected to any,0
8596,VNM,Male,Finance,Entry,Myself Only,25 to 34,connected to big companies,0
8597,VNM,Male,Finance,Entry,Myself Only,25 to 34,connected to any,0
8598,VNM,Male,Finance,Entry,Myself Only,18 to 24,connected to big companies,0
8599,VNM,Male,Finance,Entry,Myself Only,18 to 24,connected to any,0
8600,VNM,Male,Finance,Training,Any Company Size,Any Age Range,connected to big companies,0
8601,VNM,Male,Finance,Training,Any Company Size,Any Age Range,connected to any,950
8602,VNM,Male,Finance,Training,Any Company Size,55+,connected to big companies,0
8603,VNM,Male,Finance,Training,Any Company Size,55+,connected to any,0
8604,VNM,Male,Finance,Training,Any Company Size,35 to 54,connected to big companies,0
8605,VNM,Male,Finance,Training,Any Company Size,35 to 54,connected to any,0
8606,VNM,Male,Finance,Training,Any Company Size,25 to 34,connected to big companies,0
8607,VNM,Male,Finance,Training,Any Company Size,25 to 34,connected to any,560
8608,VNM,Male,Finance,Training,Any Company Size,18 to 24,connected to big companies,0
8609,VNM,Male,Finance,Training,Any Company Size,18 to 24,connected to any,380
8610,VNM,Male,Finance,Training,"10,001+ employees",Any Age Range,connected to big companies,0
8611,VNM,Male,Finance,Training,"10,001+ employees",Any Age Range,connected to any,0
8612,VNM,Male,Finance,Training,"10,001+ employees",55+,connected to big companies,0
8613,VNM,Male,Finance,Training,"10,001+ employees",55+,connected to any,0
8614,VNM,Male,Finance,Training,"10,001+ employees",35 to 54,connected to big companies,0
8615,VNM,Male,Finance,Training,"10,001+ employees",35 to 54,connected to any,0
8616,VNM,Male,Finance,Training,"10,001+ employees",25 to 34,connected to big companies,0
8617,VNM,Male,Finance,Training,"10,001+ employees",25 to 34,connected to any,0
8618,VNM,Male,Finance,Training,"10,001+ employees",18 to 24,connected to big companies,0
8619,VNM,Male,Finance,Training,"10,001+ employees",18 to 24,connected to any,0
8620,VNM,Male,Finance,Training,"5001-10,000 employees",Any Age Range,connected to big companies,0
8621,VNM,Male,Finance,Training,"5001-10,000 employees",Any Age Range,connected to any,0
8622,VNM,Male,Finance,Training,"5001-10,000 employees",55+,connected to big companies,0
8623,VNM,Male,Finance,Training,"5001-10,000 employees",55+,connected to any,0
8624,VNM,Male,Finance,Training,"5001-10,000 employees",35 to 54,connected to big companies,0
8625,VNM,Male,Finance,Training,"5001-10,000 employees",35 to 54,connected to any,0
8626,VNM,Male,Finance,Training,"5001-10,000 employees",25 to 34,connected to big companies,0
8627,VNM,Male,Finance,Training,"5001-10,000 employees",25 to 34,connected to any,0
8628,VNM,Male,Finance,Training,"5001-10,000 employees",18 to 24,connected to big companies,0
8629,VNM,Male,Finance,Training,"5001-10,000 employees",18 to 24,connected to any,0
8630,VNM,Male,Finance,Training,1001-5000 employees,Any Age Range,connected to big companies,0
8631,VNM,Male,Finance,Training,1001-5000 employees,Any Age Range,connected to any,0
8632,VNM,Male,Finance,Training,1001-5000 employees,55+,connected to big companies,0
8633,VNM,Male,Finance,Training,1001-5000 employees,55+,connected to any,0
8634,VNM,Male,Finance,Training,1001-5000 employees,35 to 54,connected to big companies,0
8635,VNM,Male,Finance,Training,1001-5000 employees,35 to 54,connected to any,0
8636,VNM,Male,Finance,Training,1001-5000 employees,25 to 34,connected to big companies,0
8637,VNM,Male,Finance,Training,1001-5000 employees,25 to 34,connected to any,0
8638,VNM,Male,Finance,Training,1001-5000 employees,18 to 24,connected to big companies,0
8639,VNM,Male,Finance,Training,1001-5000 employees,18 to 24,connected to any,0
8640,VNM,Male,Finance,Training,501-1000 employees,Any Age Range,connected to big companies,0
8641,VNM,Male,Finance,Training,501-1000 employees,Any Age Range,connected to any,0
8642,VNM,Male,Finance,Training,501-1000 employees,55+,connected to big companies,0
8643,VNM,Male,Finance,Training,501-1000 employees,55+,connected to any,0
8644,VNM,Male,Finance,Training,501-1000 employees,35 to 54,connected to big companies,0
8645,VNM,Male,Finance,Training,501-1000 employees,35 to 54,connected to any,0
8646,VNM,Male,Finance,Training,501-1000 employees,25 to 34,connected to big companies,0
8647,VNM,Male,Finance,Training,501-1000 employees,25 to 34,connected to any,0
8648,VNM,Male,Finance,Training,501-1000 employees,18 to 24,connected to big companies,0
8649,VNM,Male,Finance,Training,501-1000 employees,18 to 24,connected to any,0
8650,VNM,Male,Finance,Training,201-500 employees,Any Age Range,connected to big companies,0
8651,VNM,Male,Finance,Training,201-500 employees,Any Age Range,connected to any,0
8652,VNM,Male,Finance,Training,201-500 employees,55+,connected to big companies,0
8653,VNM,Male,Finance,Training,201-500 employees,55+,connected to any,0
8654,VNM,Male,Finance,Training,201-500 employees,35 to 54,connected to big companies,0
8655,VNM,Male,Finance,Training,201-500 employees,35 to 54,connected to any,0
8656,VNM,Male,Finance,Training,201-500 employees,25 to 34,connected to big companies,0
8657,VNM,Male,Finance,Training,201-500 employees,25 to 34,connected to any,0
8658,VNM,Male,Finance,Training,201-500 employees,18 to 24,connected to big companies,0
8659,VNM,Male,Finance,Training,201-500 employees,18 to 24,connected to any,0
8660,VNM,Male,Finance,Training,51-200 employees,Any Age Range,connected to big companies,0
8661,VNM,Male,Finance,Training,51-200 employees,Any Age Range,connected to any,0
8662,VNM,Male,Finance,Training,51-200 employees,55+,connected to big companies,0
8663,VNM,Male,Finance,Training,51-200 employees,55+,connected to any,0
8664,VNM,Male,Finance,Training,51-200 employees,35 to 54,connected to big companies,0
8665,VNM,Male,Finance,Training,51-200 employees,35 to 54,connected to any,0
8666,VNM,Male,Finance,Training,51-200 employees,25 to 34,connected to big companies,0
8667,VNM,Male,Finance,Training,51-200 employees,25 to 34,connected to any,0
8668,VNM,Male,Finance,Training,51-200 employees,18 to 24,connected to big companies,0
8669,VNM,Male,Finance,Training,51-200 employees,18 to 24,connected to any,0
8670,VNM,Male,Finance,Training,11-50 employees,Any Age Range,connected to big companies,0
8671,VNM,Male,Finance,Training,11-50 employees,Any Age Range,connected to any,0
8672,VNM,Male,Finance,Training,11-50 employees,55+,connected to big companies,0
8673,VNM,Male,Finance,Training,11-50 employees,55+,connected to any,0
8674,VNM,Male,Finance,Training,11-50 employees,35 to 54,connected to big companies,0
8675,VNM,Male,Finance,Training,11-50 employees,35 to 54,connected to any,0
8676,VNM,Male,Finance,Training,11-50 employees,25 to 34,connected to big companies,0
8677,VNM,Male,Finance,Training,11-50 employees,25 to 34,connected to any,0
8678,VNM,Male,Finance,Training,11-50 employees,18 to 24,connected to big companies,0
8679,VNM,Male,Finance,Training,11-50 employees,18 to 24,connected to any,0
8680,VNM,Male,Finance,Training,2-10 employees,Any Age Range,connected to big companies,0
8681,VNM,Male,Finance,Training,2-10 employees,Any Age Range,connected to any,0
8682,VNM,Male,Finance,Training,2-10 employees,55+,connected to big companies,0
8683,VNM,Male,Finance,Training,2-10 employees,55+,connected to any,0
8684,VNM,Male,Finance,Training,2-10 employees,35 to 54,connected to big companies,0
8685,VNM,Male,Finance,Training,2-10 employees,35 to 54,connected to any,0
8686,VNM,Male,Finance,Training,2-10 employees,25 to 34,connected to big companies,0
8687,VNM,Male,Finance,Training,2-10 employees,25 to 34,connected to any,0
8688,VNM,Male,Finance,Training,2-10 employees,18 to 24,connected to big companies,0
8689,VNM,Male,Finance,Training,2-10 employees,18 to 24,connected to any,0
8690,VNM,Male,Finance,Training,Myself Only,Any Age Range,connected to big companies,0
8691,VNM,Male,Finance,Training,Myself Only,Any Age Range,connected to any,0
8692,VNM,Male,Finance,Training,Myself Only,55+,connected to big companies,0
8693,VNM,Male,Finance,Training,Myself Only,55+,connected to any,0
8694,VNM,Male,Finance,Training,Myself Only,35 to 54,connected to big companies,0
8695,VNM,Male,Finance,Training,Myself Only,35 to 54,connected to any,0
8696,VNM,Male,Finance,Training,Myself Only,25 to 34,connected to big companies,0
8697,VNM,Male,Finance,Training,Myself Only,25 to 34,connected to any,0
8698,VNM,Male,Finance,Training,Myself Only,18 to 24,connected to big companies,0
8699,VNM,Male,Finance,Training,Myself Only,18 to 24,connected to any,0
8700,VNM,Male,Finance,Unpaid,Any Company Size,Any Age Range,connected to big companies,0
8701,VNM,Male,Finance,Unpaid,Any Company Size,Any Age Range,connected to any,0
8702,VNM,Male,Finance,Unpaid,Any Company Size,55+,connected to big companies,0
8703,VNM,Male,Finance,Unpaid,Any Company Size,55+,connected to any,0
8704,VNM,Male,Finance,Unpaid,Any Company Size,35 to 54,connected to big companies,0
8705,VNM,Male,Finance,Unpaid,Any Company Size,35 to 54,connected to any,0
8706,VNM,Male,Finance,Unpaid,Any Company Size,25 to 34,connected to big companies,0
8707,VNM,Male,Finance,Unpaid,Any Company Size,25 to 34,connected to any,0
8708,VNM,Male,Finance,Unpaid,Any Company Size,18 to 24,connected to big companies,0
8709,VNM,Male,Finance,Unpaid,Any Company Size,18 to 24,connected to any,0
8710,VNM,Male,Finance,Unpaid,"10,001+ employees",Any Age Range,connected to big companies,0
8711,VNM,Male,Finance,Unpaid,"10,001+ employees",Any Age Range,connected to any,0
8712,VNM,Male,Finance,Unpaid,"10,001+ employees",55+,connected to big companies,0
8713,VNM,Male,Finance,Unpaid,"10,001+ employees",55+,connected to any,0
8714,VNM,Male,Finance,Unpaid,"10,001+ employees",35 to 54,connected to big companies,0
8715,VNM,Male,Finance,Unpaid,"10,001+ employees",35 to 54,connected to any,0
8716,VNM,Male,Finance,Unpaid,"10,001+ employees",25 to 34,connected to big companies,0
8717,VNM,Male,Finance,Unpaid,"10,001+ employees",25 to 34,connected to any,0
8718,VNM,Male,Finance,Unpaid,"10,001+ employees",18 to 24,connected to big companies,0
8719,VNM,Male,Finance,Unpaid,"10,001+ employees",18 to 24,connected to any,0
8720,VNM,Male,Finance,Unpaid,"5001-10,000 employees",Any Age Range,connected to big companies,0
8721,VNM,Male,Finance,Unpaid,"5001-10,000 employees",Any Age Range,connected to any,0
8722,VNM,Male,Finance,Unpaid,"5001-10,000 employees",55+,connected to big companies,0
8723,VNM,Male,Finance,Unpaid,"5001-10,000 employees",55+,connected to any,0
8724,VNM,Male,Finance,Unpaid,"5001-10,000 employees",35 to 54,connected to big companies,0
8725,VNM,Male,Finance,Unpaid,"5001-10,000 employees",35 to 54,connected to any,0
8726,VNM,Male,Finance,Unpaid,"5001-10,000 employees",25 to 34,connected to big companies,0
8727,VNM,Male,Finance,Unpaid,"5001-10,000 employees",25 to 34,connected to any,0
8728,VNM,Male,Finance,Unpaid,"5001-10,000 employees",18 to 24,connected to big companies,0
8729,VNM,Male,Finance,Unpaid,"5001-10,000 employees",18 to 24,connected to any,0
8730,VNM,Male,Finance,Unpaid,1001-5000 employees,Any Age Range,connected to big companies,0
8731,VNM,Male,Finance,Unpaid,1001-5000 employees,Any Age Range,connected to any,0
8732,VNM,Male,Finance,Unpaid,1001-5000 employees,55+,connected to big companies,0
8733,VNM,Male,Finance,Unpaid,1001-5000 employees,55+,connected to any,0
8734,VNM,Male,Finance,Unpaid,1001-5000 employees,35 to 54,connected to big companies,0
8735,VNM,Male,Finance,Unpaid,1001-5000 employees,35 to 54,connected to any,0
8736,VNM,Male,Finance,Unpaid,1001-5000 employees,25 to 34,connected to big companies,0
8737,VNM,Male,Finance,Unpaid,1001-5000 employees,25 to 34,connected to any,0
8738,VNM,Male,Finance,Unpaid,1001-5000 employees,18 to 24,connected to big companies,0
8739,VNM,Male,Finance,Unpaid,1001-5000 employees,18 to 24,connected to any,0
8740,VNM,Male,Finance,Unpaid,501-1000 employees,Any Age Range,connected to big companies,0
8741,VNM,Male,Finance,Unpaid,501-1000 employees,Any Age Range,connected to any,0
8742,VNM,Male,Finance,Unpaid,501-1000 employees,55+,connected to big companies,0
8743,VNM,Male,Finance,Unpaid,501-1000 employees,55+,connected to any,0
8744,VNM,Male,Finance,Unpaid,501-1000 employees,35 to 54,connected to big companies,0
8745,VNM,Male,Finance,Unpaid,501-1000 employees,35 to 54,connected to any,0
8746,VNM,Male,Finance,Unpaid,501-1000 employees,25 to 34,connected to big companies,0
8747,VNM,Male,Finance,Unpaid,501-1000 employees,25 to 34,connected to any,0
8748,VNM,Male,Finance,Unpaid,501-1000 employees,18 to 24,connected to big companies,0
8749,VNM,Male,Finance,Unpaid,501-1000 employees,18 to 24,connected to any,0
8750,VNM,Male,Finance,Unpaid,201-500 employees,Any Age Range,connected to big companies,0
8751,VNM,Male,Finance,Unpaid,201-500 employees,Any Age Range,connected to any,0
8752,VNM,Male,Finance,Unpaid,201-500 employees,55+,connected to big companies,0
8753,VNM,Male,Finance,Unpaid,201-500 employees,55+,connected to any,0
8754,VNM,Male,Finance,Unpaid,201-500 employees,35 to 54,connected to big companies,0
8755,VNM,Male,Finance,Unpaid,201-500 employees,35 to 54,connected to any,0
8756,VNM,Male,Finance,Unpaid,201-500 employees,25 to 34,connected to big companies,0
8757,VNM,Male,Finance,Unpaid,201-500 employees,25 to 34,connected to any,0
8758,VNM,Male,Finance,Unpaid,201-500 employees,18 to 24,connected to big companies,0
8759,VNM,Male,Finance,Unpaid,201-500 employees,18 to 24,connected to any,0
8760,VNM,Male,Finance,Unpaid,51-200 employees,Any Age Range,connected to big companies,0
8761,VNM,Male,Finance,Unpaid,51-200 employees,Any Age Range,connected to any,0
8762,VNM,Male,Finance,Unpaid,51-200 employees,55+,connected to big companies,0
8763,VNM,Male,Finance,Unpaid,51-200 employees,55+,connected to any,0
8764,VNM,Male,Finance,Unpaid,51-200 employees,35 to 54,connected to big companies,0
8765,VNM,Male,Finance,Unpaid,51-200 employees,35 to 54,connected to any,0
8766,VNM,Male,Finance,Unpaid,51-200 employees,25 to 34,connected to big companies,0
8767,VNM,Male,Finance,Unpaid,51-200 employees,25 to 34,connected to any,0
8768,VNM,Male,Finance,Unpaid,51-200 employees,18 to 24,connected to big companies,0
8769,VNM,Male,Finance,Unpaid,51-200 employees,18 to 24,connected to any,0
8770,VNM,Male,Finance,Unpaid,11-50 employees,Any Age Range,connected to big companies,0
8771,VNM,Male,Finance,Unpaid,11-50 employees,Any Age Range,connected to any,0
8772,VNM,Male,Finance,Unpaid,11-50 employees,55+,connected to big companies,0
8773,VNM,Male,Finance,Unpaid,11-50 employees,55+,connected to any,0
8774,VNM,Male,Finance,Unpaid,11-50 employees,35 to 54,connected to big companies,0
8775,VNM,Male,Finance,Unpaid,11-50 employees,35 to 54,connected to any,0
8776,VNM,Male,Finance,Unpaid,11-50 employees,25 to 34,connected to big companies,0
8777,VNM,Male,Finance,Unpaid,11-50 employees,25 to 34,connected to any,0
8778,VNM,Male,Finance,Unpaid,11-50 employees,18 to 24,connected to big companies,0
8779,VNM,Male,Finance,Unpaid,11-50 employees,18 to 24,connected to any,0
8780,VNM,Male,Finance,Unpaid,2-10 employees,Any Age Range,connected to big companies,0
8781,VNM,Male,Finance,Unpaid,2-10 employees,Any Age Range,connected to any,0
8782,VNM,Male,Finance,Unpaid,2-10 employees,55+,connected to big companies,0
8783,VNM,Male,Finance,Unpaid,2-10 employees,55+,connected to any,0
8784,VNM,Male,Finance,Unpaid,2-10 employees,35 to 54,connected to big companies,0
8785,VNM,Male,Finance,Unpaid,2-10 employees,35 to 54,connected to any,0
8786,VNM,Male,Finance,Unpaid,2-10 employees,25 to 34,connected to big companies,0
8787,VNM,Male,Finance,Unpaid,2-10 employees,25 to 34,connected to any,0
8788,VNM,Male,Finance,Unpaid,2-10 employees,18 to 24,connected to big companies,0
8789,VNM,Male,Finance,Unpaid,2-10 employees,18 to 24,connected to any,0
8790,VNM,Male,Finance,Unpaid,Myself Only,Any Age Range,connected to big companies,0
8791,VNM,Male,Finance,Unpaid,Myself Only,Any Age Range,connected to any,0
8792,VNM,Male,Finance,Unpaid,Myself Only,55+,connected to big companies,0
8793,VNM,Male,Finance,Unpaid,Myself Only,55+,connected to any,0
8794,VNM,Male,Finance,Unpaid,Myself Only,35 to 54,connected to big companies,0
8795,VNM,Male,Finance,Unpaid,Myself Only,35 to 54,connected to any,0
8796,VNM,Male,Finance,Unpaid,Myself Only,25 to 34,connected to big companies,0
8797,VNM,Male,Finance,Unpaid,Myself Only,25 to 34,connected to any,0
8798,VNM,Male,Finance,Unpaid,Myself Only,18 to 24,connected to big companies,0
8799,VNM,Male,Finance,Unpaid,Myself Only,18 to 24,connected to any,0
8800,VNM,Female,Finance,Any Job Seniority,Any Company Size,Any Age Range,connected to big companies,900
8801,VNM,Female,Finance,Any Job Seniority,Any Company Size,Any Age Range,connected to any,53000
8802,VNM,Female,Finance,Any Job Seniority,Any Company Size,55+,connected to big companies,0
8803,VNM,Female,Finance,Any Job Seniority,Any Company Size,55+,connected to any,0
8804,VNM,Female,Finance,Any Job Seniority,Any Company Size,35 to 54,connected to big companies,360
8805,VNM,Female,Finance,Any Job Seniority,Any Company Size,35 to 54,connected to any,7100
8806,VNM,Female,Finance,Any Job Seniority,Any Company Size,25 to 34,connected to big companies,480
8807,VNM,Female,Finance,Any Job Seniority,Any Company Size,25 to 34,connected to any,36000
8808,VNM,Female,Finance,Any Job Seniority,Any Company Size,18 to 24,connected to big companies,0
8809,VNM,Female,Finance,Any Job Seniority,Any Company Size,18 to 24,connected to any,9800
8810,VNM,Female,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,connected to big companies,0
8811,VNM,Female,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,connected to any,15000
8812,VNM,Female,Finance,Any Job Seniority,"10,001+ employees",55+,connected to big companies,0
8813,VNM,Female,Finance,Any Job Seniority,"10,001+ employees",55+,connected to any,0
8814,VNM,Female,Finance,Any Job Seniority,"10,001+ employees",35 to 54,connected to big companies,0
8815,VNM,Female,Finance,Any Job Seniority,"10,001+ employees",35 to 54,connected to any,2200
8816,VNM,Female,Finance,Any Job Seniority,"10,001+ employees",25 to 34,connected to big companies,0
8817,VNM,Female,Finance,Any Job Seniority,"10,001+ employees",25 to 34,connected to any,9600
8818,VNM,Female,Finance,Any Job Seniority,"10,001+ employees",18 to 24,connected to big companies,0
8819,VNM,Female,Finance,Any Job Seniority,"10,001+ employees",18 to 24,connected to any,2800
8820,VNM,Female,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,connected to big companies,0
8821,VNM,Female,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,connected to any,3100
8822,VNM,Female,Finance,Any Job Seniority,"5001-10,000 employees",55+,connected to big companies,0
8823,VNM,Female,Finance,Any Job Seniority,"5001-10,000 employees",55+,connected to any,0
8824,VNM,Female,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,connected to big companies,0
8825,VNM,Female,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,connected to any,490
8826,VNM,Female,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,connected to big companies,0
8827,VNM,Female,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,connected to any,2100
8828,VNM,Female,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,connected to big companies,0
8829,VNM,Female,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,connected to any,490
8830,VNM,Female,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,connected to big companies,0
8831,VNM,Female,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,connected to any,5900
8832,VNM,Female,Finance,Any Job Seniority,1001-5000 employees,55+,connected to big companies,0
8833,VNM,Female,Finance,Any Job Seniority,1001-5000 employees,55+,connected to any,0
8834,VNM,Female,Finance,Any Job Seniority,1001-5000 employees,35 to 54,connected to big companies,0
8835,VNM,Female,Finance,Any Job Seniority,1001-5000 employees,35 to 54,connected to any,890
8836,VNM,Female,Finance,Any Job Seniority,1001-5000 employees,25 to 34,connected to big companies,0
8837,VNM,Female,Finance,Any Job Seniority,1001-5000 employees,25 to 34,connected to any,4000
8838,VNM,Female,Finance,Any Job Seniority,1001-5000 employees,18 to 24,connected to big companies,0
8839,VNM,Female,Finance,Any Job Seniority,1001-5000 employees,18 to 24,connected to any,1000
8840,VNM,Female,Finance,Any Job Seniority,501-1000 employees,Any Age Range,connected to big companies,0
8841,VNM,Female,Finance,Any Job Seniority,501-1000 employees,Any Age Range,connected to any,2200
8842,VNM,Female,Finance,Any Job Seniority,501-1000 employees,55+,connected to big companies,0
8843,VNM,Female,Finance,Any Job Seniority,501-1000 employees,55+,connected to any,0
8844,VNM,Female,Finance,Any Job Seniority,501-1000 employees,35 to 54,connected to big companies,0
8845,VNM,Female,Finance,Any Job Seniority,501-1000 employees,35 to 54,connected to any,330
8846,VNM,Female,Finance,Any Job Seniority,501-1000 employees,25 to 34,connected to big companies,0
8847,VNM,Female,Finance,Any Job Seniority,501-1000 employees,25 to 34,connected to any,1500
8848,VNM,Female,Finance,Any Job Seniority,501-1000 employees,18 to 24,connected to big companies,0
8849,VNM,Female,Finance,Any Job Seniority,501-1000 employees,18 to 24,connected to any,380
8850,VNM,Female,Finance,Any Job Seniority,201-500 employees,Any Age Range,connected to big companies,0
8851,VNM,Female,Finance,Any Job Seniority,201-500 employees,Any Age Range,connected to any,1700
8852,VNM,Female,Finance,Any Job Seniority,201-500 employees,55+,connected to big companies,0
8853,VNM,Female,Finance,Any Job Seniority,201-500 employees,55+,connected to any,0
8854,VNM,Female,Finance,Any Job Seniority,201-500 employees,35 to 54,connected to big companies,0
8855,VNM,Female,Finance,Any Job Seniority,201-500 employees,35 to 54,connected to any,0
8856,VNM,Female,Finance,Any Job Seniority,201-500 employees,25 to 34,connected to big companies,0
8857,VNM,Female,Finance,Any Job Seniority,201-500 employees,25 to 34,connected to any,1100
8858,VNM,Female,Finance,Any Job Seniority,201-500 employees,18 to 24,connected to big companies,0
8859,VNM,Female,Finance,Any Job Seniority,201-500 employees,18 to 24,connected to any,330
8860,VNM,Female,Finance,Any Job Seniority,51-200 employees,Any Age Range,connected to big companies,0
8861,VNM,Female,Finance,Any Job Seniority,51-200 employees,Any Age Range,connected to any,3100
8862,VNM,Female,Finance,Any Job Seniority,51-200 employees,55+,connected to big companies,0
8863,VNM,Female,Finance,Any Job Seniority,51-200 employees,55+,connected to any,0
8864,VNM,Female,Finance,Any Job Seniority,51-200 employees,35 to 54,connected to big companies,0
8865,VNM,Female,Finance,Any Job Seniority,51-200 employees,35 to 54,connected to any,550
8866,VNM,Female,Finance,Any Job Seniority,51-200 employees,25 to 34,connected to big companies,0
8867,VNM,Female,Finance,Any Job Seniority,51-200 employees,25 to 34,connected to any,2000
8868,VNM,Female,Finance,Any Job Seniority,51-200 employees,18 to 24,connected to big companies,0
8869,VNM,Female,Finance,Any Job Seniority,51-200 employees,18 to 24,connected to any,480
8870,VNM,Female,Finance,Any Job Seniority,11-50 employees,Any Age Range,connected to big companies,0
8871,VNM,Female,Finance,Any Job Seniority,11-50 employees,Any Age Range,connected to any,2500
8872,VNM,Female,Finance,Any Job Seniority,11-50 employees,55+,connected to big companies,0
8873,VNM,Female,Finance,Any Job Seniority,11-50 employees,55+,connected to any,0
8874,VNM,Female,Finance,Any Job Seniority,11-50 employees,35 to 54,connected to big companies,0
8875,VNM,Female,Finance,Any Job Seniority,11-50 employees,35 to 54,connected to any,370
8876,VNM,Female,Finance,Any Job Seniority,11-50 employees,25 to 34,connected to big companies,0
8877,VNM,Female,Finance,Any Job Seniority,11-50 employees,25 to 34,connected to any,1600
8878,VNM,Female,Finance,Any Job Seniority,11-50 employees,18 to 24,connected to big companies,0
8879,VNM,Female,Finance,Any Job Seniority,11-50 employees,18 to 24,connected to any,470
8880,VNM,Female,Finance,Any Job Seniority,2-10 employees,Any Age Range,connected to big companies,0
8881,VNM,Female,Finance,Any Job Seniority,2-10 employees,Any Age Range,connected to any,1500
8882,VNM,Female,Finance,Any Job Seniority,2-10 employees,55+,connected to big companies,0
8883,VNM,Female,Finance,Any Job Seniority,2-10 employees,55+,connected to any,0
8884,VNM,Female,Finance,Any Job Seniority,2-10 employees,35 to 54,connected to big companies,0
8885,VNM,Female,Finance,Any Job Seniority,2-10 employees,35 to 54,connected to any,0
8886,VNM,Female,Finance,Any Job Seniority,2-10 employees,25 to 34,connected to big companies,0
8887,VNM,Female,Finance,Any Job Seniority,2-10 employees,25 to 34,connected to any,1000
8888,VNM,Female,Finance,Any Job Seniority,2-10 employees,18 to 24,connected to big companies,0
8889,VNM,Female,Finance,Any Job Seniority,2-10 employees,18 to 24,connected to any,0
8890,VNM,Female,Finance,Any Job Seniority,Myself Only,Any Age Range,connected to big companies,0
8891,VNM,Female,Finance,Any Job Seniority,Myself Only,Any Age Range,connected to any,0
8892,VNM,Female,Finance,Any Job Seniority,Myself Only,55+,connected to big companies,0
8893,VNM,Female,Finance,Any Job Seniority,Myself Only,55+,connected to any,0
8894,VNM,Female,Finance,Any Job Seniority,Myself Only,35 to 54,connected to big companies,0
