Country,Gender,Sector,Job Seniority,Company Size,Age Ranges,Connectivity Status,Count
VNM,Male,Finance,Any Job Seniority,Myself Only,35 to 54,connected to any,0
VNM,Male,Finance,Any Job Seniority,Myself Only,25 to 34,connected to big companies,0
VNM,Male,Finance,Any Job Seniority,Myself Only,25 to 34,connected to any,0
VNM,Male,Finance,Any Job Seniority,Myself Only,18 to 24,connected to big companies,0
VNM,Male,Finance,Any Job Seniority,Myself Only,18 to 24,connected to any,0
VNM,Male,Finance,Owner,Any Company Size,Any Age Range,connected to big companies,0
VNM,Male,Finance,Owner,Any Company Size,Any Age Range,connected to any,1300
VNM,Male,Finance,Owner,Any Company Size,55+,connected to big companies,0
VNM,Male,Finance,Owner,Any Company Size,55+,connected to any,0
VNM,Male,Finance,Owner,Any Company Size,35 to 54,connected to big companies,0
VNM,Male,Finance,Owner,Any Company Size,35 to 54,connected to any,340
VNM,Male,Finance,Owner,Any Company Size,25 to 34,connected to big companies,0
VNM,Male,Finance,Owner,Any Company Size,25 to 34,connected to any,710
VNM,Male,Finance,Owner,Any Company Size,18 to 24,connected to big companies,0
VNM,Male,Finance,Owner,Any Company Size,18 to 24,connected to any,0
VNM,Male,Finance,Owner,"10,001+ employees",Any Age Range,connected to big companies,0
VNM,Male,Finance,Owner,"10,001+ employees",Any Age Range,connected to any,0
VNM,Male,Finance,Owner,"10,001+ employees",55+,connected to big companies,0
VNM,Male,Finance,Owner,"10,001+ employees",55+,connected to any,0
VNM,Male,Finance,Owner,"10,001+ employees",35 to 54,connected to big companies,0
VNM,Male,Finance,Owner,"10,001+ employees",35 to 54,connected to any,0
VNM,Male,Finance,Owner,"10,001+ employees",25 to 34,connected to big companies,0
VNM,Male,Finance,Owner,"10,001+ employees",25 to 34,connected to any,0
VNM,Male,Finance,Owner,"10,001+ employees",18 to 24,connected to big companies,0
VNM,Male,Finance,Owner,"10,001+ employees",18 to 24,connected to any,0
VNM,Male,Finance,Owner,"5001-10,000 employees",Any Age Range,connected to big companies,0
VNM,Male,Finance,Owner,"5001-10,000 employees",Any Age Range,connected to any,0
VNM,Male,Finance,Owner,"5001-10,000 employees",55+,connected to big companies,0
VNM,Male,Finance,Owner,"5001-10,000 employees",55+,connected to any,0
VNM,Male,Finance,Owner,"5001-10,000 employees",35 to 54,connected to big companies,0
VNM,Male,Finance,Owner,"5001-10,000 employees",35 to 54,connected to any,0
VNM,Male,Finance,Owner,"5001-10,000 employees",25 to 34,connected to big companies,0
VNM,Male,Finance,Owner,"5001-10,000 employees",25 to 34,connected to any,0
VNM,Male,Finance,Owner,"5001-10,000 employees",18 to 24,connected to big companies,0
VNM,Male,Finance,Owner,"5001-10,000 employees",18 to 24,connected to any,0
VNM,Male,Finance,Owner,1001-5000 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Owner,1001-5000 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Owner,1001-5000 employees,55+,connected to big companies,0
VNM,Male,Finance,Owner,1001-5000 employees,55+,connected to any,0
VNM,Male,Finance,Owner,1001-5000 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Owner,1001-5000 employees,35 to 54,connected to any,0
VNM,Male,Finance,Owner,1001-5000 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Owner,1001-5000 employees,25 to 34,connected to any,0
VNM,Male,Finance,Owner,1001-5000 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Owner,1001-5000 employees,18 to 24,connected to any,0
VNM,Male,Finance,Owner,501-1000 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Owner,501-1000 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Owner,501-1000 employees,55+,connected to big companies,0
VNM,Male,Finance,Owner,501-1000 employees,55+,connected to any,0
VNM,Male,Finance,Owner,501-1000 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Owner,501-1000 employees,35 to 54,connected to any,0
VNM,Male,Finance,Owner,501-1000 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Owner,501-1000 employees,25 to 34,connected to any,0
VNM,Male,Finance,Owner,501-1000 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Owner,501-1000 employees,18 to 24,connected to any,0
VNM,Male,Finance,Owner,201-500 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Owner,201-500 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Owner,201-500 employees,55+,connected to big companies,0
VNM,Male,Finance,Owner,201-500 employees,55+,connected to any,0
VNM,Male,Finance,Owner,201-500 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Owner,201-500 employees,35 to 54,connected to any,0
VNM,Male,Finance,Owner,201-500 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Owner,201-500 employees,25 to 34,connected to any,0
VNM,Male,Finance,Owner,201-500 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Owner,201-500 employees,18 to 24,connected to any,0
VNM,Male,Finance,Owner,51-200 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Owner,51-200 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Owner,51-200 employees,55+,connected to big companies,0
VNM,Male,Finance,Owner,51-200 employees,55+,connected to any,0
VNM,Male,Finance,Owner,51-200 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Owner,51-200 employees,35 to 54,connected to any,0
VNM,Male,Finance,Owner,51-200 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Owner,51-200 employees,25 to 34,connected to any,0
VNM,Male,Finance,Owner,51-200 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Owner,51-200 employees,18 to 24,connected to any,0
VNM,Male,Finance,Owner,11-50 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Owner,11-50 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Owner,11-50 employees,55+,connected to big companies,0
VNM,Male,Finance,Owner,11-50 employees,55+,connected to any,0
VNM,Male,Finance,Owner,11-50 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Owner,11-50 employees,35 to 54,connected to any,0
VNM,Male,Finance,Owner,11-50 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Owner,11-50 employees,25 to 34,connected to any,0
VNM,Male,Finance,Owner,11-50 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Owner,11-50 employees,18 to 24,connected to any,0
VNM,Male,Finance,Owner,2-10 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Owner,2-10 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Owner,2-10 employees,55+,connected to big companies,0
VNM,Male,Finance,Owner,2-10 employees,55+,connected to any,0
VNM,Male,Finance,Owner,2-10 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Owner,2-10 employees,35 to 54,connected to any,0
VNM,Male,Finance,Owner,2-10 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Owner,2-10 employees,25 to 34,connected to any,0
VNM,Male,Finance,Owner,2-10 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Owner,2-10 employees,18 to 24,connected to any,0
VNM,Male,Finance,Owner,Myself Only,Any Age Range,connected to big companies,0
VNM,Male,Finance,Owner,Myself Only,Any Age Range,connected to any,0
VNM,Male,Finance,Owner,Myself Only,55+,connected to big companies,0
VNM,Male,Finance,Owner,Myself Only,55+,connected to any,0
VNM,Male,Finance,Owner,Myself Only,35 to 54,connected to big companies,0
VNM,Male,Finance,Owner,Myself Only,35 to 54,connected to any,0
VNM,Male,Finance,Owner,Myself Only,25 to 34,connected to big companies,0
VNM,Male,Finance,Owner,Myself Only,25 to 34,connected to any,0
VNM,Male,Finance,Owner,Myself Only,18 to 24,connected to big companies,0
VNM,Male,Finance,Owner,Myself Only,18 to 24,connected to any,0
VNM,Male,Finance,Partner,Any Company Size,Any Age Range,connected to big companies,0
VNM,Male,Finance,Partner,Any Company Size,Any Age Range,connected to any,430
VNM,Male,Finance,Partner,Any Company Size,55+,connected to big companies,0
VNM,Male,Finance,Partner,Any Company Size,55+,connected to any,0
VNM,Male,Finance,Partner,Any Company Size,35 to 54,connected to big companies,0
VNM,Male,Finance,Partner,Any Company Size,35 to 54,connected to any,0
VNM,Male,Finance,Partner,Any Company Size,25 to 34,connected to big companies,0
VNM,Male,Finance,Partner,Any Company Size,25 to 34,connected to any,0
VNM,Male,Finance,Partner,Any Company Size,18 to 24,connected to big companies,0
VNM,Male,Finance,Partner,Any Company Size,18 to 24,connected to any,0
VNM,Male,Finance,Partner,"10,001+ employees",Any Age Range,connected to big companies,0
VNM,Male,Finance,Partner,"10,001+ employees",Any Age Range,connected to any,0
VNM,Male,Finance,Partner,"10,001+ employees",55+,connected to big companies,0
VNM,Male,Finance,Partner,"10,001+ employees",55+,connected to any,0
VNM,Male,Finance,Partner,"10,001+ employees",35 to 54,connected to big companies,0
VNM,Male,Finance,Partner,"10,001+ employees",35 to 54,connected to any,0
VNM,Male,Finance,Partner,"10,001+ employees",25 to 34,connected to big companies,0
VNM,Male,Finance,Partner,"10,001+ employees",25 to 34,connected to any,0
VNM,Male,Finance,Partner,"10,001+ employees",18 to 24,connected to big companies,0
VNM,Male,Finance,Partner,"10,001+ employees",18 to 24,connected to any,0
VNM,Male,Finance,Partner,"5001-10,000 employees",Any Age Range,connected to big companies,0
VNM,Male,Finance,Partner,"5001-10,000 employees",Any Age Range,connected to any,0
VNM,Male,Finance,Partner,"5001-10,000 employees",55+,connected to big companies,0
VNM,Male,Finance,Partner,"5001-10,000 employees",55+,connected to any,0
VNM,Male,Finance,Partner,"5001-10,000 employees",35 to 54,connected to big companies,0
VNM,Male,Finance,Partner,"5001-10,000 employees",35 to 54,connected to any,0
VNM,Male,Finance,Partner,"5001-10,000 employees",25 to 34,connected to big companies,0
VNM,Male,Finance,Partner,"5001-10,000 employees",25 to 34,connected to any,0
VNM,Male,Finance,Partner,"5001-10,000 employees",18 to 24,connected to big companies,0
VNM,Male,Finance,Partner,"5001-10,000 employees",18 to 24,connected to any,0
VNM,Male,Finance,Partner,1001-5000 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Partner,1001-5000 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Partner,1001-5000 employees,55+,connected to big companies,0
VNM,Male,Finance,Partner,1001-5000 employees,55+,connected to any,0
VNM,Male,Finance,Partner,1001-5000 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Partner,1001-5000 employees,35 to 54,connected to any,0
VNM,Male,Finance,Partner,1001-5000 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Partner,1001-5000 employees,25 to 34,connected to any,0
VNM,Male,Finance,Partner,1001-5000 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Partner,1001-5000 employees,18 to 24,connected to any,0
VNM,Male,Finance,Partner,501-1000 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Partner,501-1000 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Partner,501-1000 employees,55+,connected to big companies,0
VNM,Male,Finance,Partner,501-1000 employees,55+,connected to any,0
VNM,Male,Finance,Partner,501-1000 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Partner,501-1000 employees,35 to 54,connected to any,0
VNM,Male,Finance,Partner,501-1000 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Partner,501-1000 employees,25 to 34,connected to any,0
VNM,Male,Finance,Partner,501-1000 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Partner,501-1000 employees,18 to 24,connected to any,0
VNM,Male,Finance,Partner,201-500 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Partner,201-500 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Partner,201-500 employees,55+,connected to big companies,0
VNM,Male,Finance,Partner,201-500 employees,55+,connected to any,0
VNM,Male,Finance,Partner,201-500 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Partner,201-500 employees,35 to 54,connected to any,0
VNM,Male,Finance,Partner,201-500 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Partner,201-500 employees,25 to 34,connected to any,0
VNM,Male,Finance,Partner,201-500 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Partner,201-500 employees,18 to 24,connected to any,0
VNM,Male,Finance,Partner,51-200 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Partner,51-200 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Partner,51-200 employees,55+,connected to big companies,0
VNM,Male,Finance,Partner,51-200 employees,55+,connected to any,0
VNM,Male,Finance,Partner,51-200 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Partner,51-200 employees,35 to 54,connected to any,0
VNM,Male,Finance,Partner,51-200 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Partner,51-200 employees,25 to 34,connected to any,0
VNM,Male,Finance,Partner,51-200 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Partner,51-200 employees,18 to 24,connected to any,0
VNM,Male,Finance,Partner,11-50 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Partner,11-50 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Partner,11-50 employees,55+,connected to big companies,0
VNM,Male,Finance,Partner,11-50 employees,55+,connected to any,0
VNM,Male,Finance,Partner,11-50 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Partner,11-50 employees,35 to 54,connected to any,0
VNM,Male,Finance,Partner,11-50 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Partner,11-50 employees,25 to 34,connected to any,0
VNM,Male,Finance,Partner,11-50 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Partner,11-50 employees,18 to 24,connected to any,0
VNM,Male,Finance,Partner,2-10 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,Partner,2-10 employees,Any Age Range,connected to any,0
VNM,Male,Finance,Partner,2-10 employees,55+,connected to big companies,0
VNM,Male,Finance,Partner,2-10 employees,55+,connected to any,0
VNM,Male,Finance,Partner,2-10 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,Partner,2-10 employees,35 to 54,connected to any,0
VNM,Male,Finance,Partner,2-10 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,Partner,2-10 employees,25 to 34,connected to any,0
VNM,Male,Finance,Partner,2-10 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,Partner,2-10 employees,18 to 24,connected to any,0
VNM,Male,Finance,Partner,Myself Only,Any Age Range,connected to big companies,0
VNM,Male,Finance,Partner,Myself Only,Any Age Range,connected to any,0
VNM,Male,Finance,Partner,Myself Only,55+,connected to big companies,0
VNM,Male,Finance,Partner,Myself Only,55+,connected to any,0
VNM,Male,Finance,Partner,Myself Only,35 to 54,connected to big companies,0
VNM,Male,Finance,Partner,Myself Only,35 to 54,connected to any,0
VNM,Male,Finance,Partner,Myself Only,25 to 34,connected to big companies,0
VNM,Male,Finance,Partner,Myself Only,25 to 34,connected to any,0
VNM,Male,Finance,Partner,Myself Only,18 to 24,connected to big companies,0
VNM,Male,Finance,Partner,Myself Only,18 to 24,connected to any,0
VNM,Male,Finance,CXO,Any Company Size,Any Age Range,connected to big companies,0
VNM,Male,Finance,CXO,Any Company Size,Any Age Range,connected to any,1400
VNM,Male,Finance,CXO,Any Company Size,55+,connected to big companies,0
VNM,Male,Finance,CXO,Any Company Size,55+,connected to any,0
VNM,Male,Finance,CXO,Any Company Size,35 to 54,connected to big companies,0
VNM,Male,Finance,CXO,Any Company Size,35 to 54,connected to any,600
VNM,Male,Finance,CXO,Any Company Size,25 to 34,connected to big companies,0
VNM,Male,Finance,CXO,Any Company Size,25 to 34,connected to any,640
VNM,Male,Finance,CXO,Any Company Size,18 to 24,connected to big companies,0
VNM,Male,Finance,CXO,Any Company Size,18 to 24,connected to any,0
VNM,Male,Finance,CXO,"10,001+ employees",Any Age Range,connected to big companies,0
VNM,Male,Finance,CXO,"10,001+ employees",Any Age Range,connected to any,0
VNM,Male,Finance,CXO,"10,001+ employees",55+,connected to big companies,0
VNM,Male,Finance,CXO,"10,001+ employees",55+,connected to any,0
VNM,Male,Finance,CXO,"10,001+ employees",35 to 54,connected to big companies,0
VNM,Male,Finance,CXO,"10,001+ employees",35 to 54,connected to any,0
VNM,Male,Finance,CXO,"10,001+ employees",25 to 34,connected to big companies,0
VNM,Male,Finance,CXO,"10,001+ employees",25 to 34,connected to any,0
VNM,Male,Finance,CXO,"10,001+ employees",18 to 24,connected to big companies,0
VNM,Male,Finance,CXO,"10,001+ employees",18 to 24,connected to any,0
VNM,Male,Finance,CXO,"5001-10,000 employees",Any Age Range,connected to big companies,0
VNM,Male,Finance,CXO,"5001-10,000 employees",Any Age Range,connected to any,0
VNM,Male,Finance,CXO,"5001-10,000 employees",55+,connected to big companies,0
VNM,Male,Finance,CXO,"5001-10,000 employees",55+,connected to any,0
VNM,Male,Finance,CXO,"5001-10,000 employees",35 to 54,connected to big companies,0
VNM,Male,Finance,CXO,"5001-10,000 employees",35 to 54,connected to any,0
VNM,Male,Finance,CXO,"5001-10,000 employees",25 to 34,connected to big companies,0
VNM,Male,Finance,CXO,"5001-10,000 employees",25 to 34,connected to any,0
VNM,Male,Finance,CXO,"5001-10,000 employees",18 to 24,connected to big companies,0
VNM,Male,Finance,CXO,"5001-10,000 employees",18 to 24,connected to any,0
VNM,Male,Finance,CXO,1001-5000 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,CXO,1001-5000 employees,Any Age Range,connected to any,0
VNM,Male,Finance,CXO,1001-5000 employees,55+,connected to big companies,0
VNM,Male,Finance,CXO,1001-5000 employees,55+,connected to any,0
VNM,Male,Finance,CXO,1001-5000 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,CXO,1001-5000 employees,35 to 54,connected to any,0
VNM,Male,Finance,CXO,1001-5000 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,CXO,1001-5000 employees,25 to 34,connected to any,0
VNM,Male,Finance,CXO,1001-5000 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,CXO,1001-5000 employees,18 to 24,connected to any,0
VNM,Male,Finance,CXO,501-1000 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,CXO,501-1000 employees,Any Age Range,connected to any,0
VNM,Male,Finance,CXO,501-1000 employees,55+,connected to big companies,0
VNM,Male,Finance,CXO,501-1000 employees,55+,connected to any,0
VNM,Male,Finance,CXO,501-1000 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,CXO,501-1000 employees,35 to 54,connected to any,0
VNM,Male,Finance,CXO,501-1000 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,CXO,501-1000 employees,25 to 34,connected to any,0
VNM,Male,Finance,CXO,501-1000 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,CXO,501-1000 employees,18 to 24,connected to any,0
VNM,Male,Finance,CXO,201-500 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,CXO,201-500 employees,Any Age Range,connected to any,0
VNM,Male,Finance,CXO,201-500 employees,55+,connected to big companies,0
VNM,Male,Finance,CXO,201-500 employees,55+,connected to any,0
VNM,Male,Finance,CXO,201-500 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,CXO,201-500 employees,35 to 54,connected to any,0
VNM,Male,Finance,CXO,201-500 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,CXO,201-500 employees,25 to 34,connected to any,0
VNM,Male,Finance,CXO,201-500 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,CXO,201-500 employees,18 to 24,connected to any,0
VNM,Male,Finance,CXO,51-200 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,CXO,51-200 employees,Any Age Range,connected to any,0
VNM,Male,Finance,CXO,51-200 employees,55+,connected to big companies,0
VNM,Male,Finance,CXO,51-200 employees,55+,connected to any,0
VNM,Male,Finance,CXO,51-200 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,CXO,51-200 employees,35 to 54,connected to any,0
VNM,Male,Finance,CXO,51-200 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,CXO,51-200 employees,25 to 34,connected to any,0
VNM,Male,Finance,CXO,51-200 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,CXO,51-200 employees,18 to 24,connected to any,0
VNM,Male,Finance,CXO,11-50 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,CXO,11-50 employees,Any Age Range,connected to any,0
VNM,Male,Finance,CXO,11-50 employees,55+,connected to big companies,0
VNM,Male,Finance,CXO,11-50 employees,55+,connected to any,0
VNM,Male,Finance,CXO,11-50 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,CXO,11-50 employees,35 to 54,connected to any,0
VNM,Male,Finance,CXO,11-50 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,CXO,11-50 employees,25 to 34,connected to any,0
VNM,Male,Finance,CXO,11-50 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,CXO,11-50 employees,18 to 24,connected to any,0
VNM,Male,Finance,CXO,2-10 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,CXO,2-10 employees,Any Age Range,connected to any,0
VNM,Male,Finance,CXO,2-10 employees,55+,connected to big companies,0
VNM,Male,Finance,CXO,2-10 employees,55+,connected to any,0
VNM,Male,Finance,CXO,2-10 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,CXO,2-10 employees,35 to 54,connected to any,0
VNM,Male,Finance,CXO,2-10 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,CXO,2-10 employees,25 to 34,connected to any,0
VNM,Male,Finance,CXO,2-10 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,CXO,2-10 employees,18 to 24,connected to any,0
VNM,Male,Finance,CXO,Myself Only,Any Age Range,connected to big companies,0
VNM,Male,Finance,CXO,Myself Only,Any Age Range,connected to any,0
VNM,Male,Finance,CXO,Myself Only,55+,connected to big companies,0
VNM,Male,Finance,CXO,Myself Only,55+,connected to any,0
VNM,Male,Finance,CXO,Myself Only,35 to 54,connected to big companies,0
VNM,Male,Finance,CXO,Myself Only,35 to 54,connected to any,0
VNM,Male,Finance,CXO,Myself Only,25 to 34,connected to big companies,0
VNM,Male,Finance,CXO,Myself Only,25 to 34,connected to any,0
VNM,Male,Finance,CXO,Myself Only,18 to 24,connected to big companies,0
VNM,Male,Finance,CXO,Myself Only,18 to 24,connected to any,0
VNM,Male,Finance,VP,Any Company Size,Any Age Range,connected to big companies,0
VNM,Male,Finance,VP,Any Company Size,Any Age Range,connected to any,830
VNM,Male,Finance,VP,Any Company Size,55+,connected to big companies,0
VNM,Male,Finance,VP,Any Company Size,55+,connected to any,0
VNM,Male,Finance,VP,Any Company Size,35 to 54,connected to big companies,0
VNM,Male,Finance,VP,Any Company Size,35 to 54,connected to any,330
VNM,Male,Finance,VP,Any Company Size,25 to 34,connected to big companies,0
VNM,Male,Finance,VP,Any Company Size,25 to 34,connected to any,390
VNM,Male,Finance,VP,Any Company Size,18 to 24,connected to big companies,0
VNM,Male,Finance,VP,Any Company Size,18 to 24,connected to any,0
VNM,Male,Finance,VP,"10,001+ employees",Any Age Range,connected to big companies,0
VNM,Male,Finance,VP,"10,001+ employees",Any Age Range,connected to any,0
VNM,Male,Finance,VP,"10,001+ employees",55+,connected to big companies,0
VNM,Male,Finance,VP,"10,001+ employees",55+,connected to any,0
VNM,Male,Finance,VP,"10,001+ employees",35 to 54,connected to big companies,0
VNM,Male,Finance,VP,"10,001+ employees",35 to 54,connected to any,0
VNM,Male,Finance,VP,"10,001+ employees",25 to 34,connected to big companies,0
VNM,Male,Finance,VP,"10,001+ employees",25 to 34,connected to any,0
VNM,Male,Finance,VP,"10,001+ employees",18 to 24,connected to big companies,0
VNM,Male,Finance,VP,"10,001+ employees",18 to 24,connected to any,0
VNM,Male,Finance,VP,"5001-10,000 employees",Any Age Range,connected to big companies,0
VNM,Male,Finance,VP,"5001-10,000 employees",Any Age Range,connected to any,0
VNM,Male,Finance,VP,"5001-10,000 employees",55+,connected to big companies,0
VNM,Male,Finance,VP,"5001-10,000 employees",55+,connected to any,0
VNM,Male,Finance,VP,"5001-10,000 employees",35 to 54,connected to big companies,0
VNM,Male,Finance,VP,"5001-10,000 employees",35 to 54,connected to any,0
VNM,Male,Finance,VP,"5001-10,000 employees",25 to 34,connected to big companies,0
VNM,Male,Finance,VP,"5001-10,000 employees",25 to 34,connected to any,0
VNM,Male,Finance,VP,"5001-10,000 employees",18 to 24,connected to big companies,0
VNM,Male,Finance,VP,"5001-10,000 employees",18 to 24,connected to any,0
VNM,Male,Finance,VP,1001-5000 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,VP,1001-5000 employees,Any Age Range,connected to any,0
VNM,Male,Finance,VP,1001-5000 employees,55+,connected to big companies,0
VNM,Male,Finance,VP,1001-5000 employees,55+,connected to any,0
VNM,Male,Finance,VP,1001-5000 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,VP,1001-5000 employees,35 to 54,connected to any,0
VNM,Male,Finance,VP,1001-5000 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,VP,1001-5000 employees,25 to 34,connected to any,0
VNM,Male,Finance,VP,1001-5000 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,VP,1001-5000 employees,18 to 24,connected to any,0
VNM,Male,Finance,VP,501-1000 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,VP,501-1000 employees,Any Age Range,connected to any,0
VNM,Male,Finance,VP,501-1000 employees,55+,connected to big companies,0
VNM,Male,Finance,VP,501-1000 employees,55+,connected to any,0
VNM,Male,Finance,VP,501-1000 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,VP,501-1000 employees,35 to 54,connected to any,0
VNM,Male,Finance,VP,501-1000 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,VP,501-1000 employees,25 to 34,connected to any,0
VNM,Male,Finance,VP,501-1000 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,VP,501-1000 employees,18 to 24,connected to any,0
VNM,Male,Finance,VP,201-500 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,VP,201-500 employees,Any Age Range,connected to any,0
VNM,Male,Finance,VP,201-500 employees,55+,connected to big companies,0
VNM,Male,Finance,VP,201-500 employees,55+,connected to any,0
VNM,Male,Finance,VP,201-500 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,VP,201-500 employees,35 to 54,connected to any,0
VNM,Male,Finance,VP,201-500 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,VP,201-500 employees,25 to 34,connected to any,0
VNM,Male,Finance,VP,201-500 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,VP,201-500 employees,18 to 24,connected to any,0
VNM,Male,Finance,VP,51-200 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,VP,51-200 employees,Any Age Range,connected to any,0
VNM,Male,Finance,VP,51-200 employees,55+,connected to big companies,0
VNM,Male,Finance,VP,51-200 employees,55+,connected to any,0
VNM,Male,Finance,VP,51-200 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,VP,51-200 employees,35 to 54,connected to any,0
VNM,Male,Finance,VP,51-200 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,VP,51-200 employees,25 to 34,connected to any,0
VNM,Male,Finance,VP,51-200 employees,18 to 24,connected to big companies,0
VNM,Male,Finance,VP,51-200 employees,18 to 24,connected to any,0
VNM,Male,Finance,VP,11-50 employees,Any Age Range,connected to big companies,0
VNM,Male,Finance,VP,11-50 employees,Any Age Range,connected to any,0
VNM,Male,Finance,VP,11-50 employees,55+,connected to big companies,0
VNM,Male,Finance,VP,11-50 employees,55+,connected to any,0
VNM,Male,Finance,VP,11-50 employees,35 to 54,connected to big companies,0
VNM,Male,Finance,VP,11-50 employees,35 to 54,connected to any,0
VNM,Male,Finance,VP,11-50 employees,25 to 34,connected to big companies,0
VNM,Male,Finance,VP,11-50 employees,25 to 34,connected to any,0
VNM,Male,Finance,VP,11-50 employees,18 to 24,connected to big companies,0
