Country,Gender,Age Range,Job seniority,Member Behavior,Employer,Count
US,Male,18 to 24,Senior,Open to Relocation (International),Apple,0
US,Male,18 to 24,Senior,Open to Relocation (International),Amazon,0
US,Male,18 to 24,Senior,Open to Relocation (International),Facebook,0
US,Male,18 to 24,Senior,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,18 to 24,Senior,Open to Relocation (Domestic),Google,0
US,Male,18 to 24,Senior,Open to Relocation (Domestic),Netflix,0
US,Male,18 to 24,Senior,Open to Relocation (Domestic),Apple,0
US,Male,18 to 24,Senior,Open to Relocation (Domestic),Amazon,310
US,Male,18 to 24,Senior,Open to Relocation (Domestic),Facebook,0
US,Male,18 to 24,Senior,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,18 to 24,Senior,Recently Switched Jobs,Google,0
US,Male,18 to 24,Senior,Recently Switched Jobs,Netflix,0
US,Male,18 to 24,Senior,Recently Switched Jobs,Apple,0
US,Male,18 to 24,Senior,Recently Switched Jobs,Amazon,0
US,Male,18 to 24,Senior,Recently Switched Jobs,Facebook,0
US,Male,18 to 24,Senior,Job Seekers,Amazon Web Services (AWS),0
US,Male,18 to 24,Senior,Job Seekers,Google,0
US,Male,18 to 24,Senior,Job Seekers,Netflix,0
US,Male,18 to 24,Senior,Job Seekers,Apple,840
US,Male,18 to 24,Senior,Job Seekers,Amazon,1000
US,Male,18 to 24,Senior,Job Seekers,Facebook,0
US,Male,18 to 24,Entry,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,18 to 24,Entry,Open to Relocation (International),Google,0
US,Male,18 to 24,Entry,Open to Relocation (International),Netflix,0
US,Male,18 to 24,Entry,Open to Relocation (International),Apple,0
US,Male,18 to 24,Entry,Open to Relocation (International),Amazon,0
US,Male,18 to 24,Entry,Open to Relocation (International),Facebook,0
US,Male,18 to 24,Entry,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,18 to 24,Entry,Open to Relocation (Domestic),Google,0
US,Male,18 to 24,Entry,Open to Relocation (Domestic),Netflix,0
US,Male,18 to 24,Entry,Open to Relocation (Domestic),Apple,0
US,Male,18 to 24,Entry,Open to Relocation (Domestic),Amazon,1200
US,Male,18 to 24,Entry,Open to Relocation (Domestic),Facebook,0
US,Male,18 to 24,Entry,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,18 to 24,Entry,Recently Switched Jobs,Google,0
US,Male,18 to 24,Entry,Recently Switched Jobs,Netflix,0
US,Male,18 to 24,Entry,Recently Switched Jobs,Apple,0
US,Male,18 to 24,Entry,Recently Switched Jobs,Amazon,1300
US,Male,18 to 24,Entry,Recently Switched Jobs,Facebook,0
US,Male,18 to 24,Entry,Job Seekers,Amazon Web Services (AWS),650
US,Male,18 to 24,Entry,Job Seekers,Google,390
US,Male,18 to 24,Entry,Job Seekers,Netflix,0
US,Male,18 to 24,Entry,Job Seekers,Apple,670
US,Male,18 to 24,Entry,Job Seekers,Amazon,4700
US,Male,18 to 24,Entry,Job Seekers,Facebook,330
US,Male,18 to 24,Training,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,18 to 24,Training,Open to Relocation (International),Google,0
US,Male,18 to 24,Training,Open to Relocation (International),Netflix,0
US,Male,18 to 24,Training,Open to Relocation (International),Apple,0
US,Male,18 to 24,Training,Open to Relocation (International),Amazon,0
US,Male,18 to 24,Training,Open to Relocation (International),Facebook,0
US,Male,18 to 24,Training,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,18 to 24,Training,Open to Relocation (Domestic),Google,0
US,Male,18 to 24,Training,Open to Relocation (Domestic),Netflix,0
US,Male,18 to 24,Training,Open to Relocation (Domestic),Apple,0
US,Male,18 to 24,Training,Open to Relocation (Domestic),Amazon,0
US,Male,18 to 24,Training,Open to Relocation (Domestic),Facebook,0
US,Male,18 to 24,Training,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,18 to 24,Training,Recently Switched Jobs,Google,0
US,Male,18 to 24,Training,Recently Switched Jobs,Netflix,0
US,Male,18 to 24,Training,Recently Switched Jobs,Apple,0
US,Male,18 to 24,Training,Recently Switched Jobs,Amazon,0
US,Male,18 to 24,Training,Recently Switched Jobs,Facebook,0
US,Male,18 to 24,Training,Job Seekers,Amazon Web Services (AWS),0
US,Male,18 to 24,Training,Job Seekers,Google,0
US,Male,18 to 24,Training,Job Seekers,Netflix,0
US,Male,18 to 24,Training,Job Seekers,Apple,0
US,Male,18 to 24,Training,Job Seekers,Amazon,0
US,Male,18 to 24,Training,Job Seekers,Facebook,0
US,Male,18 to 24,Unpaid,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,18 to 24,Unpaid,Open to Relocation (International),Google,0
US,Male,18 to 24,Unpaid,Open to Relocation (International),Netflix,0
US,Male,18 to 24,Unpaid,Open to Relocation (International),Apple,0
US,Male,18 to 24,Unpaid,Open to Relocation (International),Amazon,0
US,Male,18 to 24,Unpaid,Open to Relocation (International),Facebook,0
US,Male,18 to 24,Unpaid,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,18 to 24,Unpaid,Open to Relocation (Domestic),Google,0
US,Male,18 to 24,Unpaid,Open to Relocation (Domestic),Netflix,0
US,Male,18 to 24,Unpaid,Open to Relocation (Domestic),Apple,0
US,Male,18 to 24,Unpaid,Open to Relocation (Domestic),Amazon,0
US,Male,18 to 24,Unpaid,Open to Relocation (Domestic),Facebook,0
US,Male,18 to 24,Unpaid,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,18 to 24,Unpaid,Recently Switched Jobs,Google,0
US,Male,18 to 24,Unpaid,Recently Switched Jobs,Netflix,0
US,Male,18 to 24,Unpaid,Recently Switched Jobs,Apple,0
US,Male,18 to 24,Unpaid,Recently Switched Jobs,Amazon,0
US,Male,18 to 24,Unpaid,Recently Switched Jobs,Facebook,0
US,Male,18 to 24,Unpaid,Job Seekers,Amazon Web Services (AWS),0
US,Male,18 to 24,Unpaid,Job Seekers,Google,0
US,Male,18 to 24,Unpaid,Job Seekers,Netflix,0
US,Male,18 to 24,Unpaid,Job Seekers,Apple,0
US,Male,18 to 24,Unpaid,Job Seekers,Amazon,0
US,Male,18 to 24,Unpaid,Job Seekers,Facebook,0
US,Female,55+,Owner,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,55+,Owner,Open to Relocation (International),Google,0
US,Female,55+,Owner,Open to Relocation (International),Netflix,0
US,Female,55+,Owner,Open to Relocation (International),Apple,0
US,Female,55+,Owner,Open to Relocation (International),Amazon,0
US,Female,55+,Owner,Open to Relocation (International),Facebook,0
US,Female,55+,Owner,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,55+,Owner,Open to Relocation (Domestic),Google,0
US,Female,55+,Owner,Open to Relocation (Domestic),Netflix,0
US,Female,55+,Owner,Open to Relocation (Domestic),Apple,0
US,Female,55+,Owner,Open to Relocation (Domestic),Amazon,0
US,Female,55+,Owner,Open to Relocation (Domestic),Facebook,0
US,Female,55+,Owner,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,55+,Owner,Recently Switched Jobs,Google,0
US,Female,55+,Owner,Recently Switched Jobs,Netflix,0
US,Female,55+,Owner,Recently Switched Jobs,Apple,0
US,Female,55+,Owner,Recently Switched Jobs,Amazon,0
US,Female,55+,Owner,Recently Switched Jobs,Facebook,0
US,Female,55+,Owner,Job Seekers,Amazon Web Services (AWS),0
US,Female,55+,Owner,Job Seekers,Google,0
US,Female,55+,Owner,Job Seekers,Netflix,0
US,Female,55+,Owner,Job Seekers,Apple,0
US,Female,55+,Owner,Job Seekers,Amazon,0
US,Female,55+,Owner,Job Seekers,Facebook,0
US,Female,55+,Partner,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,55+,Partner,Open to Relocation (International),Google,0
US,Female,55+,Partner,Open to Relocation (International),Netflix,0
US,Female,55+,Partner,Open to Relocation (International),Apple,0
US,Female,55+,Partner,Open to Relocation (International),Amazon,0
US,Female,55+,Partner,Open to Relocation (International),Facebook,0
US,Female,55+,Partner,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,55+,Partner,Open to Relocation (Domestic),Google,0
US,Female,55+,Partner,Open to Relocation (Domestic),Netflix,0
US,Female,55+,Partner,Open to Relocation (Domestic),Apple,0
US,Female,55+,Partner,Open to Relocation (Domestic),Amazon,0
US,Female,55+,Partner,Open to Relocation (Domestic),Facebook,0
US,Female,55+,Partner,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,55+,Partner,Recently Switched Jobs,Google,0
US,Female,55+,Partner,Recently Switched Jobs,Netflix,0
US,Female,55+,Partner,Recently Switched Jobs,Apple,0
US,Female,55+,Partner,Recently Switched Jobs,Amazon,0
US,Female,55+,Partner,Recently Switched Jobs,Facebook,0
US,Female,55+,Partner,Job Seekers,Amazon Web Services (AWS),0
US,Female,55+,Partner,Job Seekers,Google,0
US,Female,55+,Partner,Job Seekers,Netflix,0
US,Female,55+,Partner,Job Seekers,Apple,0
US,Female,55+,Partner,Job Seekers,Amazon,0
US,Female,55+,Partner,Job Seekers,Facebook,0
US,Female,55+,CXO,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,55+,CXO,Open to Relocation (International),Google,0
US,Female,55+,CXO,Open to Relocation (International),Netflix,0
US,Female,55+,CXO,Open to Relocation (International),Apple,0
US,Female,55+,CXO,Open to Relocation (International),Amazon,0
US,Female,55+,CXO,Open to Relocation (International),Facebook,0
US,Female,55+,CXO,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,55+,CXO,Open to Relocation (Domestic),Google,0
US,Female,55+,CXO,Open to Relocation (Domestic),Netflix,0
US,Female,55+,CXO,Open to Relocation (Domestic),Apple,0
US,Female,55+,CXO,Open to Relocation (Domestic),Amazon,0
US,Female,55+,CXO,Open to Relocation (Domestic),Facebook,0
US,Female,55+,CXO,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,55+,CXO,Recently Switched Jobs,Google,0
US,Female,55+,CXO,Recently Switched Jobs,Netflix,0
US,Female,55+,CXO,Recently Switched Jobs,Apple,0
US,Female,55+,CXO,Recently Switched Jobs,Amazon,0
US,Female,55+,CXO,Recently Switched Jobs,Facebook,0
US,Female,55+,CXO,Job Seekers,Amazon Web Services (AWS),0
US,Female,55+,CXO,Job Seekers,Google,0
US,Female,55+,CXO,Job Seekers,Netflix,0
US,Female,55+,CXO,Job Seekers,Apple,0
US,Female,55+,CXO,Job Seekers,Amazon,0
US,Female,55+,CXO,Job Seekers,Facebook,0
US,Female,55+,VP,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,55+,VP,Open to Relocation (International),Google,0
US,Female,55+,VP,Open to Relocation (International),Netflix,0
US,Female,55+,VP,Open to Relocation (International),Apple,0
US,Female,55+,VP,Open to Relocation (International),Amazon,0
US,Female,55+,VP,Open to Relocation (International),Facebook,0
US,Female,55+,VP,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,55+,VP,Open to Relocation (Domestic),Google,0
US,Female,55+,VP,Open to Relocation (Domestic),Netflix,0
US,Female,55+,VP,Open to Relocation (Domestic),Apple,0
US,Female,55+,VP,Open to Relocation (Domestic),Amazon,0
US,Female,55+,VP,Open to Relocation (Domestic),Facebook,0
US,Female,55+,VP,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,55+,VP,Recently Switched Jobs,Google,0
US,Female,55+,VP,Recently Switched Jobs,Netflix,0
US,Female,55+,VP,Recently Switched Jobs,Apple,0
US,Female,55+,VP,Recently Switched Jobs,Amazon,0
US,Female,55+,VP,Recently Switched Jobs,Facebook,0
US,Female,55+,VP,Job Seekers,Amazon Web Services (AWS),0
US,Female,55+,VP,Job Seekers,Google,0
US,Female,55+,VP,Job Seekers,Netflix,0
US,Female,55+,VP,Job Seekers,Apple,0
US,Female,55+,VP,Job Seekers,Amazon,0
US,Female,55+,VP,Job Seekers,Facebook,0
US,Female,55+,Director,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,55+,Director,Open to Relocation (International),Google,0
US,Female,55+,Director,Open to Relocation (International),Netflix,0
US,Female,55+,Director,Open to Relocation (International),Apple,0
US,Female,55+,Director,Open to Relocation (International),Amazon,0
US,Female,55+,Director,Open to Relocation (International),Facebook,0
US,Female,55+,Director,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,55+,Director,Open to Relocation (Domestic),Google,0
US,Female,55+,Director,Open to Relocation (Domestic),Netflix,0
US,Female,55+,Director,Open to Relocation (Domestic),Apple,0
US,Female,55+,Director,Open to Relocation (Domestic),Amazon,0
US,Female,55+,Director,Open to Relocation (Domestic),Facebook,0
US,Female,55+,Director,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,55+,Director,Recently Switched Jobs,Google,0
US,Female,55+,Director,Recently Switched Jobs,Netflix,0
US,Female,55+,Director,Recently Switched Jobs,Apple,0
US,Female,55+,Director,Recently Switched Jobs,Amazon,0
US,Female,55+,Director,Recently Switched Jobs,Facebook,0
US,Female,55+,Director,Job Seekers,Amazon Web Services (AWS),0
US,Female,55+,Director,Job Seekers,Google,0
US,Female,55+,Director,Job Seekers,Netflix,0
US,Female,55+,Director,Job Seekers,Apple,0
US,Female,55+,Director,Job Seekers,Amazon,0
US,Female,55+,Director,Job Seekers,Facebook,0
US,Female,55+,Manager,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,55+,Manager,Open to Relocation (International),Google,0
US,Female,55+,Manager,Open to Relocation (International),Netflix,0
US,Female,55+,Manager,Open to Relocation (International),Apple,0
US,Female,55+,Manager,Open to Relocation (International),Amazon,0
US,Female,55+,Manager,Open to Relocation (International),Facebook,0
US,Female,55+,Manager,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,55+,Manager,Open to Relocation (Domestic),Google,0
US,Female,55+,Manager,Open to Relocation (Domestic),Netflix,0
US,Female,55+,Manager,Open to Relocation (Domestic),Apple,0
US,Female,55+,Manager,Open to Relocation (Domestic),Amazon,0
US,Female,55+,Manager,Open to Relocation (Domestic),Facebook,0
US,Female,55+,Manager,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,55+,Manager,Recently Switched Jobs,Google,0
US,Female,55+,Manager,Recently Switched Jobs,Netflix,0
US,Female,55+,Manager,Recently Switched Jobs,Apple,0
US,Female,55+,Manager,Recently Switched Jobs,Amazon,0
US,Female,55+,Manager,Recently Switched Jobs,Facebook,0
US,Female,55+,Manager,Job Seekers,Amazon Web Services (AWS),0
US,Female,55+,Manager,Job Seekers,Google,0
US,Female,55+,Manager,Job Seekers,Netflix,0
US,Female,55+,Manager,Job Seekers,Apple,0
US,Female,55+,Manager,Job Seekers,Amazon,0
US,Female,55+,Manager,Job Seekers,Facebook,0
US,Female,55+,Senior,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,55+,Senior,Open to Relocation (International),Google,0
US,Female,55+,Senior,Open to Relocation (International),Netflix,0
US,Female,55+,Senior,Open to Relocation (International),Apple,0
US,Female,55+,Senior,Open to Relocation (International),Amazon,0
US,Female,55+,Senior,Open to Relocation (International),Facebook,0
US,Female,55+,Senior,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,55+,Senior,Open to Relocation (Domestic),Google,0
US,Female,55+,Senior,Open to Relocation (Domestic),Netflix,0
US,Female,55+,Senior,Open to Relocation (Domestic),Apple,0
US,Female,55+,Senior,Open to Relocation (Domestic),Amazon,0
US,Female,55+,Senior,Open to Relocation (Domestic),Facebook,0
US,Female,55+,Senior,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,55+,Senior,Recently Switched Jobs,Google,0
US,Female,55+,Senior,Recently Switched Jobs,Netflix,0
US,Female,55+,Senior,Recently Switched Jobs,Apple,0
US,Female,55+,Senior,Recently Switched Jobs,Amazon,0
US,Female,55+,Senior,Recently Switched Jobs,Facebook,0
US,Female,55+,Senior,Job Seekers,Amazon Web Services (AWS),0
US,Female,55+,Senior,Job Seekers,Google,0
US,Female,55+,Senior,Job Seekers,Netflix,0
US,Female,55+,Senior,Job Seekers,Apple,0
US,Female,55+,Senior,Job Seekers,Amazon,0
US,Female,55+,Senior,Job Seekers,Facebook,0
US,Female,55+,Entry,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,55+,Entry,Open to Relocation (International),Google,0
US,Female,55+,Entry,Open to Relocation (International),Netflix,0
US,Female,55+,Entry,Open to Relocation (International),Apple,0
US,Female,55+,Entry,Open to Relocation (International),Amazon,0
US,Female,55+,Entry,Open to Relocation (International),Facebook,0
US,Female,55+,Entry,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,55+,Entry,Open to Relocation (Domestic),Google,0
US,Female,55+,Entry,Open to Relocation (Domestic),Netflix,0
US,Female,55+,Entry,Open to Relocation (Domestic),Apple,0
US,Female,55+,Entry,Open to Relocation (Domestic),Amazon,0
US,Female,55+,Entry,Open to Relocation (Domestic),Facebook,0
US,Female,55+,Entry,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,55+,Entry,Recently Switched Jobs,Google,0
US,Female,55+,Entry,Recently Switched Jobs,Netflix,0
US,Female,55+,Entry,Recently Switched Jobs,Apple,0
US,Female,55+,Entry,Recently Switched Jobs,Amazon,0
US,Female,55+,Entry,Recently Switched Jobs,Facebook,0
US,Female,55+,Entry,Job Seekers,Amazon Web Services (AWS),0
US,Female,55+,Entry,Job Seekers,Google,0
US,Female,55+,Entry,Job Seekers,Netflix,0
US,Female,55+,Entry,Job Seekers,Apple,0
US,Female,55+,Entry,Job Seekers,Amazon,0
US,Female,55+,Entry,Job Seekers,Facebook,0
US,Female,55+,Training,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,55+,Training,Open to Relocation (International),Google,0
US,Female,55+,Training,Open to Relocation (International),Netflix,0
US,Female,55+,Training,Open to Relocation (International),Apple,0
US,Female,55+,Training,Open to Relocation (International),Amazon,0
US,Female,55+,Training,Open to Relocation (International),Facebook,0
US,Female,55+,Training,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,55+,Training,Open to Relocation (Domestic),Google,0
US,Female,55+,Training,Open to Relocation (Domestic),Netflix,0
US,Female,55+,Training,Open to Relocation (Domestic),Apple,0
US,Female,55+,Training,Open to Relocation (Domestic),Amazon,0
US,Female,55+,Training,Open to Relocation (Domestic),Facebook,0
US,Female,55+,Training,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,55+,Training,Recently Switched Jobs,Google,0
US,Female,55+,Training,Recently Switched Jobs,Netflix,0
US,Female,55+,Training,Recently Switched Jobs,Apple,0
US,Female,55+,Training,Recently Switched Jobs,Amazon,0
US,Female,55+,Training,Recently Switched Jobs,Facebook,0
US,Female,55+,Training,Job Seekers,Amazon Web Services (AWS),0
US,Female,55+,Training,Job Seekers,Google,0
US,Female,55+,Training,Job Seekers,Netflix,0
US,Female,55+,Training,Job Seekers,Apple,0
US,Female,55+,Training,Job Seekers,Amazon,0
US,Female,55+,Training,Job Seekers,Facebook,0
US,Female,55+,Unpaid,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,55+,Unpaid,Open to Relocation (International),Google,0
US,Female,55+,Unpaid,Open to Relocation (International),Netflix,0
US,Female,55+,Unpaid,Open to Relocation (International),Apple,0
US,Female,55+,Unpaid,Open to Relocation (International),Amazon,0
US,Female,55+,Unpaid,Open to Relocation (International),Facebook,0
US,Female,55+,Unpaid,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,55+,Unpaid,Open to Relocation (Domestic),Google,0
US,Female,55+,Unpaid,Open to Relocation (Domestic),Netflix,0
US,Female,55+,Unpaid,Open to Relocation (Domestic),Apple,0
US,Female,55+,Unpaid,Open to Relocation (Domestic),Amazon,0
US,Female,55+,Unpaid,Open to Relocation (Domestic),Facebook,0
US,Female,55+,Unpaid,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,55+,Unpaid,Recently Switched Jobs,Google,0
US,Female,55+,Unpaid,Recently Switched Jobs,Netflix,0
US,Female,55+,Unpaid,Recently Switched Jobs,Apple,0
US,Female,55+,Unpaid,Recently Switched Jobs,Amazon,0
US,Female,55+,Unpaid,Recently Switched Jobs,Facebook,0
US,Female,55+,Unpaid,Job Seekers,Amazon Web Services (AWS),0
US,Female,55+,Unpaid,Job Seekers,Google,0
US,Female,55+,Unpaid,Job Seekers,Netflix,0
US,Female,55+,Unpaid,Job Seekers,Apple,0
US,Female,55+,Unpaid,Job Seekers,Amazon,0
US,Female,55+,Unpaid,Job Seekers,Facebook,0
US,Female,35 to 54,Owner,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,35 to 54,Owner,Open to Relocation (International),Google,0
US,Female,35 to 54,Owner,Open to Relocation (International),Netflix,0
US,Female,35 to 54,Owner,Open to Relocation (International),Apple,0
US,Female,35 to 54,Owner,Open to Relocation (International),Amazon,0
US,Female,35 to 54,Owner,Open to Relocation (International),Facebook,0
US,Female,35 to 54,Owner,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,35 to 54,Owner,Open to Relocation (Domestic),Google,0
US,Female,35 to 54,Owner,Open to Relocation (Domestic),Netflix,0
US,Female,35 to 54,Owner,Open to Relocation (Domestic),Apple,0
US,Female,35 to 54,Owner,Open to Relocation (Domestic),Amazon,0
US,Female,35 to 54,Owner,Open to Relocation (Domestic),Facebook,0
US,Female,35 to 54,Owner,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,35 to 54,Owner,Recently Switched Jobs,Google,0
US,Female,35 to 54,Owner,Recently Switched Jobs,Netflix,0
US,Female,35 to 54,Owner,Recently Switched Jobs,Apple,0
US,Female,35 to 54,Owner,Recently Switched Jobs,Amazon,0
US,Female,35 to 54,Owner,Recently Switched Jobs,Facebook,0
US,Female,35 to 54,Owner,Job Seekers,Amazon Web Services (AWS),0
US,Female,35 to 54,Owner,Job Seekers,Google,0
US,Female,35 to 54,Owner,Job Seekers,Netflix,0
US,Female,35 to 54,Owner,Job Seekers,Apple,0
US,Female,35 to 54,Owner,Job Seekers,Amazon,0
US,Female,35 to 54,Owner,Job Seekers,Facebook,0
US,Female,35 to 54,Partner,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,35 to 54,Partner,Open to Relocation (International),Google,0
US,Female,35 to 54,Partner,Open to Relocation (International),Netflix,0
US,Female,35 to 54,Partner,Open to Relocation (International),Apple,0
US,Female,35 to 54,Partner,Open to Relocation (International),Amazon,0
US,Female,35 to 54,Partner,Open to Relocation (International),Facebook,0
US,Female,35 to 54,Partner,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,35 to 54,Partner,Open to Relocation (Domestic),Google,0
US,Female,35 to 54,Partner,Open to Relocation (Domestic),Netflix,0
US,Female,35 to 54,Partner,Open to Relocation (Domestic),Apple,0
US,Female,35 to 54,Partner,Open to Relocation (Domestic),Amazon,0
US,Female,35 to 54,Partner,Open to Relocation (Domestic),Facebook,0
US,Female,35 to 54,Partner,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,35 to 54,Partner,Recently Switched Jobs,Google,0
US,Female,35 to 54,Partner,Recently Switched Jobs,Netflix,0
US,Female,35 to 54,Partner,Recently Switched Jobs,Apple,0
US,Female,35 to 54,Partner,Recently Switched Jobs,Amazon,0
US,Female,35 to 54,Partner,Recently Switched Jobs,Facebook,0
US,Female,35 to 54,Partner,Job Seekers,Amazon Web Services (AWS),0
US,Female,35 to 54,Partner,Job Seekers,Google,0
US,Female,35 to 54,Partner,Job Seekers,Netflix,0
US,Female,35 to 54,Partner,Job Seekers,Apple,0
US,Female,35 to 54,Partner,Job Seekers,Amazon,0
US,Female,35 to 54,Partner,Job Seekers,Facebook,0
US,Female,35 to 54,CXO,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,35 to 54,CXO,Open to Relocation (International),Google,0
US,Female,35 to 54,CXO,Open to Relocation (International),Netflix,0
US,Female,35 to 54,CXO,Open to Relocation (International),Apple,0
US,Female,35 to 54,CXO,Open to Relocation (International),Amazon,0
US,Female,35 to 54,CXO,Open to Relocation (International),Facebook,0
US,Female,35 to 54,CXO,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,35 to 54,CXO,Open to Relocation (Domestic),Google,0
US,Female,35 to 54,CXO,Open to Relocation (Domestic),Netflix,0
US,Female,35 to 54,CXO,Open to Relocation (Domestic),Apple,0
US,Female,35 to 54,CXO,Open to Relocation (Domestic),Amazon,0
US,Female,35 to 54,CXO,Open to Relocation (Domestic),Facebook,0
US,Female,35 to 54,CXO,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,35 to 54,CXO,Recently Switched Jobs,Google,0
US,Female,35 to 54,CXO,Recently Switched Jobs,Netflix,0
US,Female,35 to 54,CXO,Recently Switched Jobs,Apple,0
US,Female,35 to 54,CXO,Recently Switched Jobs,Amazon,0
US,Female,35 to 54,CXO,Recently Switched Jobs,Facebook,0
US,Female,35 to 54,CXO,Job Seekers,Amazon Web Services (AWS),0
US,Female,35 to 54,CXO,Job Seekers,Google,0
US,Female,35 to 54,CXO,Job Seekers,Netflix,0
US,Female,35 to 54,CXO,Job Seekers,Apple,0
US,Female,35 to 54,CXO,Job Seekers,Amazon,0
US,Female,35 to 54,CXO,Job Seekers,Facebook,0
US,Female,35 to 54,VP,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,35 to 54,VP,Open to Relocation (International),Google,0
US,Female,35 to 54,VP,Open to Relocation (International),Netflix,0
US,Female,35 to 54,VP,Open to Relocation (International),Apple,0
US,Female,35 to 54,VP,Open to Relocation (International),Amazon,0
US,Female,35 to 54,VP,Open to Relocation (International),Facebook,0
US,Female,35 to 54,VP,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,35 to 54,VP,Open to Relocation (Domestic),Google,0
US,Female,35 to 54,VP,Open to Relocation (Domestic),Netflix,0
US,Female,35 to 54,VP,Open to Relocation (Domestic),Apple,0
US,Female,35 to 54,VP,Open to Relocation (Domestic),Amazon,0
US,Female,35 to 54,VP,Open to Relocation (Domestic),Facebook,0
US,Female,35 to 54,VP,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,35 to 54,VP,Recently Switched Jobs,Google,0
US,Female,35 to 54,VP,Recently Switched Jobs,Netflix,0
US,Female,35 to 54,VP,Recently Switched Jobs,Apple,0
US,Female,35 to 54,VP,Recently Switched Jobs,Amazon,0
US,Female,35 to 54,VP,Recently Switched Jobs,Facebook,0
US,Female,35 to 54,VP,Job Seekers,Amazon Web Services (AWS),0
US,Female,35 to 54,VP,Job Seekers,Google,0
US,Female,35 to 54,VP,Job Seekers,Netflix,0
US,Female,35 to 54,VP,Job Seekers,Apple,0
US,Female,35 to 54,VP,Job Seekers,Amazon,0
US,Female,35 to 54,VP,Job Seekers,Facebook,0
US,Female,35 to 54,Director,Open to Relocation (International),Amazon Web Services (AWS),0
US,Female,35 to 54,Director,Open to Relocation (International),Google,0
US,Female,35 to 54,Director,Open to Relocation (International),Netflix,0
US,Female,35 to 54,Director,Open to Relocation (International),Apple,0
US,Female,35 to 54,Director,Open to Relocation (International),Amazon,0
US,Female,35 to 54,Director,Open to Relocation (International),Facebook,0
US,Female,35 to 54,Director,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Female,35 to 54,Director,Open to Relocation (Domestic),Google,0
US,Female,35 to 54,Director,Open to Relocation (Domestic),Netflix,0
US,Female,35 to 54,Director,Open to Relocation (Domestic),Apple,0
US,Female,35 to 54,Director,Open to Relocation (Domestic),Amazon,0
US,Female,35 to 54,Director,Open to Relocation (Domestic),Facebook,0
US,Female,35 to 54,Director,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Female,35 to 54,Director,Recently Switched Jobs,Google,0
US,Female,35 to 54,Director,Recently Switched Jobs,Netflix,0
