,Unnamed: 0,Country,Gender,Sector,Job Seniority,Company Size,Age Ranges,Connectivity Status,Count
14114,14114,USA,Any Gender,IT,Training,"10,001+ employees",35 to 54,connected to big companies,370
14115,14115,USA,Any Gender,IT,Training,"10,001+ employees",35 to 54,connected to any,1400
14116,14116,USA,Any Gender,IT,Training,"10,001+ employees",25 to 34,connected to big companies,3100
14117,14117,USA,Any Gender,IT,Training,"10,001+ employees",25 to 34,connected to any,9200
14118,14118,USA,Any Gender,IT,Training,"10,001+ employees",18 to 24,connected to big companies,3500
14119,14119,USA,Any Gender,IT,Training,"10,001+ employees",18 to 24,connected to any,8800
14120,14120,USA,Any Gender,IT,Training,"5001-10,000 employees",Any Age Range,connected to big companies,1400
14121,14121,USA,Any Gender,IT,Training,"5001-10,000 employees",Any Age Range,connected to any,3400
14122,14122,USA,Any Gender,IT,Training,"5001-10,000 employees",55+,connected to big companies,0
14123,14123,USA,Any Gender,IT,Training,"5001-10,000 employees",55+,connected to any,0
14124,14124,USA,Any Gender,IT,Training,"5001-10,000 employees",35 to 54,connected to big companies,0
14125,14125,USA,Any Gender,IT,Training,"5001-10,000 employees",35 to 54,connected to any,0
14126,14126,USA,Any Gender,IT,Training,"5001-10,000 employees",25 to 34,connected to big companies,610
14127,14127,USA,Any Gender,IT,Training,"5001-10,000 employees",25 to 34,connected to any,1600
14128,14128,USA,Any Gender,IT,Training,"5001-10,000 employees",18 to 24,connected to big companies,690
14129,14129,USA,Any Gender,IT,Training,"5001-10,000 employees",18 to 24,connected to any,1500
14130,14130,USA,Any Gender,IT,Training,1001-5000 employees,Any Age Range,connected to big companies,2500
14131,14131,USA,Any Gender,IT,Training,1001-5000 employees,Any Age Range,connected to any,7400
14132,14132,USA,Any Gender,IT,Training,1001-5000 employees,55+,connected to big companies,0
14133,14133,USA,Any Gender,IT,Training,1001-5000 employees,55+,connected to any,0
14134,14134,USA,Any Gender,IT,Training,1001-5000 employees,35 to 54,connected to big companies,0
14135,14135,USA,Any Gender,IT,Training,1001-5000 employees,35 to 54,connected to any,530
14136,14136,USA,Any Gender,IT,Training,1001-5000 employees,25 to 34,connected to big companies,1200
14137,14137,USA,Any Gender,IT,Training,1001-5000 employees,25 to 34,connected to any,3700
14138,14138,USA,Any Gender,IT,Training,1001-5000 employees,18 to 24,connected to big companies,1200
14139,14139,USA,Any Gender,IT,Training,1001-5000 employees,18 to 24,connected to any,3000
14140,14140,USA,Any Gender,IT,Training,501-1000 employees,Any Age Range,connected to big companies,1000
14141,14141,USA,Any Gender,IT,Training,501-1000 employees,Any Age Range,connected to any,3200
14142,14142,USA,Any Gender,IT,Training,501-1000 employees,55+,connected to big companies,0
14143,14143,USA,Any Gender,IT,Training,501-1000 employees,55+,connected to any,0
14144,14144,USA,Any Gender,IT,Training,501-1000 employees,35 to 54,connected to big companies,0
14145,14145,USA,Any Gender,IT,Training,501-1000 employees,35 to 54,connected to any,0
14146,14146,USA,Any Gender,IT,Training,501-1000 employees,25 to 34,connected to big companies,460
14147,14147,USA,Any Gender,IT,Training,501-1000 employees,25 to 34,connected to any,1600
14148,14148,USA,Any Gender,IT,Training,501-1000 employees,18 to 24,connected to big companies,500
14149,14149,USA,Any Gender,IT,Training,501-1000 employees,18 to 24,connected to any,1300
14150,14150,USA,Any Gender,IT,Training,201-500 employees,Any Age Range,connected to big companies,1200
14151,14151,USA,Any Gender,IT,Training,201-500 employees,Any Age Range,connected to any,4700
14152,14152,USA,Any Gender,IT,Training,201-500 employees,55+,connected to big companies,0
14153,14153,USA,Any Gender,IT,Training,201-500 employees,55+,connected to any,0
14154,14154,USA,Any Gender,IT,Training,201-500 employees,35 to 54,connected to big companies,0
14155,14155,USA,Any Gender,IT,Training,201-500 employees,35 to 54,connected to any,410
14156,14156,USA,Any Gender,IT,Training,201-500 employees,25 to 34,connected to big companies,510
14157,14157,USA,Any Gender,IT,Training,201-500 employees,25 to 34,connected to any,2300
14158,14158,USA,Any Gender,IT,Training,201-500 employees,18 to 24,connected to big companies,600
14159,14159,USA,Any Gender,IT,Training,201-500 employees,18 to 24,connected to any,1800
14160,14160,USA,Any Gender,IT,Training,51-200 employees,Any Age Range,connected to big companies,1900
14161,14161,USA,Any Gender,IT,Training,51-200 employees,Any Age Range,connected to any,7800
14162,14162,USA,Any Gender,IT,Training,51-200 employees,55+,connected to big companies,0
14163,14163,USA,Any Gender,IT,Training,51-200 employees,55+,connected to any,0
14164,14164,USA,Any Gender,IT,Training,51-200 employees,35 to 54,connected to big companies,0
14165,14165,USA,Any Gender,IT,Training,51-200 employees,35 to 54,connected to any,610
14166,14166,USA,Any Gender,IT,Training,51-200 employees,25 to 34,connected to big companies,800
14167,14167,USA,Any Gender,IT,Training,51-200 employees,25 to 34,connected to any,3900
14168,14168,USA,Any Gender,IT,Training,51-200 employees,18 to 24,connected to big companies,1000
14169,14169,USA,Any Gender,IT,Training,51-200 employees,18 to 24,connected to any,3200
14170,14170,USA,Any Gender,IT,Training,11-50 employees,Any Age Range,connected to big companies,2200
14171,14171,USA,Any Gender,IT,Training,11-50 employees,Any Age Range,connected to any,9900
14172,14172,USA,Any Gender,IT,Training,11-50 employees,55+,connected to big companies,0
14173,14173,USA,Any Gender,IT,Training,11-50 employees,55+,connected to any,0
14174,14174,USA,Any Gender,IT,Training,11-50 employees,35 to 54,connected to big companies,0
14175,14175,USA,Any Gender,IT,Training,11-50 employees,35 to 54,connected to any,670
14176,14176,USA,Any Gender,IT,Training,11-50 employees,25 to 34,connected to big companies,960
14177,14177,USA,Any Gender,IT,Training,11-50 employees,25 to 34,connected to any,5000
14178,14178,USA,Any Gender,IT,Training,11-50 employees,18 to 24,connected to big companies,1100
14179,14179,USA,Any Gender,IT,Training,11-50 employees,18 to 24,connected to any,4000
14180,14180,USA,Any Gender,IT,Training,2-10 employees,Any Age Range,connected to big companies,1400
14181,14181,USA,Any Gender,IT,Training,2-10 employees,Any Age Range,connected to any,6900
14182,14182,USA,Any Gender,IT,Training,2-10 employees,55+,connected to big companies,0
14183,14183,USA,Any Gender,IT,Training,2-10 employees,55+,connected to any,0
14184,14184,USA,Any Gender,IT,Training,2-10 employees,35 to 54,connected to big companies,0
14185,14185,USA,Any Gender,IT,Training,2-10 employees,35 to 54,connected to any,360
14186,14186,USA,Any Gender,IT,Training,2-10 employees,25 to 34,connected to big companies,570
14187,14187,USA,Any Gender,IT,Training,2-10 employees,25 to 34,connected to any,3500
14188,14188,USA,Any Gender,IT,Training,2-10 employees,18 to 24,connected to big companies,790
14189,14189,USA,Any Gender,IT,Training,2-10 employees,18 to 24,connected to any,2800
14190,14190,USA,Any Gender,IT,Training,Myself Only,Any Age Range,connected to big companies,0
14191,14191,USA,Any Gender,IT,Training,Myself Only,Any Age Range,connected to any,2300
14192,14192,USA,Any Gender,IT,Training,Myself Only,55+,connected to big companies,0
14193,14193,USA,Any Gender,IT,Training,Myself Only,55+,connected to any,0
14194,14194,USA,Any Gender,IT,Training,Myself Only,35 to 54,connected to big companies,0
14195,14195,USA,Any Gender,IT,Training,Myself Only,35 to 54,connected to any,0
14196,14196,USA,Any Gender,IT,Training,Myself Only,25 to 34,connected to big companies,0
14197,14197,USA,Any Gender,IT,Training,Myself Only,25 to 34,connected to any,1200
14198,14198,USA,Any Gender,IT,Training,Myself Only,18 to 24,connected to big companies,0
14199,14199,USA,Any Gender,IT,Training,Myself Only,18 to 24,connected to any,980
14200,14200,USA,Any Gender,IT,Unpaid,Any Company Size,Any Age Range,connected to big companies,9900
14201,14201,USA,Any Gender,IT,Unpaid,Any Company Size,Any Age Range,connected to any,330000
14202,14202,USA,Any Gender,IT,Unpaid,Any Company Size,55+,connected to big companies,5200
14203,14203,USA,Any Gender,IT,Unpaid,Any Company Size,55+,connected to any,29000
14204,14204,USA,Any Gender,IT,Unpaid,Any Company Size,35 to 54,connected to big companies,3900
14205,14205,USA,Any Gender,IT,Unpaid,Any Company Size,35 to 54,connected to any,35000
14206,14206,USA,Any Gender,IT,Unpaid,Any Company Size,25 to 34,connected to big companies,640
14207,14207,USA,Any Gender,IT,Unpaid,Any Company Size,25 to 34,connected to any,240000
14208,14208,USA,Any Gender,IT,Unpaid,Any Company Size,18 to 24,connected to big companies,0
14209,14209,USA,Any Gender,IT,Unpaid,Any Company Size,18 to 24,connected to any,21000
14210,14210,USA,Any Gender,IT,Unpaid,"10,001+ employees",Any Age Range,connected to big companies,1100
14211,14211,USA,Any Gender,IT,Unpaid,"10,001+ employees",Any Age Range,connected to any,38000
14212,14212,USA,Any Gender,IT,Unpaid,"10,001+ employees",55+,connected to big companies,620
14213,14213,USA,Any Gender,IT,Unpaid,"10,001+ employees",55+,connected to any,4000
14214,14214,USA,Any Gender,IT,Unpaid,"10,001+ employees",35 to 54,connected to big companies,400
14215,14215,USA,Any Gender,IT,Unpaid,"10,001+ employees",35 to 54,connected to any,5000
14216,14216,USA,Any Gender,IT,Unpaid,"10,001+ employees",25 to 34,connected to big companies,0
14217,14217,USA,Any Gender,IT,Unpaid,"10,001+ employees",25 to 34,connected to any,22000
14218,14218,USA,Any Gender,IT,Unpaid,"10,001+ employees",18 to 24,connected to big companies,0
14219,14219,USA,Any Gender,IT,Unpaid,"10,001+ employees",18 to 24,connected to any,6000
14220,14220,USA,Any Gender,IT,Unpaid,"5001-10,000 employees",Any Age Range,connected to big companies,0
14221,14221,USA,Any Gender,IT,Unpaid,"5001-10,000 employees",Any Age Range,connected to any,1800
14222,14222,USA,Any Gender,IT,Unpaid,"5001-10,000 employees",55+,connected to big companies,0
14223,14223,USA,Any Gender,IT,Unpaid,"5001-10,000 employees",55+,connected to any,0
14224,14224,USA,Any Gender,IT,Unpaid,"5001-10,000 employees",35 to 54,connected to big companies,0
14225,14225,USA,Any Gender,IT,Unpaid,"5001-10,000 employees",35 to 54,connected to any,0
14226,14226,USA,Any Gender,IT,Unpaid,"5001-10,000 employees",25 to 34,connected to big companies,0
14227,14227,USA,Any Gender,IT,Unpaid,"5001-10,000 employees",25 to 34,connected to any,1000
14228,14228,USA,Any Gender,IT,Unpaid,"5001-10,000 employees",18 to 24,connected to big companies,0
14229,14229,USA,Any Gender,IT,Unpaid,"5001-10,000 employees",18 to 24,connected to any,0
14230,14230,USA,Any Gender,IT,Unpaid,1001-5000 employees,Any Age Range,connected to big companies,0
14231,14231,USA,Any Gender,IT,Unpaid,1001-5000 employees,Any Age Range,connected to any,7200
14232,14232,USA,Any Gender,IT,Unpaid,1001-5000 employees,55+,connected to big companies,0
14233,14233,USA,Any Gender,IT,Unpaid,1001-5000 employees,55+,connected to any,510
14234,14234,USA,Any Gender,IT,Unpaid,1001-5000 employees,35 to 54,connected to big companies,0
14235,14235,USA,Any Gender,IT,Unpaid,1001-5000 employees,35 to 54,connected to any,630
14236,14236,USA,Any Gender,IT,Unpaid,1001-5000 employees,25 to 34,connected to big companies,0
14237,14237,USA,Any Gender,IT,Unpaid,1001-5000 employees,25 to 34,connected to any,5200
14238,14238,USA,Any Gender,IT,Unpaid,1001-5000 employees,18 to 24,connected to big companies,0
14239,14239,USA,Any Gender,IT,Unpaid,1001-5000 employees,18 to 24,connected to any,660
14240,14240,USA,Any Gender,IT,Unpaid,501-1000 employees,Any Age Range,connected to big companies,0
14241,14241,USA,Any Gender,IT,Unpaid,501-1000 employees,Any Age Range,connected to any,3200
14242,14242,USA,Any Gender,IT,Unpaid,501-1000 employees,55+,connected to big companies,0
14243,14243,USA,Any Gender,IT,Unpaid,501-1000 employees,55+,connected to any,0
14244,14244,USA,Any Gender,IT,Unpaid,501-1000 employees,35 to 54,connected to big companies,0
14245,14245,USA,Any Gender,IT,Unpaid,501-1000 employees,35 to 54,connected to any,370
14246,14246,USA,Any Gender,IT,Unpaid,501-1000 employees,25 to 34,connected to big companies,0
14247,14247,USA,Any Gender,IT,Unpaid,501-1000 employees,25 to 34,connected to any,2400
14248,14248,USA,Any Gender,IT,Unpaid,501-1000 employees,18 to 24,connected to big companies,0
14249,14249,USA,Any Gender,IT,Unpaid,501-1000 employees,18 to 24,connected to any,0
14250,14250,USA,Any Gender,IT,Unpaid,201-500 employees,Any Age Range,connected to big companies,0
14251,14251,USA,Any Gender,IT,Unpaid,201-500 employees,Any Age Range,connected to any,5100
14252,14252,USA,Any Gender,IT,Unpaid,201-500 employees,55+,connected to big companies,0
14253,14253,USA,Any Gender,IT,Unpaid,201-500 employees,55+,connected to any,360
14254,14254,USA,Any Gender,IT,Unpaid,201-500 employees,35 to 54,connected to big companies,0
14255,14255,USA,Any Gender,IT,Unpaid,201-500 employees,35 to 54,connected to any,510
14256,14256,USA,Any Gender,IT,Unpaid,201-500 employees,25 to 34,connected to big companies,0
14257,14257,USA,Any Gender,IT,Unpaid,201-500 employees,25 to 34,connected to any,3700
14258,14258,USA,Any Gender,IT,Unpaid,201-500 employees,18 to 24,connected to big companies,0
14259,14259,USA,Any Gender,IT,Unpaid,201-500 employees,18 to 24,connected to any,400
14260,14260,USA,Any Gender,IT,Unpaid,51-200 employees,Any Age Range,connected to big companies,0
14261,14261,USA,Any Gender,IT,Unpaid,51-200 employees,Any Age Range,connected to any,7400
14262,14262,USA,Any Gender,IT,Unpaid,51-200 employees,55+,connected to big companies,0
14263,14263,USA,Any Gender,IT,Unpaid,51-200 employees,55+,connected to any,520
14264,14264,USA,Any Gender,IT,Unpaid,51-200 employees,35 to 54,connected to big companies,0
14265,14265,USA,Any Gender,IT,Unpaid,51-200 employees,35 to 54,connected to any,910
14266,14266,USA,Any Gender,IT,Unpaid,51-200 employees,25 to 34,connected to big companies,0
14267,14267,USA,Any Gender,IT,Unpaid,51-200 employees,25 to 34,connected to any,5400
14268,14268,USA,Any Gender,IT,Unpaid,51-200 employees,18 to 24,connected to big companies,0
14269,14269,USA,Any Gender,IT,Unpaid,51-200 employees,18 to 24,connected to any,560
14270,14270,USA,Any Gender,IT,Unpaid,11-50 employees,Any Age Range,connected to big companies,0
14271,14271,USA,Any Gender,IT,Unpaid,11-50 employees,Any Age Range,connected to any,11000
14272,14272,USA,Any Gender,IT,Unpaid,11-50 employees,55+,connected to big companies,0
14273,14273,USA,Any Gender,IT,Unpaid,11-50 employees,55+,connected to any,820
14274,14274,USA,Any Gender,IT,Unpaid,11-50 employees,35 to 54,connected to big companies,0
14275,14275,USA,Any Gender,IT,Unpaid,11-50 employees,35 to 54,connected to any,1100
14276,14276,USA,Any Gender,IT,Unpaid,11-50 employees,25 to 34,connected to big companies,0
14277,14277,USA,Any Gender,IT,Unpaid,11-50 employees,25 to 34,connected to any,8500
14278,14278,USA,Any Gender,IT,Unpaid,11-50 employees,18 to 24,connected to big companies,0
14279,14279,USA,Any Gender,IT,Unpaid,11-50 employees,18 to 24,connected to any,940
14280,14280,USA,Any Gender,IT,Unpaid,2-10 employees,Any Age Range,connected to big companies,0
14281,14281,USA,Any Gender,IT,Unpaid,2-10 employees,Any Age Range,connected to any,13000
14282,14282,USA,Any Gender,IT,Unpaid,2-10 employees,55+,connected to big companies,0
14283,14283,USA,Any Gender,IT,Unpaid,2-10 employees,55+,connected to any,1000
14284,14284,USA,Any Gender,IT,Unpaid,2-10 employees,35 to 54,connected to big companies,0
14285,14285,USA,Any Gender,IT,Unpaid,2-10 employees,35 to 54,connected to any,1300
14286,14286,USA,Any Gender,IT,Unpaid,2-10 employees,25 to 34,connected to big companies,0
14287,14287,USA,Any Gender,IT,Unpaid,2-10 employees,25 to 34,connected to any,10000
14288,14288,USA,Any Gender,IT,Unpaid,2-10 employees,18 to 24,connected to big companies,0
14289,14289,USA,Any Gender,IT,Unpaid,2-10 employees,18 to 24,connected to any,890
14290,14290,USA,Any Gender,IT,Unpaid,Myself Only,Any Age Range,connected to big companies,620
14291,14291,USA,Any Gender,IT,Unpaid,Myself Only,Any Age Range,connected to any,20000
14292,14292,USA,Any Gender,IT,Unpaid,Myself Only,55+,connected to big companies,310
14293,14293,USA,Any Gender,IT,Unpaid,Myself Only,55+,connected to any,1400
14294,14294,USA,Any Gender,IT,Unpaid,Myself Only,35 to 54,connected to big companies,0
14295,14295,USA,Any Gender,IT,Unpaid,Myself Only,35 to 54,connected to any,1500
14296,14296,USA,Any Gender,IT,Unpaid,Myself Only,25 to 34,connected to big companies,0
14297,14297,USA,Any Gender,IT,Unpaid,Myself Only,25 to 34,connected to any,15000
14298,14298,USA,Any Gender,IT,Unpaid,Myself Only,18 to 24,connected to big companies,0
14299,14299,USA,Any Gender,IT,Unpaid,Myself Only,18 to 24,connected to any,1800
14300,14300,USA,Male,IT,Any Job Seniority,Any Company Size,Any Age Range,connected to big companies,1900000
14301,14301,USA,Male,IT,Any Job Seniority,Any Company Size,Any Age Range,connected to any,7200000
14302,14302,USA,Male,IT,Any Job Seniority,Any Company Size,55+,connected to big companies,220000
14303,14303,USA,Male,IT,Any Job Seniority,Any Company Size,55+,connected to any,670000
14304,14304,USA,Male,IT,Any Job Seniority,Any Company Size,35 to 54,connected to big companies,1000000
14305,14305,USA,Male,IT,Any Job Seniority,Any Company Size,35 to 54,connected to any,2900000
14306,14306,USA,Male,IT,Any Job Seniority,Any Company Size,25 to 34,connected to big companies,580000
14307,14307,USA,Male,IT,Any Job Seniority,Any Company Size,25 to 34,connected to any,3100000
14308,14308,USA,Male,IT,Any Job Seniority,Any Company Size,18 to 24,connected to big companies,120000
14309,14309,USA,Male,IT,Any Job Seniority,Any Company Size,18 to 24,connected to any,700000
14310,14310,USA,Male,IT,Any Job Seniority,"10,001+ employees",Any Age Range,connected to big companies,600000
14311,14311,USA,Male,IT,Any Job Seniority,"10,001+ employees",Any Age Range,connected to any,1800000
14312,14312,USA,Male,IT,Any Job Seniority,"10,001+ employees",55+,connected to big companies,63000
14313,14313,USA,Male,IT,Any Job Seniority,"10,001+ employees",55+,connected to any,160000
14314,14314,USA,Male,IT,Any Job Seniority,"10,001+ employees",35 to 54,connected to big companies,340000
14315,14315,USA,Male,IT,Any Job Seniority,"10,001+ employees",35 to 54,connected to any,820000
14316,14316,USA,Male,IT,Any Job Seniority,"10,001+ employees",25 to 34,connected to big companies,160000
14317,14317,USA,Male,IT,Any Job Seniority,"10,001+ employees",25 to 34,connected to any,700000
14318,14318,USA,Male,IT,Any Job Seniority,"10,001+ employees",18 to 24,connected to big companies,32000
14319,14319,USA,Male,IT,Any Job Seniority,"10,001+ employees",18 to 24,connected to any,170000
14320,14320,USA,Male,IT,Any Job Seniority,"5001-10,000 employees",Any Age Range,connected to big companies,120000
14321,14321,USA,Male,IT,Any Job Seniority,"5001-10,000 employees",Any Age Range,connected to any,290000
14322,14322,USA,Male,IT,Any Job Seniority,"5001-10,000 employees",55+,connected to big companies,13000
14323,14323,USA,Male,IT,Any Job Seniority,"5001-10,000 employees",55+,connected to any,28000
14324,14324,USA,Male,IT,Any Job Seniority,"5001-10,000 employees",35 to 54,connected to big companies,68000
14325,14325,USA,Male,IT,Any Job Seniority,"5001-10,000 employees",35 to 54,connected to any,140000
14326,14326,USA,Male,IT,Any Job Seniority,"5001-10,000 employees",25 to 34,connected to big companies,35000
14327,14327,USA,Male,IT,Any Job Seniority,"5001-10,000 employees",25 to 34,connected to any,110000
14328,14328,USA,Male,IT,Any Job Seniority,"5001-10,000 employees",18 to 24,connected to big companies,6100
14329,14329,USA,Male,IT,Any Job Seniority,"5001-10,000 employees",18 to 24,connected to any,21000
14330,14330,USA,Male,IT,Any Job Seniority,1001-5000 employees,Any Age Range,connected to big companies,270000
14331,14331,USA,Male,IT,Any Job Seniority,1001-5000 employees,Any Age Range,connected to any,690000
14332,14332,USA,Male,IT,Any Job Seniority,1001-5000 employees,55+,connected to big companies,25000
14333,14333,USA,Male,IT,Any Job Seniority,1001-5000 employees,55+,connected to any,56000
14334,14334,USA,Male,IT,Any Job Seniority,1001-5000 employees,35 to 54,connected to big companies,150000
14335,14335,USA,Male,IT,Any Job Seniority,1001-5000 employees,35 to 54,connected to any,300000
14336,14336,USA,Male,IT,Any Job Seniority,1001-5000 employees,25 to 34,connected to big companies,89000
14337,14337,USA,Male,IT,Any Job Seniority,1001-5000 employees,25 to 34,connected to any,270000
14338,14338,USA,Male,IT,Any Job Seniority,1001-5000 employees,18 to 24,connected to big companies,14000
14339,14339,USA,Male,IT,Any Job Seniority,1001-5000 employees,18 to 24,connected to any,63000
14340,14340,USA,Male,IT,Any Job Seniority,501-1000 employees,Any Age Range,connected to big companies,120000
14341,14341,USA,Male,IT,Any Job Seniority,501-1000 employees,Any Age Range,connected to any,290000
14342,14342,USA,Male,IT,Any Job Seniority,501-1000 employees,55+,connected to big companies,11000
14343,14343,USA,Male,IT,Any Job Seniority,501-1000 employees,55+,connected to any,25000
14344,14344,USA,Male,IT,Any Job Seniority,501-1000 employees,35 to 54,connected to big companies,62000
14345,14345,USA,Male,IT,Any Job Seniority,501-1000 employees,35 to 54,connected to any,130000
14346,14346,USA,Male,IT,Any Job Seniority,501-1000 employees,25 to 34,connected to big companies,39000
14347,14347,USA,Male,IT,Any Job Seniority,501-1000 employees,25 to 34,connected to any,120000
14348,14348,USA,Male,IT,Any Job Seniority,501-1000 employees,18 to 24,connected to big companies,6300
14349,14349,USA,Male,IT,Any Job Seniority,501-1000 employees,18 to 24,connected to any,23000
14350,14350,USA,Male,IT,Any Job Seniority,201-500 employees,Any Age Range,connected to big companies,160000
14351,14351,USA,Male,IT,Any Job Seniority,201-500 employees,Any Age Range,connected to any,430000
14352,14352,USA,Male,IT,Any Job Seniority,201-500 employees,55+,connected to big companies,16000
14353,14353,USA,Male,IT,Any Job Seniority,201-500 employees,55+,connected to any,39000
14354,14354,USA,Male,IT,Any Job Seniority,201-500 employees,35 to 54,connected to big companies,83000
14355,14355,USA,Male,IT,Any Job Seniority,201-500 employees,35 to 54,connected to any,190000
14356,14356,USA,Male,IT,Any Job Seniority,201-500 employees,25 to 34,connected to big companies,51000
14357,14357,USA,Male,IT,Any Job Seniority,201-500 employees,25 to 34,connected to any,170000
14358,14358,USA,Male,IT,Any Job Seniority,201-500 employees,18 to 24,connected to big companies,8200
14359,14359,USA,Male,IT,Any Job Seniority,201-500 employees,18 to 24,connected to any,34000
14360,14360,USA,Male,IT,Any Job Seniority,51-200 employees,Any Age Range,connected to big companies,250000
14361,14361,USA,Male,IT,Any Job Seniority,51-200 employees,Any Age Range,connected to any,680000
14362,14362,USA,Male,IT,Any Job Seniority,51-200 employees,55+,connected to big companies,27000
14363,14363,USA,Male,IT,Any Job Seniority,51-200 employees,55+,connected to any,63000
14364,14364,USA,Male,IT,Any Job Seniority,51-200 employees,35 to 54,connected to big companies,130000
14365,14365,USA,Male,IT,Any Job Seniority,51-200 employees,35 to 54,connected to any,290000
14366,14366,USA,Male,IT,Any Job Seniority,51-200 employees,25 to 34,connected to big companies,78000
14367,14367,USA,Male,IT,Any Job Seniority,51-200 employees,25 to 34,connected to any,280000
14368,14368,USA,Male,IT,Any Job Seniority,51-200 employees,18 to 24,connected to big companies,14000
14369,14369,USA,Male,IT,Any Job Seniority,51-200 employees,18 to 24,connected to any,53000
14370,14370,USA,Male,IT,Any Job Seniority,11-50 employees,Any Age Range,connected to big companies,230000
14371,14371,USA,Male,IT,Any Job Seniority,11-50 employees,Any Age Range,connected to any,720000
14372,14372,USA,Male,IT,Any Job Seniority,11-50 employees,55+,connected to big companies,30000
14373,14373,USA,Male,IT,Any Job Seniority,11-50 employees,55+,connected to any,74000
14374,14374,USA,Male,IT,Any Job Seniority,11-50 employees,35 to 54,connected to big companies,120000
14375,14375,USA,Male,IT,Any Job Seniority,11-50 employees,35 to 54,connected to any,300000
14376,14376,USA,Male,IT,Any Job Seniority,11-50 employees,25 to 34,connected to big companies,64000
14377,14377,USA,Male,IT,Any Job Seniority,11-50 employees,25 to 34,connected to any,290000
14378,14378,USA,Male,IT,Any Job Seniority,11-50 employees,18 to 24,connected to big companies,14000
14379,14379,USA,Male,IT,Any Job Seniority,11-50 employees,18 to 24,connected to any,59000
14380,14380,USA,Male,IT,Any Job Seniority,2-10 employees,Any Age Range,connected to big companies,160000
14381,14381,USA,Male,IT,Any Job Seniority,2-10 employees,Any Age Range,connected to any,590000
14382,14382,USA,Male,IT,Any Job Seniority,2-10 employees,55+,connected to big companies,24000
14383,14383,USA,Male,IT,Any Job Seniority,2-10 employees,55+,connected to any,69000
14384,14384,USA,Male,IT,Any Job Seniority,2-10 employees,35 to 54,connected to big companies,85000
14385,14385,USA,Male,IT,Any Job Seniority,2-10 employees,35 to 54,connected to any,230000
14386,14386,USA,Male,IT,Any Job Seniority,2-10 employees,25 to 34,connected to big companies,41000
14387,14387,USA,Male,IT,Any Job Seniority,2-10 employees,25 to 34,connected to any,240000
14388,14388,USA,Male,IT,Any Job Seniority,2-10 employees,18 to 24,connected to big companies,10000
14389,14389,USA,Male,IT,Any Job Seniority,2-10 employees,18 to 24,connected to any,48000
14390,14390,USA,Male,IT,Any Job Seniority,Myself Only,Any Age Range,connected to big companies,24000
14391,14391,USA,Male,IT,Any Job Seniority,Myself Only,Any Age Range,connected to any,97000
14392,14392,USA,Male,IT,Any Job Seniority,Myself Only,55+,connected to big companies,3400
14393,14393,USA,Male,IT,Any Job Seniority,Myself Only,55+,connected to any,9000
14394,14394,USA,Male,IT,Any Job Seniority,Myself Only,35 to 54,connected to big companies,12000
14395,14395,USA,Male,IT,Any Job Seniority,Myself Only,35 to 54,connected to any,28000
14396,14396,USA,Male,IT,Any Job Seniority,Myself Only,25 to 34,connected to big companies,6400
14397,14397,USA,Male,IT,Any Job Seniority,Myself Only,25 to 34,connected to any,50000
14398,14398,USA,Male,IT,Any Job Seniority,Myself Only,18 to 24,connected to big companies,1500
14399,14399,USA,Male,IT,Any Job Seniority,Myself Only,18 to 24,connected to any,10000
14400,14400,USA,Male,IT,Owner,Any Company Size,Any Age Range,connected to big companies,140000
14401,14401,USA,Male,IT,Owner,Any Company Size,Any Age Range,connected to any,510000
14402,14402,USA,Male,IT,Owner,Any Company Size,55+,connected to big companies,24000
14403,14403,USA,Male,IT,Owner,Any Company Size,55+,connected to any,75000
14404,14404,USA,Male,IT,Owner,Any Company Size,35 to 54,connected to big companies,83000
14405,14405,USA,Male,IT,Owner,Any Company Size,35 to 54,connected to any,250000
14406,14406,USA,Male,IT,Owner,Any Company Size,25 to 34,connected to big companies,30000
14407,14407,USA,Male,IT,Owner,Any Company Size,25 to 34,connected to any,160000
14408,14408,USA,Male,IT,Owner,Any Company Size,18 to 24,connected to big companies,5800
14409,14409,USA,Male,IT,Owner,Any Company Size,18 to 24,connected to any,21000
14410,14410,USA,Male,IT,Owner,"10,001+ employees",Any Age Range,connected to big companies,17000
14411,14411,USA,Male,IT,Owner,"10,001+ employees",Any Age Range,connected to any,42000
14412,14412,USA,Male,IT,Owner,"10,001+ employees",55+,connected to big companies,2500
14413,14413,USA,Male,IT,Owner,"10,001+ employees",55+,connected to any,6000
14414,14414,USA,Male,IT,Owner,"10,001+ employees",35 to 54,connected to big companies,9400
14415,14415,USA,Male,IT,Owner,"10,001+ employees",35 to 54,connected to any,22000
14416,14416,USA,Male,IT,Owner,"10,001+ employees",25 to 34,connected to big companies,4100
14417,14417,USA,Male,IT,Owner,"10,001+ employees",25 to 34,connected to any,11000
14418,14418,USA,Male,IT,Owner,"10,001+ employees",18 to 24,connected to big companies,1100
14419,14419,USA,Male,IT,Owner,"10,001+ employees",18 to 24,connected to any,3200
14420,14420,USA,Male,IT,Owner,"5001-10,000 employees",Any Age Range,connected to big companies,4600
14421,14421,USA,Male,IT,Owner,"5001-10,000 employees",Any Age Range,connected to any,10000
14422,14422,USA,Male,IT,Owner,"5001-10,000 employees",55+,connected to big companies,700
14423,14423,USA,Male,IT,Owner,"5001-10,000 employees",55+,connected to any,1500
