Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
VNM,Male,Finance,35 to 54,Unpaid,501-1000 employees,0
VNM,Male,Finance,35 to 54,Unpaid,201-500 employees,0
VNM,Male,Finance,35 to 54,Unpaid,51-200 employees,0
VNM,Male,Finance,35 to 54,Unpaid,11-50 employees,0
VNM,Male,Finance,35 to 54,Unpaid,2-10 employees,0
VNM,Male,Finance,35 to 54,Unpaid,Myself Only,0
VNM,Male,Finance,25 to 34,Any Job Seniority,Any Company Size,30000
VNM,Male,Finance,25 to 34,Any Job Seniority,"10,001+ employees",7000
VNM,Male,Finance,25 to 34,Any Job Seniority,"5001-10,000 employees",1600
VNM,Male,Finance,25 to 34,Any Job Seniority,1001-5000 employees,3200
VNM,Male,Finance,25 to 34,Any Job Seniority,501-1000 employees,1300
VNM,Male,Finance,25 to 34,Any Job Seniority,201-500 employees,1200
VNM,Male,Finance,25 to 34,Any Job Seniority,51-200 employees,1800
VNM,Male,Finance,25 to 34,Any Job Seniority,11-50 employees,1500
VNM,Male,Finance,25 to 34,Any Job Seniority,2-10 employees,1000
VNM,Male,Finance,25 to 34,Any Job Seniority,Myself Only,0
VNM,Male,Finance,25 to 34,Owner,Any Company Size,690
VNM,Male,Finance,25 to 34,Owner,"10,001+ employees",0
VNM,Male,Finance,25 to 34,Owner,"5001-10,000 employees",0
VNM,Male,Finance,25 to 34,Owner,1001-5000 employees,0
VNM,Male,Finance,25 to 34,Owner,501-1000 employees,0
VNM,Male,Finance,25 to 34,Owner,201-500 employees,0
VNM,Male,Finance,25 to 34,Owner,51-200 employees,0
VNM,Male,Finance,25 to 34,Owner,11-50 employees,0
VNM,Male,Finance,25 to 34,Owner,2-10 employees,0
VNM,Male,Finance,25 to 34,Owner,Myself Only,0
VNM,Male,Finance,25 to 34,Partner,Any Company Size,0
VNM,Male,Finance,25 to 34,Partner,"10,001+ employees",0
VNM,Male,Finance,25 to 34,Partner,"5001-10,000 employees",0
VNM,Male,Finance,25 to 34,Partner,1001-5000 employees,0
VNM,Male,Finance,25 to 34,Partner,501-1000 employees,0
VNM,Male,Finance,25 to 34,Partner,201-500 employees,0
VNM,Male,Finance,25 to 34,Partner,51-200 employees,0
VNM,Male,Finance,25 to 34,Partner,11-50 employees,0
VNM,Male,Finance,25 to 34,Partner,2-10 employees,0
VNM,Male,Finance,25 to 34,Partner,Myself Only,0
VNM,Male,Finance,25 to 34,CXO,Any Company Size,620
VNM,Male,Finance,25 to 34,CXO,"10,001+ employees",0
VNM,Male,Finance,25 to 34,CXO,"5001-10,000 employees",0
VNM,Male,Finance,25 to 34,CXO,1001-5000 employees,0
VNM,Male,Finance,25 to 34,CXO,501-1000 employees,0
VNM,Male,Finance,25 to 34,CXO,201-500 employees,0
VNM,Male,Finance,25 to 34,CXO,51-200 employees,0
VNM,Male,Finance,25 to 34,CXO,11-50 employees,0
VNM,Male,Finance,25 to 34,CXO,2-10 employees,0
VNM,Male,Finance,25 to 34,CXO,Myself Only,0
VNM,Male,Finance,25 to 34,VP,Any Company Size,380
VNM,Male,Finance,25 to 34,VP,"10,001+ employees",0
VNM,Male,Finance,25 to 34,VP,"5001-10,000 employees",0
VNM,Male,Finance,25 to 34,VP,1001-5000 employees,0
VNM,Male,Finance,25 to 34,VP,501-1000 employees,0
VNM,Male,Finance,25 to 34,VP,201-500 employees,0
VNM,Male,Finance,25 to 34,VP,51-200 employees,0
VNM,Male,Finance,25 to 34,VP,11-50 employees,0
VNM,Male,Finance,25 to 34,VP,2-10 employees,0
VNM,Male,Finance,25 to 34,VP,Myself Only,0
VNM,Male,Finance,25 to 34,Director,Any Company Size,1500
VNM,Male,Finance,25 to 34,Director,"10,001+ employees",370
VNM,Male,Finance,25 to 34,Director,"5001-10,000 employees",0
VNM,Male,Finance,25 to 34,Director,1001-5000 employees,0
VNM,Male,Finance,25 to 34,Director,501-1000 employees,0
VNM,Male,Finance,25 to 34,Director,201-500 employees,0
VNM,Male,Finance,25 to 34,Director,51-200 employees,0
VNM,Male,Finance,25 to 34,Director,11-50 employees,0
VNM,Male,Finance,25 to 34,Director,2-10 employees,0
VNM,Male,Finance,25 to 34,Director,Myself Only,0
VNM,Male,Finance,25 to 34,Manager,Any Company Size,2200
VNM,Male,Finance,25 to 34,Manager,"10,001+ employees",630
VNM,Male,Finance,25 to 34,Manager,"5001-10,000 employees",0
VNM,Male,Finance,25 to 34,Manager,1001-5000 employees,350
VNM,Male,Finance,25 to 34,Manager,501-1000 employees,0
VNM,Male,Finance,25 to 34,Manager,201-500 employees,0
VNM,Male,Finance,25 to 34,Manager,51-200 employees,0
VNM,Male,Finance,25 to 34,Manager,11-50 employees,0
VNM,Male,Finance,25 to 34,Manager,2-10 employees,0
VNM,Male,Finance,25 to 34,Manager,Myself Only,0
VNM,Male,Finance,25 to 34,Senior,Any Company Size,7900
VNM,Male,Finance,25 to 34,Senior,"10,001+ employees",2500
VNM,Male,Finance,25 to 34,Senior,"5001-10,000 employees",540
VNM,Male,Finance,25 to 34,Senior,1001-5000 employees,1100
VNM,Male,Finance,25 to 34,Senior,501-1000 employees,500
VNM,Male,Finance,25 to 34,Senior,201-500 employees,330
VNM,Male,Finance,25 to 34,Senior,51-200 employees,650
VNM,Male,Finance,25 to 34,Senior,11-50 employees,410
VNM,Male,Finance,25 to 34,Senior,2-10 employees,0
VNM,Male,Finance,25 to 34,Senior,Myself Only,0
VNM,Male,Finance,25 to 34,Entry,Any Company Size,8000
VNM,Male,Finance,25 to 34,Entry,"10,001+ employees",2500
VNM,Male,Finance,25 to 34,Entry,"5001-10,000 employees",550
VNM,Male,Finance,25 to 34,Entry,1001-5000 employees,840
VNM,Male,Finance,25 to 34,Entry,501-1000 employees,380
VNM,Male,Finance,25 to 34,Entry,201-500 employees,330
VNM,Male,Finance,25 to 34,Entry,51-200 employees,550
VNM,Male,Finance,25 to 34,Entry,11-50 employees,450
VNM,Male,Finance,25 to 34,Entry,2-10 employees,310
VNM,Male,Finance,25 to 34,Entry,Myself Only,0
VNM,Male,Finance,25 to 34,Training,Any Company Size,560
VNM,Male,Finance,25 to 34,Training,"10,001+ employees",0
VNM,Male,Finance,25 to 34,Training,"5001-10,000 employees",0
VNM,Male,Finance,25 to 34,Training,1001-5000 employees,0
VNM,Male,Finance,25 to 34,Training,501-1000 employees,0
VNM,Male,Finance,25 to 34,Training,201-500 employees,0
VNM,Male,Finance,25 to 34,Training,51-200 employees,0
VNM,Male,Finance,25 to 34,Training,11-50 employees,0
VNM,Male,Finance,25 to 34,Training,2-10 employees,0
VNM,Male,Finance,25 to 34,Training,Myself Only,0
VNM,Male,Finance,25 to 34,Unpaid,Any Company Size,0
VNM,Male,Finance,25 to 34,Unpaid,"10,001+ employees",0
VNM,Male,Finance,25 to 34,Unpaid,"5001-10,000 employees",0
VNM,Male,Finance,25 to 34,Unpaid,1001-5000 employees,0
VNM,Male,Finance,25 to 34,Unpaid,501-1000 employees,0
VNM,Male,Finance,25 to 34,Unpaid,201-500 employees,0
VNM,Male,Finance,25 to 34,Unpaid,51-200 employees,0
VNM,Male,Finance,25 to 34,Unpaid,11-50 employees,0
VNM,Male,Finance,25 to 34,Unpaid,2-10 employees,0
VNM,Male,Finance,25 to 34,Unpaid,Myself Only,0
VNM,Male,Finance,18 to 24,Any Job Seniority,Any Company Size,8600
VNM,Male,Finance,18 to 24,Any Job Seniority,"10,001+ employees",2700
VNM,Male,Finance,18 to 24,Any Job Seniority,"5001-10,000 employees",400
VNM,Male,Finance,18 to 24,Any Job Seniority,1001-5000 employees,830
VNM,Male,Finance,18 to 24,Any Job Seniority,501-1000 employees,300
VNM,Male,Finance,18 to 24,Any Job Seniority,201-500 employees,0
VNM,Male,Finance,18 to 24,Any Job Seniority,51-200 employees,430
VNM,Male,Finance,18 to 24,Any Job Seniority,11-50 employees,480
VNM,Male,Finance,18 to 24,Any Job Seniority,2-10 employees,0
VNM,Male,Finance,18 to 24,Any Job Seniority,Myself Only,0
VNM,Male,Finance,18 to 24,Owner,Any Company Size,0
VNM,Male,Finance,18 to 24,Owner,"10,001+ employees",0
VNM,Male,Finance,18 to 24,Owner,"5001-10,000 employees",0
VNM,Male,Finance,18 to 24,Owner,1001-5000 employees,0
VNM,Male,Finance,18 to 24,Owner,501-1000 employees,0
VNM,Male,Finance,18 to 24,Owner,201-500 employees,0
VNM,Male,Finance,18 to 24,Owner,51-200 employees,0
VNM,Male,Finance,18 to 24,Owner,11-50 employees,0
VNM,Male,Finance,18 to 24,Owner,2-10 employees,0
VNM,Male,Finance,18 to 24,Owner,Myself Only,0
VNM,Male,Finance,18 to 24,Partner,Any Company Size,0
VNM,Male,Finance,18 to 24,Partner,"10,001+ employees",0
VNM,Male,Finance,18 to 24,Partner,"5001-10,000 employees",0
VNM,Male,Finance,18 to 24,Partner,1001-5000 employees,0
VNM,Male,Finance,18 to 24,Partner,501-1000 employees,0
VNM,Male,Finance,18 to 24,Partner,201-500 employees,0
VNM,Male,Finance,18 to 24,Partner,51-200 employees,0
VNM,Male,Finance,18 to 24,Partner,11-50 employees,0
VNM,Male,Finance,18 to 24,Partner,2-10 employees,0
VNM,Male,Finance,18 to 24,Partner,Myself Only,0
VNM,Male,Finance,18 to 24,CXO,Any Company Size,0
VNM,Male,Finance,18 to 24,CXO,"10,001+ employees",0
VNM,Male,Finance,18 to 24,CXO,"5001-10,000 employees",0
VNM,Male,Finance,18 to 24,CXO,1001-5000 employees,0
VNM,Male,Finance,18 to 24,CXO,501-1000 employees,0
VNM,Male,Finance,18 to 24,CXO,201-500 employees,0
VNM,Male,Finance,18 to 24,CXO,51-200 employees,0
VNM,Male,Finance,18 to 24,CXO,11-50 employees,0
VNM,Male,Finance,18 to 24,CXO,2-10 employees,0
VNM,Male,Finance,18 to 24,CXO,Myself Only,0
VNM,Male,Finance,18 to 24,VP,Any Company Size,0
VNM,Male,Finance,18 to 24,VP,"10,001+ employees",0
VNM,Male,Finance,18 to 24,VP,"5001-10,000 employees",0
VNM,Male,Finance,18 to 24,VP,1001-5000 employees,0
VNM,Male,Finance,18 to 24,VP,501-1000 employees,0
VNM,Male,Finance,18 to 24,VP,201-500 employees,0
VNM,Male,Finance,18 to 24,VP,51-200 employees,0
VNM,Male,Finance,18 to 24,VP,11-50 employees,0
VNM,Male,Finance,18 to 24,VP,2-10 employees,0
VNM,Male,Finance,18 to 24,VP,Myself Only,0
VNM,Male,Finance,18 to 24,Director,Any Company Size,0
VNM,Male,Finance,18 to 24,Director,"10,001+ employees",0
VNM,Male,Finance,18 to 24,Director,"5001-10,000 employees",0
VNM,Male,Finance,18 to 24,Director,1001-5000 employees,0
VNM,Male,Finance,18 to 24,Director,501-1000 employees,0
VNM,Male,Finance,18 to 24,Director,201-500 employees,0
VNM,Male,Finance,18 to 24,Director,51-200 employees,0
VNM,Male,Finance,18 to 24,Director,11-50 employees,0
VNM,Male,Finance,18 to 24,Director,2-10 employees,0
VNM,Male,Finance,18 to 24,Director,Myself Only,0
VNM,Male,Finance,18 to 24,Manager,Any Company Size,440
VNM,Male,Finance,18 to 24,Manager,"10,001+ employees",0
VNM,Male,Finance,18 to 24,Manager,"5001-10,000 employees",0
VNM,Male,Finance,18 to 24,Manager,1001-5000 employees,0
VNM,Male,Finance,18 to 24,Manager,501-1000 employees,0
VNM,Male,Finance,18 to 24,Manager,201-500 employees,0
VNM,Male,Finance,18 to 24,Manager,51-200 employees,0
VNM,Male,Finance,18 to 24,Manager,11-50 employees,0
VNM,Male,Finance,18 to 24,Manager,2-10 employees,0
VNM,Male,Finance,18 to 24,Manager,Myself Only,0
VNM,Male,Finance,18 to 24,Senior,Any Company Size,2100
VNM,Male,Finance,18 to 24,Senior,"10,001+ employees",790
VNM,Male,Finance,18 to 24,Senior,"5001-10,000 employees",0
VNM,Male,Finance,18 to 24,Senior,1001-5000 employees,300
VNM,Male,Finance,18 to 24,Senior,501-1000 employees,0
VNM,Male,Finance,18 to 24,Senior,201-500 employees,0
VNM,Male,Finance,18 to 24,Senior,51-200 employees,0
VNM,Male,Finance,18 to 24,Senior,11-50 employees,0
VNM,Male,Finance,18 to 24,Senior,2-10 employees,0
VNM,Male,Finance,18 to 24,Senior,Myself Only,0
VNM,Male,Finance,18 to 24,Entry,Any Company Size,2900
VNM,Male,Finance,18 to 24,Entry,"10,001+ employees",1100
VNM,Male,Finance,18 to 24,Entry,"5001-10,000 employees",0
VNM,Male,Finance,18 to 24,Entry,1001-5000 employees,0
VNM,Male,Finance,18 to 24,Entry,501-1000 employees,0
VNM,Male,Finance,18 to 24,Entry,201-500 employees,0
VNM,Male,Finance,18 to 24,Entry,51-200 employees,0
VNM,Male,Finance,18 to 24,Entry,11-50 employees,0
VNM,Male,Finance,18 to 24,Entry,2-10 employees,0
VNM,Male,Finance,18 to 24,Entry,Myself Only,0
VNM,Male,Finance,18 to 24,Training,Any Company Size,360
VNM,Male,Finance,18 to 24,Training,"10,001+ employees",0
VNM,Male,Finance,18 to 24,Training,"5001-10,000 employees",0
VNM,Male,Finance,18 to 24,Training,1001-5000 employees,0
VNM,Male,Finance,18 to 24,Training,501-1000 employees,0
VNM,Male,Finance,18 to 24,Training,201-500 employees,0
VNM,Male,Finance,18 to 24,Training,51-200 employees,0
VNM,Male,Finance,18 to 24,Training,11-50 employees,0
VNM,Male,Finance,18 to 24,Training,2-10 employees,0
VNM,Male,Finance,18 to 24,Training,Myself Only,0
VNM,Male,Finance,18 to 24,Unpaid,Any Company Size,0
VNM,Male,Finance,18 to 24,Unpaid,"10,001+ employees",0
VNM,Male,Finance,18 to 24,Unpaid,"5001-10,000 employees",0
VNM,Male,Finance,18 to 24,Unpaid,1001-5000 employees,0
VNM,Male,Finance,18 to 24,Unpaid,501-1000 employees,0
VNM,Male,Finance,18 to 24,Unpaid,201-500 employees,0
VNM,Male,Finance,18 to 24,Unpaid,51-200 employees,0
VNM,Male,Finance,18 to 24,Unpaid,11-50 employees,0
VNM,Male,Finance,18 to 24,Unpaid,2-10 employees,0
VNM,Male,Finance,18 to 24,Unpaid,Myself Only,0
VNM,Male,IT,Any Age Range,Any Job Seniority,Any Company Size,120000
VNM,Male,IT,Any Age Range,Any Job Seniority,"10,001+ employees",23000
VNM,Male,IT,Any Age Range,Any Job Seniority,"5001-10,000 employees",2700
VNM,Male,IT,Any Age Range,Any Job Seniority,1001-5000 employees,9700
VNM,Male,IT,Any Age Range,Any Job Seniority,501-1000 employees,6300
VNM,Male,IT,Any Age Range,Any Job Seniority,201-500 employees,7800
VNM,Male,IT,Any Age Range,Any Job Seniority,51-200 employees,11000
VNM,Male,IT,Any Age Range,Any Job Seniority,11-50 employees,11000
VNM,Male,IT,Any Age Range,Any Job Seniority,2-10 employees,5900
VNM,Male,IT,Any Age Range,Any Job Seniority,Myself Only,1600
VNM,Male,IT,Any Age Range,Owner,Any Company Size,3200
VNM,Male,IT,Any Age Range,Owner,"10,001+ employees",440
VNM,Male,IT,Any Age Range,Owner,"5001-10,000 employees",0
VNM,Male,IT,Any Age Range,Owner,1001-5000 employees,0
VNM,Male,IT,Any Age Range,Owner,501-1000 employees,0
VNM,Male,IT,Any Age Range,Owner,201-500 employees,0
VNM,Male,IT,Any Age Range,Owner,51-200 employees,350
VNM,Male,IT,Any Age Range,Owner,11-50 employees,680
VNM,Male,IT,Any Age Range,Owner,2-10 employees,500
VNM,Male,IT,Any Age Range,Owner,Myself Only,0
VNM,Male,IT,Any Age Range,Partner,Any Company Size,350
VNM,Male,IT,Any Age Range,Partner,"10,001+ employees",0
VNM,Male,IT,Any Age Range,Partner,"5001-10,000 employees",0
VNM,Male,IT,Any Age Range,Partner,1001-5000 employees,0
VNM,Male,IT,Any Age Range,Partner,501-1000 employees,0
VNM,Male,IT,Any Age Range,Partner,201-500 employees,0
VNM,Male,IT,Any Age Range,Partner,51-200 employees,0
VNM,Male,IT,Any Age Range,Partner,11-50 employees,0
VNM,Male,IT,Any Age Range,Partner,2-10 employees,0
VNM,Male,IT,Any Age Range,Partner,Myself Only,0
VNM,Male,IT,Any Age Range,CXO,Any Company Size,3200
VNM,Male,IT,Any Age Range,CXO,"10,001+ employees",300
VNM,Male,IT,Any Age Range,CXO,"5001-10,000 employees",0
VNM,Male,IT,Any Age Range,CXO,1001-5000 employees,0
VNM,Male,IT,Any Age Range,CXO,501-1000 employees,0
VNM,Male,IT,Any Age Range,CXO,201-500 employees,0
VNM,Male,IT,Any Age Range,CXO,51-200 employees,460
VNM,Male,IT,Any Age Range,CXO,11-50 employees,740
VNM,Male,IT,Any Age Range,CXO,2-10 employees,390
VNM,Male,IT,Any Age Range,CXO,Myself Only,0
VNM,Male,IT,Any Age Range,VP,Any Company Size,1600
VNM,Male,IT,Any Age Range,VP,"10,001+ employees",420
VNM,Male,IT,Any Age Range,VP,"5001-10,000 employees",0
VNM,Male,IT,Any Age Range,VP,1001-5000 employees,0
VNM,Male,IT,Any Age Range,VP,501-1000 employees,0
VNM,Male,IT,Any Age Range,VP,201-500 employees,0
VNM,Male,IT,Any Age Range,VP,51-200 employees,0
VNM,Male,IT,Any Age Range,VP,11-50 employees,0
VNM,Male,IT,Any Age Range,VP,2-10 employees,0
VNM,Male,IT,Any Age Range,VP,Myself Only,0
VNM,Male,IT,Any Age Range,Director,Any Company Size,4700
VNM,Male,IT,Any Age Range,Director,"10,001+ employees",970
VNM,Male,IT,Any Age Range,Director,"5001-10,000 employees",0
VNM,Male,IT,Any Age Range,Director,1001-5000 employees,440
VNM,Male,IT,Any Age Range,Director,501-1000 employees,370
VNM,Male,IT,Any Age Range,Director,201-500 employees,370
VNM,Male,IT,Any Age Range,Director,51-200 employees,580
VNM,Male,IT,Any Age Range,Director,11-50 employees,610
VNM,Male,IT,Any Age Range,Director,2-10 employees,390
VNM,Male,IT,Any Age Range,Director,Myself Only,0
VNM,Male,IT,Any Age Range,Manager,Any Company Size,6200
VNM,Male,IT,Any Age Range,Manager,"10,001+ employees",1600
VNM,Male,IT,Any Age Range,Manager,"5001-10,000 employees",0
VNM,Male,IT,Any Age Range,Manager,1001-5000 employees,610
VNM,Male,IT,Any Age Range,Manager,501-1000 employees,390
VNM,Male,IT,Any Age Range,Manager,201-500 employees,420
VNM,Male,IT,Any Age Range,Manager,51-200 employees,640
VNM,Male,IT,Any Age Range,Manager,11-50 employees,620
VNM,Male,IT,Any Age Range,Manager,2-10 employees,340
VNM,Male,IT,Any Age Range,Manager,Myself Only,0
VNM,Male,IT,Any Age Range,Senior,Any Company Size,26000
VNM,Male,IT,Any Age Range,Senior,"10,001+ employees",5500
VNM,Male,IT,Any Age Range,Senior,"5001-10,000 employees",850
VNM,Male,IT,Any Age Range,Senior,1001-5000 employees,3000
VNM,Male,IT,Any Age Range,Senior,501-1000 employees,2000
VNM,Male,IT,Any Age Range,Senior,201-500 employees,2100
VNM,Male,IT,Any Age Range,Senior,51-200 employees,3200
VNM,Male,IT,Any Age Range,Senior,11-50 employees,2600
VNM,Male,IT,Any Age Range,Senior,2-10 employees,1200
VNM,Male,IT,Any Age Range,Senior,Myself Only,300
VNM,Male,IT,Any Age Range,Entry,Any Company Size,47000
VNM,Male,IT,Any Age Range,Entry,"10,001+ employees",11000
VNM,Male,IT,Any Age Range,Entry,"5001-10,000 employees",1100
VNM,Male,IT,Any Age Range,Entry,1001-5000 employees,4400
VNM,Male,IT,Any Age Range,Entry,501-1000 employees,2800
VNM,Male,IT,Any Age Range,Entry,201-500 employees,3800
VNM,Male,IT,Any Age Range,Entry,51-200 employees,4800
VNM,Male,IT,Any Age Range,Entry,11-50 employees,4400
VNM,Male,IT,Any Age Range,Entry,2-10 employees,2200
VNM,Male,IT,Any Age Range,Entry,Myself Only,790
VNM,Male,IT,Any Age Range,Training,Any Company Size,3000
VNM,Male,IT,Any Age Range,Training,"10,001+ employees",750
VNM,Male,IT,Any Age Range,Training,"5001-10,000 employees",0
VNM,Male,IT,Any Age Range,Training,1001-5000 employees,0
VNM,Male,IT,Any Age Range,Training,501-1000 employees,0
VNM,Male,IT,Any Age Range,Training,201-500 employees,0
VNM,Male,IT,Any Age Range,Training,51-200 employees,0
VNM,Male,IT,Any Age Range,Training,11-50 employees,0
VNM,Male,IT,Any Age Range,Training,2-10 employees,0
VNM,Male,IT,Any Age Range,Training,Myself Only,0
VNM,Male,IT,Any Age Range,Unpaid,Any Company Size,780
VNM,Male,IT,Any Age Range,Unpaid,"10,001+ employees",0
VNM,Male,IT,Any Age Range,Unpaid,"5001-10,000 employees",0
VNM,Male,IT,Any Age Range,Unpaid,1001-5000 employees,0
VNM,Male,IT,Any Age Range,Unpaid,501-1000 employees,0
VNM,Male,IT,Any Age Range,Unpaid,201-500 employees,0
VNM,Male,IT,Any Age Range,Unpaid,51-200 employees,0
VNM,Male,IT,Any Age Range,Unpaid,11-50 employees,0
VNM,Male,IT,Any Age Range,Unpaid,2-10 employees,0
VNM,Male,IT,Any Age Range,Unpaid,Myself Only,0
VNM,Male,IT,55+,Any Job Seniority,Any Company Size,350
VNM,Male,IT,55+,Any Job Seniority,"10,001+ employees",0
VNM,Male,IT,55+,Any Job Seniority,"5001-10,000 employees",0
VNM,Male,IT,55+,Any Job Seniority,1001-5000 employees,0
VNM,Male,IT,55+,Any Job Seniority,501-1000 employees,0
VNM,Male,IT,55+,Any Job Seniority,201-500 employees,0
VNM,Male,IT,55+,Any Job Seniority,51-200 employees,0
VNM,Male,IT,55+,Any Job Seniority,11-50 employees,0
VNM,Male,IT,55+,Any Job Seniority,2-10 employees,0
VNM,Male,IT,55+,Any Job Seniority,Myself Only,0
VNM,Male,IT,55+,Owner,Any Company Size,0
VNM,Male,IT,55+,Owner,"10,001+ employees",0
VNM,Male,IT,55+,Owner,"5001-10,000 employees",0
VNM,Male,IT,55+,Owner,1001-5000 employees,0
VNM,Male,IT,55+,Owner,501-1000 employees,0
VNM,Male,IT,55+,Owner,201-500 employees,0
VNM,Male,IT,55+,Owner,51-200 employees,0
VNM,Male,IT,55+,Owner,11-50 employees,0
VNM,Male,IT,55+,Owner,2-10 employees,0
VNM,Male,IT,55+,Owner,Myself Only,0
VNM,Male,IT,55+,Partner,Any Company Size,0
VNM,Male,IT,55+,Partner,"10,001+ employees",0
VNM,Male,IT,55+,Partner,"5001-10,000 employees",0
VNM,Male,IT,55+,Partner,1001-5000 employees,0
VNM,Male,IT,55+,Partner,501-1000 employees,0
VNM,Male,IT,55+,Partner,201-500 employees,0
VNM,Male,IT,55+,Partner,51-200 employees,0
VNM,Male,IT,55+,Partner,11-50 employees,0
VNM,Male,IT,55+,Partner,2-10 employees,0
VNM,Male,IT,55+,Partner,Myself Only,0
VNM,Male,IT,55+,CXO,Any Company Size,0
VNM,Male,IT,55+,CXO,"10,001+ employees",0
VNM,Male,IT,55+,CXO,"5001-10,000 employees",0
VNM,Male,IT,55+,CXO,1001-5000 employees,0
VNM,Male,IT,55+,CXO,501-1000 employees,0
VNM,Male,IT,55+,CXO,201-500 employees,0
VNM,Male,IT,55+,CXO,51-200 employees,0
VNM,Male,IT,55+,CXO,11-50 employees,0
VNM,Male,IT,55+,CXO,2-10 employees,0
VNM,Male,IT,55+,CXO,Myself Only,0
VNM,Male,IT,55+,VP,Any Company Size,0
VNM,Male,IT,55+,VP,"10,001+ employees",0
VNM,Male,IT,55+,VP,"5001-10,000 employees",0
VNM,Male,IT,55+,VP,1001-5000 employees,0
VNM,Male,IT,55+,VP,501-1000 employees,0
VNM,Male,IT,55+,VP,201-500 employees,0
VNM,Male,IT,55+,VP,51-200 employees,0
VNM,Male,IT,55+,VP,11-50 employees,0
VNM,Male,IT,55+,VP,2-10 employees,0
VNM,Male,IT,55+,VP,Myself Only,0
VNM,Male,IT,55+,Director,Any Company Size,0
VNM,Male,IT,55+,Director,"10,001+ employees",0
VNM,Male,IT,55+,Director,"5001-10,000 employees",0
VNM,Male,IT,55+,Director,1001-5000 employees,0
VNM,Male,IT,55+,Director,501-1000 employees,0
VNM,Male,IT,55+,Director,201-500 employees,0
VNM,Male,IT,55+,Director,51-200 employees,0
VNM,Male,IT,55+,Director,11-50 employees,0
VNM,Male,IT,55+,Director,2-10 employees,0
VNM,Male,IT,55+,Director,Myself Only,0
VNM,Male,IT,55+,Manager,Any Company Size,0
VNM,Male,IT,55+,Manager,"10,001+ employees",0
VNM,Male,IT,55+,Manager,"5001-10,000 employees",0
VNM,Male,IT,55+,Manager,1001-5000 employees,0
VNM,Male,IT,55+,Manager,501-1000 employees,0
VNM,Male,IT,55+,Manager,201-500 employees,0
VNM,Male,IT,55+,Manager,51-200 employees,0
VNM,Male,IT,55+,Manager,11-50 employees,0
VNM,Male,IT,55+,Manager,2-10 employees,0
VNM,Male,IT,55+,Manager,Myself Only,0
VNM,Male,IT,55+,Senior,Any Company Size,0
VNM,Male,IT,55+,Senior,"10,001+ employees",0
VNM,Male,IT,55+,Senior,"5001-10,000 employees",0
VNM,Male,IT,55+,Senior,1001-5000 employees,0
VNM,Male,IT,55+,Senior,501-1000 employees,0
VNM,Male,IT,55+,Senior,201-500 employees,0
VNM,Male,IT,55+,Senior,51-200 employees,0
VNM,Male,IT,55+,Senior,11-50 employees,0
VNM,Male,IT,55+,Senior,2-10 employees,0
VNM,Male,IT,55+,Senior,Myself Only,0
VNM,Male,IT,55+,Entry,Any Company Size,0
VNM,Male,IT,55+,Entry,"10,001+ employees",0
VNM,Male,IT,55+,Entry,"5001-10,000 employees",0
VNM,Male,IT,55+,Entry,1001-5000 employees,0
VNM,Male,IT,55+,Entry,501-1000 employees,0
VNM,Male,IT,55+,Entry,201-500 employees,0
VNM,Male,IT,55+,Entry,51-200 employees,0
VNM,Male,IT,55+,Entry,11-50 employees,0
VNM,Male,IT,55+,Entry,2-10 employees,0
VNM,Male,IT,55+,Entry,Myself Only,0
VNM,Male,IT,55+,Training,Any Company Size,0
VNM,Male,IT,55+,Training,"10,001+ employees",0
VNM,Male,IT,55+,Training,"5001-10,000 employees",0
VNM,Male,IT,55+,Training,1001-5000 employees,0
VNM,Male,IT,55+,Training,501-1000 employees,0
VNM,Male,IT,55+,Training,201-500 employees,0
VNM,Male,IT,55+,Training,51-200 employees,0
VNM,Male,IT,55+,Training,11-50 employees,0
VNM,Male,IT,55+,Training,2-10 employees,0
VNM,Male,IT,55+,Training,Myself Only,0
VNM,Male,IT,55+,Unpaid,Any Company Size,0
VNM,Male,IT,55+,Unpaid,"10,001+ employees",0
VNM,Male,IT,55+,Unpaid,"5001-10,000 employees",0
VNM,Male,IT,55+,Unpaid,1001-5000 employees,0
VNM,Male,IT,55+,Unpaid,501-1000 employees,0
VNM,Male,IT,55+,Unpaid,201-500 employees,0
VNM,Male,IT,55+,Unpaid,51-200 employees,0
VNM,Male,IT,55+,Unpaid,11-50 employees,0
VNM,Male,IT,55+,Unpaid,2-10 employees,0
VNM,Male,IT,55+,Unpaid,Myself Only,0
VNM,Male,IT,35 to 54,Any Job Seniority,Any Company Size,15000
VNM,Male,IT,35 to 54,Any Job Seniority,"10,001+ employees",2500
VNM,Male,IT,35 to 54,Any Job Seniority,"5001-10,000 employees",360
VNM,Male,IT,35 to 54,Any Job Seniority,1001-5000 employees,1400
VNM,Male,IT,35 to 54,Any Job Seniority,501-1000 employees,1000
VNM,Male,IT,35 to 54,Any Job Seniority,201-500 employees,1100
VNM,Male,IT,35 to 54,Any Job Seniority,51-200 employees,1600
VNM,Male,IT,35 to 54,Any Job Seniority,11-50 employees,1500
VNM,Male,IT,35 to 54,Any Job Seniority,2-10 employees,780
VNM,Male,IT,35 to 54,Any Job Seniority,Myself Only,0
VNM,Male,IT,35 to 54,Owner,Any Company Size,1000
VNM,Male,IT,35 to 54,Owner,"10,001+ employees",0
VNM,Male,IT,35 to 54,Owner,"5001-10,000 employees",0
