Country,Gender,Age Range,Job seniority,Company Industry,Company Size,Count
US,Male,18 to 24,Senior,Computer Networking,1001-5000 employees,0
US,Male,18 to 24,Senior,Computer Networking,501-1000 employees,0
US,Male,18 to 24,Senior,Computer Networking,201-500 employees,0
US,Male,18 to 24,Senior,Computer Networking,51-200 employees,0
US,Male,18 to 24,Senior,Computer Networking,11-50 employees,0
US,Male,18 to 24,Senior,Computer Networking,2-10 employees,0
US,Male,18 to 24,Senior,Computer Networking,Myself Only,0
US,Male,18 to 24,Senior,Computer Hardware,"10,001+ employees",370
US,Male,18 to 24,Senior,Computer Hardware,"5001-10,000 employees",0
US,Male,18 to 24,Senior,Computer Hardware,1001-5000 employees,0
US,Male,18 to 24,Senior,Computer Hardware,501-1000 employees,0
US,Male,18 to 24,Senior,Computer Hardware,201-500 employees,550
US,Male,18 to 24,Senior,Computer Hardware,51-200 employees,0
US,Male,18 to 24,Senior,Computer Hardware,11-50 employees,0
US,Male,18 to 24,Senior,Computer Hardware,2-10 employees,0
US,Male,18 to 24,Senior,Computer Hardware,Myself Only,0
US,Male,18 to 24,Senior,Computer & Network Security,"10,001+ employees",5900
US,Male,18 to 24,Senior,Computer & Network Security,"5001-10,000 employees",0
US,Male,18 to 24,Senior,Computer & Network Security,1001-5000 employees,600
US,Male,18 to 24,Senior,Computer & Network Security,501-1000 employees,0
US,Male,18 to 24,Senior,Computer & Network Security,201-500 employees,330
US,Male,18 to 24,Senior,Computer & Network Security,51-200 employees,680
US,Male,18 to 24,Senior,Computer & Network Security,11-50 employees,570
US,Male,18 to 24,Senior,Computer & Network Security,2-10 employees,390
US,Male,18 to 24,Senior,Computer & Network Security,Myself Only,0
US,Male,18 to 24,Senior,Computer Software,"10,001+ employees",15000
US,Male,18 to 24,Senior,Computer Software,"5001-10,000 employees",1300
US,Male,18 to 24,Senior,Computer Software,1001-5000 employees,3800
US,Male,18 to 24,Senior,Computer Software,501-1000 employees,1600
US,Male,18 to 24,Senior,Computer Software,201-500 employees,2000
US,Male,18 to 24,Senior,Computer Software,51-200 employees,3400
US,Male,18 to 24,Senior,Computer Software,11-50 employees,3500
US,Male,18 to 24,Senior,Computer Software,2-10 employees,2300
US,Male,18 to 24,Senior,Computer Software,Myself Only,440
US,Male,18 to 24,Senior,Information Technology & Services,"10,001+ employees",27000
US,Male,18 to 24,Senior,Information Technology & Services,"5001-10,000 employees",2600
US,Male,18 to 24,Senior,Information Technology & Services,1001-5000 employees,5400
US,Male,18 to 24,Senior,Information Technology & Services,501-1000 employees,2900
US,Male,18 to 24,Senior,Information Technology & Services,201-500 employees,4100
US,Male,18 to 24,Senior,Information Technology & Services,51-200 employees,6400
US,Male,18 to 24,Senior,Information Technology & Services,11-50 employees,6200
US,Male,18 to 24,Senior,Information Technology & Services,2-10 employees,4000
US,Male,18 to 24,Senior,Information Technology & Services,Myself Only,620
US,Male,18 to 24,Senior,Internet,"10,001+ employees",8500
US,Male,18 to 24,Senior,Internet,"5001-10,000 employees",1000
US,Male,18 to 24,Senior,Internet,1001-5000 employees,4200
US,Male,18 to 24,Senior,Internet,501-1000 employees,1300
US,Male,18 to 24,Senior,Internet,201-500 employees,1500
US,Male,18 to 24,Senior,Internet,51-200 employees,2600
US,Male,18 to 24,Senior,Internet,11-50 employees,2300
US,Male,18 to 24,Senior,Internet,2-10 employees,1900
US,Male,18 to 24,Senior,Internet,Myself Only,450
US,Male,18 to 24,Entry,Venture Capital & Private Equity,"10,001+ employees",790
US,Male,18 to 24,Entry,Venture Capital & Private Equity,"5001-10,000 employees",0
US,Male,18 to 24,Entry,Venture Capital & Private Equity,1001-5000 employees,0
US,Male,18 to 24,Entry,Venture Capital & Private Equity,501-1000 employees,0
US,Male,18 to 24,Entry,Venture Capital & Private Equity,201-500 employees,0
US,Male,18 to 24,Entry,Venture Capital & Private Equity,51-200 employees,330
US,Male,18 to 24,Entry,Venture Capital & Private Equity,11-50 employees,650
US,Male,18 to 24,Entry,Venture Capital & Private Equity,2-10 employees,7600
US,Male,18 to 24,Entry,Venture Capital & Private Equity,Myself Only,0
US,Male,18 to 24,Entry,Investment Management,"10,001+ employees",6100
US,Male,18 to 24,Entry,Investment Management,"5001-10,000 employees",510
US,Male,18 to 24,Entry,Investment Management,1001-5000 employees,1200
US,Male,18 to 24,Entry,Investment Management,501-1000 employees,420
US,Male,18 to 24,Entry,Investment Management,201-500 employees,320
US,Male,18 to 24,Entry,Investment Management,51-200 employees,820
US,Male,18 to 24,Entry,Investment Management,11-50 employees,1100
US,Male,18 to 24,Entry,Investment Management,2-10 employees,1200
US,Male,18 to 24,Entry,Investment Management,Myself Only,0
US,Male,18 to 24,Entry,Investment Banking,"10,001+ employees",370
US,Male,18 to 24,Entry,Investment Banking,"5001-10,000 employees",0
US,Male,18 to 24,Entry,Investment Banking,1001-5000 employees,0
US,Male,18 to 24,Entry,Investment Banking,501-1000 employees,0
US,Male,18 to 24,Entry,Investment Banking,201-500 employees,0
US,Male,18 to 24,Entry,Investment Banking,51-200 employees,0
US,Male,18 to 24,Entry,Investment Banking,11-50 employees,410
US,Male,18 to 24,Entry,Investment Banking,2-10 employees,0
US,Male,18 to 24,Entry,Investment Banking,Myself Only,0
US,Male,18 to 24,Entry,Insurance,"10,001+ employees",11000
US,Male,18 to 24,Entry,Insurance,"5001-10,000 employees",2500
US,Male,18 to 24,Entry,Insurance,1001-5000 employees,4700
US,Male,18 to 24,Entry,Insurance,501-1000 employees,1400
US,Male,18 to 24,Entry,Insurance,201-500 employees,1900
US,Male,18 to 24,Entry,Insurance,51-200 employees,2200
US,Male,18 to 24,Entry,Insurance,11-50 employees,2400
US,Male,18 to 24,Entry,Insurance,2-10 employees,2200
US,Male,18 to 24,Entry,Insurance,Myself Only,0
US,Male,18 to 24,Entry,Financial Services,"10,001+ employees",34000
US,Male,18 to 24,Entry,Financial Services,"5001-10,000 employees",6000
US,Male,18 to 24,Entry,Financial Services,1001-5000 employees,8600
US,Male,18 to 24,Entry,Financial Services,501-1000 employees,3900
US,Male,18 to 24,Entry,Financial Services,201-500 employees,4600
US,Male,18 to 24,Entry,Financial Services,51-200 employees,8500
US,Male,18 to 24,Entry,Financial Services,11-50 employees,7200
US,Male,18 to 24,Entry,Financial Services,2-10 employees,5800
US,Male,18 to 24,Entry,Financial Services,Myself Only,480
US,Male,18 to 24,Entry,Capital Markets,"10,001+ employees",0
US,Male,18 to 24,Entry,Capital Markets,"5001-10,000 employees",0
US,Male,18 to 24,Entry,Capital Markets,1001-5000 employees,0
US,Male,18 to 24,Entry,Capital Markets,501-1000 employees,0
US,Male,18 to 24,Entry,Capital Markets,201-500 employees,0
US,Male,18 to 24,Entry,Capital Markets,51-200 employees,0
US,Male,18 to 24,Entry,Capital Markets,11-50 employees,0
US,Male,18 to 24,Entry,Capital Markets,2-10 employees,400
US,Male,18 to 24,Entry,Capital Markets,Myself Only,0
US,Male,18 to 24,Entry,Banking,"10,001+ employees",12000
US,Male,18 to 24,Entry,Banking,"5001-10,000 employees",970
US,Male,18 to 24,Entry,Banking,1001-5000 employees,3400
US,Male,18 to 24,Entry,Banking,501-1000 employees,1400
US,Male,18 to 24,Entry,Banking,201-500 employees,2000
US,Male,18 to 24,Entry,Banking,51-200 employees,2400
US,Male,18 to 24,Entry,Banking,11-50 employees,1100
US,Male,18 to 24,Entry,Banking,2-10 employees,950
US,Male,18 to 24,Entry,Banking,Myself Only,0
US,Male,18 to 24,Entry,Consumer Electronics,"10,001+ employees",7700
US,Male,18 to 24,Entry,Consumer Electronics,"5001-10,000 employees",0
US,Male,18 to 24,Entry,Consumer Electronics,1001-5000 employees,950
US,Male,18 to 24,Entry,Consumer Electronics,501-1000 employees,0
US,Male,18 to 24,Entry,Consumer Electronics,201-500 employees,370
US,Male,18 to 24,Entry,Consumer Electronics,51-200 employees,550
US,Male,18 to 24,Entry,Consumer Electronics,11-50 employees,690
US,Male,18 to 24,Entry,Consumer Electronics,2-10 employees,600
US,Male,18 to 24,Entry,Consumer Electronics,Myself Only,0
US,Male,18 to 24,Entry,Nanotechnology,"10,001+ employees",0
US,Male,18 to 24,Entry,Nanotechnology,"5001-10,000 employees",0
US,Male,18 to 24,Entry,Nanotechnology,1001-5000 employees,0
US,Male,18 to 24,Entry,Nanotechnology,501-1000 employees,0
US,Male,18 to 24,Entry,Nanotechnology,201-500 employees,0
US,Male,18 to 24,Entry,Nanotechnology,51-200 employees,0
US,Male,18 to 24,Entry,Nanotechnology,11-50 employees,0
US,Male,18 to 24,Entry,Nanotechnology,2-10 employees,0
US,Male,18 to 24,Entry,Nanotechnology,Myself Only,0
US,Male,18 to 24,Entry,Semiconductors,"10,001+ employees",4500
US,Male,18 to 24,Entry,Semiconductors,"5001-10,000 employees",660
US,Male,18 to 24,Entry,Semiconductors,1001-5000 employees,620
US,Male,18 to 24,Entry,Semiconductors,501-1000 employees,0
US,Male,18 to 24,Entry,Semiconductors,201-500 employees,360
US,Male,18 to 24,Entry,Semiconductors,51-200 employees,320
US,Male,18 to 24,Entry,Semiconductors,11-50 employees,0
US,Male,18 to 24,Entry,Semiconductors,2-10 employees,0
US,Male,18 to 24,Entry,Semiconductors,Myself Only,0
US,Male,18 to 24,Entry,Telecommunications,"10,001+ employees",16000
US,Male,18 to 24,Entry,Telecommunications,"5001-10,000 employees",670
US,Male,18 to 24,Entry,Telecommunications,1001-5000 employees,3200
US,Male,18 to 24,Entry,Telecommunications,501-1000 employees,1400
US,Male,18 to 24,Entry,Telecommunications,201-500 employees,1600
US,Male,18 to 24,Entry,Telecommunications,51-200 employees,2500
US,Male,18 to 24,Entry,Telecommunications,11-50 employees,2700
US,Male,18 to 24,Entry,Telecommunications,2-10 employees,1600
US,Male,18 to 24,Entry,Telecommunications,Myself Only,0
US,Male,18 to 24,Entry,Wireless,"10,001+ employees",2000
US,Male,18 to 24,Entry,Wireless,"5001-10,000 employees",450
US,Male,18 to 24,Entry,Wireless,1001-5000 employees,320
US,Male,18 to 24,Entry,Wireless,501-1000 employees,0
US,Male,18 to 24,Entry,Wireless,201-500 employees,0
US,Male,18 to 24,Entry,Wireless,51-200 employees,330
US,Male,18 to 24,Entry,Wireless,11-50 employees,330
US,Male,18 to 24,Entry,Wireless,2-10 employees,0
US,Male,18 to 24,Entry,Wireless,Myself Only,0
US,Male,18 to 24,Entry,Computer Networking,"10,001+ employees",590
US,Male,18 to 24,Entry,Computer Networking,"5001-10,000 employees",0
US,Male,18 to 24,Entry,Computer Networking,1001-5000 employees,0
US,Male,18 to 24,Entry,Computer Networking,501-1000 employees,0
US,Male,18 to 24,Entry,Computer Networking,201-500 employees,0
US,Male,18 to 24,Entry,Computer Networking,51-200 employees,0
US,Male,18 to 24,Entry,Computer Networking,11-50 employees,390
US,Male,18 to 24,Entry,Computer Networking,2-10 employees,390
US,Male,18 to 24,Entry,Computer Networking,Myself Only,0
US,Male,18 to 24,Entry,Computer Hardware,"10,001+ employees",720
US,Male,18 to 24,Entry,Computer Hardware,"5001-10,000 employees",0
US,Male,18 to 24,Entry,Computer Hardware,1001-5000 employees,380
US,Male,18 to 24,Entry,Computer Hardware,501-1000 employees,0
US,Male,18 to 24,Entry,Computer Hardware,201-500 employees,1700
US,Male,18 to 24,Entry,Computer Hardware,51-200 employees,350
US,Male,18 to 24,Entry,Computer Hardware,11-50 employees,450
US,Male,18 to 24,Entry,Computer Hardware,2-10 employees,390
US,Male,18 to 24,Entry,Computer Hardware,Myself Only,0
US,Male,18 to 24,Entry,Computer & Network Security,"10,001+ employees",10000
US,Male,18 to 24,Entry,Computer & Network Security,"5001-10,000 employees",560
US,Male,18 to 24,Entry,Computer & Network Security,1001-5000 employees,740
US,Male,18 to 24,Entry,Computer & Network Security,501-1000 employees,390
US,Male,18 to 24,Entry,Computer & Network Security,201-500 employees,460
US,Male,18 to 24,Entry,Computer & Network Security,51-200 employees,930
US,Male,18 to 24,Entry,Computer & Network Security,11-50 employees,870
US,Male,18 to 24,Entry,Computer & Network Security,2-10 employees,720
US,Male,18 to 24,Entry,Computer & Network Security,Myself Only,0
US,Male,18 to 24,Entry,Computer Software,"10,001+ employees",46000
US,Male,18 to 24,Entry,Computer Software,"5001-10,000 employees",2900
US,Male,18 to 24,Entry,Computer Software,1001-5000 employees,6200
US,Male,18 to 24,Entry,Computer Software,501-1000 employees,3000
US,Male,18 to 24,Entry,Computer Software,201-500 employees,3800
US,Male,18 to 24,Entry,Computer Software,51-200 employees,6600
US,Male,18 to 24,Entry,Computer Software,11-50 employees,7400
US,Male,18 to 24,Entry,Computer Software,2-10 employees,5100
US,Male,18 to 24,Entry,Computer Software,Myself Only,1300
US,Male,18 to 24,Entry,Information Technology & Services,"10,001+ employees",65000
US,Male,18 to 24,Entry,Information Technology & Services,"5001-10,000 employees",3800
US,Male,18 to 24,Entry,Information Technology & Services,1001-5000 employees,8700
US,Male,18 to 24,Entry,Information Technology & Services,501-1000 employees,4500
US,Male,18 to 24,Entry,Information Technology & Services,201-500 employees,7300
US,Male,18 to 24,Entry,Information Technology & Services,51-200 employees,11000
US,Male,18 to 24,Entry,Information Technology & Services,11-50 employees,12000
US,Male,18 to 24,Entry,Information Technology & Services,2-10 employees,8100
US,Male,18 to 24,Entry,Information Technology & Services,Myself Only,1200
US,Male,18 to 24,Entry,Internet,"10,001+ employees",37000
US,Male,18 to 24,Entry,Internet,"5001-10,000 employees",3500
US,Male,18 to 24,Entry,Internet,1001-5000 employees,17000
US,Male,18 to 24,Entry,Internet,501-1000 employees,3000
US,Male,18 to 24,Entry,Internet,201-500 employees,3000
US,Male,18 to 24,Entry,Internet,51-200 employees,5000
US,Male,18 to 24,Entry,Internet,11-50 employees,4900
US,Male,18 to 24,Entry,Internet,2-10 employees,3900
US,Male,18 to 24,Entry,Internet,Myself Only,1400
US,Male,18 to 24,Training,Venture Capital & Private Equity,"10,001+ employees",0
US,Male,18 to 24,Training,Venture Capital & Private Equity,"5001-10,000 employees",0
US,Male,18 to 24,Training,Venture Capital & Private Equity,1001-5000 employees,0
US,Male,18 to 24,Training,Venture Capital & Private Equity,501-1000 employees,0
US,Male,18 to 24,Training,Venture Capital & Private Equity,201-500 employees,0
US,Male,18 to 24,Training,Venture Capital & Private Equity,51-200 employees,0
US,Male,18 to 24,Training,Venture Capital & Private Equity,11-50 employees,0
US,Male,18 to 24,Training,Venture Capital & Private Equity,2-10 employees,0
US,Male,18 to 24,Training,Venture Capital & Private Equity,Myself Only,0
US,Male,18 to 24,Training,Investment Management,"10,001+ employees",0
US,Male,18 to 24,Training,Investment Management,"5001-10,000 employees",0
US,Male,18 to 24,Training,Investment Management,1001-5000 employees,0
US,Male,18 to 24,Training,Investment Management,501-1000 employees,0
US,Male,18 to 24,Training,Investment Management,201-500 employees,0
US,Male,18 to 24,Training,Investment Management,51-200 employees,0
US,Male,18 to 24,Training,Investment Management,11-50 employees,0
US,Male,18 to 24,Training,Investment Management,2-10 employees,0
US,Male,18 to 24,Training,Investment Management,Myself Only,0
US,Male,18 to 24,Training,Investment Banking,"10,001+ employees",0
US,Male,18 to 24,Training,Investment Banking,"5001-10,000 employees",0
US,Male,18 to 24,Training,Investment Banking,1001-5000 employees,0
US,Male,18 to 24,Training,Investment Banking,501-1000 employees,0
US,Male,18 to 24,Training,Investment Banking,201-500 employees,0
US,Male,18 to 24,Training,Investment Banking,51-200 employees,0
US,Male,18 to 24,Training,Investment Banking,11-50 employees,0
US,Male,18 to 24,Training,Investment Banking,2-10 employees,0
US,Male,18 to 24,Training,Investment Banking,Myself Only,0
US,Male,18 to 24,Training,Insurance,"10,001+ employees",780
US,Male,18 to 24,Training,Insurance,"5001-10,000 employees",0
US,Male,18 to 24,Training,Insurance,1001-5000 employees,420
US,Male,18 to 24,Training,Insurance,501-1000 employees,0
US,Male,18 to 24,Training,Insurance,201-500 employees,0
US,Male,18 to 24,Training,Insurance,51-200 employees,0
US,Male,18 to 24,Training,Insurance,11-50 employees,0
US,Male,18 to 24,Training,Insurance,2-10 employees,0
US,Male,18 to 24,Training,Insurance,Myself Only,0
US,Male,18 to 24,Training,Financial Services,"10,001+ employees",1900
US,Male,18 to 24,Training,Financial Services,"5001-10,000 employees",660
US,Male,18 to 24,Training,Financial Services,1001-5000 employees,690
US,Male,18 to 24,Training,Financial Services,501-1000 employees,0
US,Male,18 to 24,Training,Financial Services,201-500 employees,320
US,Male,18 to 24,Training,Financial Services,51-200 employees,480
US,Male,18 to 24,Training,Financial Services,11-50 employees,620
US,Male,18 to 24,Training,Financial Services,2-10 employees,510
US,Male,18 to 24,Training,Financial Services,Myself Only,0
US,Male,18 to 24,Training,Capital Markets,"10,001+ employees",0
US,Male,18 to 24,Training,Capital Markets,"5001-10,000 employees",0
US,Male,18 to 24,Training,Capital Markets,1001-5000 employees,0
US,Male,18 to 24,Training,Capital Markets,501-1000 employees,0
US,Male,18 to 24,Training,Capital Markets,201-500 employees,0
US,Male,18 to 24,Training,Capital Markets,51-200 employees,0
US,Male,18 to 24,Training,Capital Markets,11-50 employees,0
US,Male,18 to 24,Training,Capital Markets,2-10 employees,0
US,Male,18 to 24,Training,Capital Markets,Myself Only,0
US,Male,18 to 24,Training,Banking,"10,001+ employees",440
US,Male,18 to 24,Training,Banking,"5001-10,000 employees",0
US,Male,18 to 24,Training,Banking,1001-5000 employees,0
US,Male,18 to 24,Training,Banking,501-1000 employees,0
US,Male,18 to 24,Training,Banking,201-500 employees,0
US,Male,18 to 24,Training,Banking,51-200 employees,0
US,Male,18 to 24,Training,Banking,11-50 employees,0
US,Male,18 to 24,Training,Banking,2-10 employees,0
US,Male,18 to 24,Training,Banking,Myself Only,0
US,Male,18 to 24,Training,Consumer Electronics,"10,001+ employees",310
US,Male,18 to 24,Training,Consumer Electronics,"5001-10,000 employees",0
US,Male,18 to 24,Training,Consumer Electronics,1001-5000 employees,0
US,Male,18 to 24,Training,Consumer Electronics,501-1000 employees,0
US,Male,18 to 24,Training,Consumer Electronics,201-500 employees,0
US,Male,18 to 24,Training,Consumer Electronics,51-200 employees,0
US,Male,18 to 24,Training,Consumer Electronics,11-50 employees,0
US,Male,18 to 24,Training,Consumer Electronics,2-10 employees,0
US,Male,18 to 24,Training,Consumer Electronics,Myself Only,0
US,Male,18 to 24,Training,Nanotechnology,"10,001+ employees",0
US,Male,18 to 24,Training,Nanotechnology,"5001-10,000 employees",0
US,Male,18 to 24,Training,Nanotechnology,1001-5000 employees,0
US,Male,18 to 24,Training,Nanotechnology,501-1000 employees,0
US,Male,18 to 24,Training,Nanotechnology,201-500 employees,0
US,Male,18 to 24,Training,Nanotechnology,51-200 employees,0
US,Male,18 to 24,Training,Nanotechnology,11-50 employees,0
US,Male,18 to 24,Training,Nanotechnology,2-10 employees,0
US,Male,18 to 24,Training,Nanotechnology,Myself Only,0
US,Male,18 to 24,Training,Semiconductors,"10,001+ employees",440
US,Male,18 to 24,Training,Semiconductors,"5001-10,000 employees",0
US,Male,18 to 24,Training,Semiconductors,1001-5000 employees,0
US,Male,18 to 24,Training,Semiconductors,501-1000 employees,0
US,Male,18 to 24,Training,Semiconductors,201-500 employees,0
US,Male,18 to 24,Training,Semiconductors,51-200 employees,0
US,Male,18 to 24,Training,Semiconductors,11-50 employees,0
US,Male,18 to 24,Training,Semiconductors,2-10 employees,0
US,Male,18 to 24,Training,Semiconductors,Myself Only,0
US,Male,18 to 24,Training,Telecommunications,"10,001+ employees",480
US,Male,18 to 24,Training,Telecommunications,"5001-10,000 employees",0
US,Male,18 to 24,Training,Telecommunications,1001-5000 employees,0
US,Male,18 to 24,Training,Telecommunications,501-1000 employees,0
US,Male,18 to 24,Training,Telecommunications,201-500 employees,0
US,Male,18 to 24,Training,Telecommunications,51-200 employees,0
US,Male,18 to 24,Training,Telecommunications,11-50 employees,0
US,Male,18 to 24,Training,Telecommunications,2-10 employees,0
US,Male,18 to 24,Training,Telecommunications,Myself Only,0
US,Male,18 to 24,Training,Wireless,"10,001+ employees",0
US,Male,18 to 24,Training,Wireless,"5001-10,000 employees",0
US,Male,18 to 24,Training,Wireless,1001-5000 employees,0
US,Male,18 to 24,Training,Wireless,501-1000 employees,0
US,Male,18 to 24,Training,Wireless,201-500 employees,0
US,Male,18 to 24,Training,Wireless,51-200 employees,0
US,Male,18 to 24,Training,Wireless,11-50 employees,0
US,Male,18 to 24,Training,Wireless,2-10 employees,0
US,Male,18 to 24,Training,Wireless,Myself Only,0
US,Male,18 to 24,Training,Computer Networking,"10,001+ employees",0
US,Male,18 to 24,Training,Computer Networking,"5001-10,000 employees",0
US,Male,18 to 24,Training,Computer Networking,1001-5000 employees,0
US,Male,18 to 24,Training,Computer Networking,501-1000 employees,0
US,Male,18 to 24,Training,Computer Networking,201-500 employees,0
US,Male,18 to 24,Training,Computer Networking,51-200 employees,0
US,Male,18 to 24,Training,Computer Networking,11-50 employees,0
US,Male,18 to 24,Training,Computer Networking,2-10 employees,0
US,Male,18 to 24,Training,Computer Networking,Myself Only,0
US,Male,18 to 24,Training,Computer Hardware,"10,001+ employees",0
US,Male,18 to 24,Training,Computer Hardware,"5001-10,000 employees",0
US,Male,18 to 24,Training,Computer Hardware,1001-5000 employees,0
US,Male,18 to 24,Training,Computer Hardware,501-1000 employees,0
US,Male,18 to 24,Training,Computer Hardware,201-500 employees,0
US,Male,18 to 24,Training,Computer Hardware,51-200 employees,0
US,Male,18 to 24,Training,Computer Hardware,11-50 employees,0
US,Male,18 to 24,Training,Computer Hardware,2-10 employees,0
US,Male,18 to 24,Training,Computer Hardware,Myself Only,0
US,Male,18 to 24,Training,Computer & Network Security,"10,001+ employees",830
US,Male,18 to 24,Training,Computer & Network Security,"5001-10,000 employees",0
US,Male,18 to 24,Training,Computer & Network Security,1001-5000 employees,0
US,Male,18 to 24,Training,Computer & Network Security,501-1000 employees,0
US,Male,18 to 24,Training,Computer & Network Security,201-500 employees,0
US,Male,18 to 24,Training,Computer & Network Security,51-200 employees,0
US,Male,18 to 24,Training,Computer & Network Security,11-50 employees,0
US,Male,18 to 24,Training,Computer & Network Security,2-10 employees,0
US,Male,18 to 24,Training,Computer & Network Security,Myself Only,0
US,Male,18 to 24,Training,Computer Software,"10,001+ employees",2200
US,Male,18 to 24,Training,Computer Software,"5001-10,000 employees",0
US,Male,18 to 24,Training,Computer Software,1001-5000 employees,510
US,Male,18 to 24,Training,Computer Software,501-1000 employees,0
US,Male,18 to 24,Training,Computer Software,201-500 employees,0
US,Male,18 to 24,Training,Computer Software,51-200 employees,540
US,Male,18 to 24,Training,Computer Software,11-50 employees,710
US,Male,18 to 24,Training,Computer Software,2-10 employees,510
US,Male,18 to 24,Training,Computer Software,Myself Only,0
US,Male,18 to 24,Training,Information Technology & Services,"10,001+ employees",2900
US,Male,18 to 24,Training,Information Technology & Services,"5001-10,000 employees",350
US,Male,18 to 24,Training,Information Technology & Services,1001-5000 employees,450
US,Male,18 to 24,Training,Information Technology & Services,501-1000 employees,0
US,Male,18 to 24,Training,Information Technology & Services,201-500 employees,410
US,Male,18 to 24,Training,Information Technology & Services,51-200 employees,750
US,Male,18 to 24,Training,Information Technology & Services,11-50 employees,880
US,Male,18 to 24,Training,Information Technology & Services,2-10 employees,530
US,Male,18 to 24,Training,Information Technology & Services,Myself Only,0
US,Male,18 to 24,Training,Internet,"10,001+ employees",1300
US,Male,18 to 24,Training,Internet,"5001-10,000 employees",0
US,Male,18 to 24,Training,Internet,1001-5000 employees,0
US,Male,18 to 24,Training,Internet,501-1000 employees,0
US,Male,18 to 24,Training,Internet,201-500 employees,0
US,Male,18 to 24,Training,Internet,51-200 employees,0
US,Male,18 to 24,Training,Internet,11-50 employees,0
US,Male,18 to 24,Training,Internet,2-10 employees,0
US,Male,18 to 24,Training,Internet,Myself Only,0
US,Male,18 to 24,Unpaid,Venture Capital & Private Equity,"10,001+ employees",0
US,Male,18 to 24,Unpaid,Venture Capital & Private Equity,"5001-10,000 employees",0
US,Male,18 to 24,Unpaid,Venture Capital & Private Equity,1001-5000 employees,0
US,Male,18 to 24,Unpaid,Venture Capital & Private Equity,501-1000 employees,0
US,Male,18 to 24,Unpaid,Venture Capital & Private Equity,201-500 employees,0
US,Male,18 to 24,Unpaid,Venture Capital & Private Equity,51-200 employees,0
US,Male,18 to 24,Unpaid,Venture Capital & Private Equity,11-50 employees,0
US,Male,18 to 24,Unpaid,Venture Capital & Private Equity,2-10 employees,450
US,Male,18 to 24,Unpaid,Venture Capital & Private Equity,Myself Only,0
US,Male,18 to 24,Unpaid,Investment Management,"10,001+ employees",0
US,Male,18 to 24,Unpaid,Investment Management,"5001-10,000 employees",0
US,Male,18 to 24,Unpaid,Investment Management,1001-5000 employees,0
US,Male,18 to 24,Unpaid,Investment Management,501-1000 employees,0
US,Male,18 to 24,Unpaid,Investment Management,201-500 employees,0
US,Male,18 to 24,Unpaid,Investment Management,51-200 employees,0
US,Male,18 to 24,Unpaid,Investment Management,11-50 employees,0
US,Male,18 to 24,Unpaid,Investment Management,2-10 employees,0
US,Male,18 to 24,Unpaid,Investment Management,Myself Only,0
US,Male,18 to 24,Unpaid,Investment Banking,"10,001+ employees",0
US,Male,18 to 24,Unpaid,Investment Banking,"5001-10,000 employees",0
US,Male,18 to 24,Unpaid,Investment Banking,1001-5000 employees,0
US,Male,18 to 24,Unpaid,Investment Banking,501-1000 employees,0
US,Male,18 to 24,Unpaid,Investment Banking,201-500 employees,0
US,Male,18 to 24,Unpaid,Investment Banking,51-200 employees,0
US,Male,18 to 24,Unpaid,Investment Banking,11-50 employees,0
US,Male,18 to 24,Unpaid,Investment Banking,2-10 employees,0
US,Male,18 to 24,Unpaid,Investment Banking,Myself Only,0
US,Male,18 to 24,Unpaid,Insurance,"10,001+ employees",0
US,Male,18 to 24,Unpaid,Insurance,"5001-10,000 employees",0
US,Male,18 to 24,Unpaid,Insurance,1001-5000 employees,0
US,Male,18 to 24,Unpaid,Insurance,501-1000 employees,0
US,Male,18 to 24,Unpaid,Insurance,201-500 employees,0
US,Male,18 to 24,Unpaid,Insurance,51-200 employees,0
US,Male,18 to 24,Unpaid,Insurance,11-50 employees,0
US,Male,18 to 24,Unpaid,Insurance,2-10 employees,0
US,Male,18 to 24,Unpaid,Insurance,Myself Only,0
US,Male,18 to 24,Unpaid,Financial Services,"10,001+ employees",750
US,Male,18 to 24,Unpaid,Financial Services,"5001-10,000 employees",0
US,Male,18 to 24,Unpaid,Financial Services,1001-5000 employees,0
US,Male,18 to 24,Unpaid,Financial Services,501-1000 employees,0
US,Male,18 to 24,Unpaid,Financial Services,201-500 employees,0
US,Male,18 to 24,Unpaid,Financial Services,51-200 employees,0
US,Male,18 to 24,Unpaid,Financial Services,11-50 employees,0
US,Male,18 to 24,Unpaid,Financial Services,2-10 employees,0
US,Male,18 to 24,Unpaid,Financial Services,Myself Only,0
US,Male,18 to 24,Unpaid,Capital Markets,"10,001+ employees",0
US,Male,18 to 24,Unpaid,Capital Markets,"5001-10,000 employees",0
US,Male,18 to 24,Unpaid,Capital Markets,1001-5000 employees,0
US,Male,18 to 24,Unpaid,Capital Markets,501-1000 employees,0
US,Male,18 to 24,Unpaid,Capital Markets,201-500 employees,0
US,Male,18 to 24,Unpaid,Capital Markets,51-200 employees,0
US,Male,18 to 24,Unpaid,Capital Markets,11-50 employees,0
US,Male,18 to 24,Unpaid,Capital Markets,2-10 employees,0
US,Male,18 to 24,Unpaid,Capital Markets,Myself Only,0
US,Male,18 to 24,Unpaid,Banking,"10,001+ employees",310
US,Male,18 to 24,Unpaid,Banking,"5001-10,000 employees",0
US,Male,18 to 24,Unpaid,Banking,1001-5000 employees,0
US,Male,18 to 24,Unpaid,Banking,501-1000 employees,0
US,Male,18 to 24,Unpaid,Banking,201-500 employees,0
